14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t-1)
2.0,0.338,2.0
2.0,0.33,2.0
2.0,0.33,2.0
2.0,0.351,2.0
2.0,0.358,2.0
2.0,0.368,2.0
2.0,0.373,2.0
2.0,0.374,2.0
2.0,0.354,2.0
2.0,0.347,2.0
2.0,0.351,2.0
2.0,0.349,2.0
2.0,0.368,2.0
2.0,0.359,2.0
2.0,0.365,2.0
2.0,0.365,2.0
2.0,0.372,2.0
2.0,0.356,2.0
1.0,0.349,2.0
1.0,0.337,1.0
1.0,0.328,1.0
0.0,0.321,1.0
0.0,0.312,0.0
0.0,0.319,0.0
0.0,0.338,0.0
0.0,0.329,0.0
0.0,0.322,0.0
0.0,0.336,0.0
0.0,0.332,0.0
0.0,0.32,0.0
0.0,0.319,0.0
0.0,0.31,0.0
0.0,0.308,0.0
0.0,0.308,0.0
0.0,0.306,0.0
0.0,0.308,0.0
0.0,0.31,0.0
0.0,0.308,0.0
0.0,0.302,0.0
0.0,0.292,0.0
0.0,0.295,0.0
0.0,0.296,0.0
0.0,0.309,0.0
0.0,0.308,0.0
0.0,0.31,0.0
0.0,0.309,0.0
1.0,0.307,0.0
0.0,0.309,1.0
0.0,0.313,0.0
0.0,0.325,0.0
0.0,0.323,0.0
0.0,0.321,0.0
0.0,0.321,0.0
0.0,0.314,0.0
1.0,0.32,0.0
0.0,0.31,1.0
0.0,0.301,0.0
0.0,0.305,0.0
0.0,0.312,0.0
0.0,0.308,0.0
0.0,0.313,0.0
0.0,0.315,0.0
0.0,0.323,0.0
0.0,0.321,0.0
0.0,0.339,0.0
0.0,0.352,0.0
0.0,0.335,0.0
1.0,0.33,0.0
1.0,0.325,1.0
1.0,0.318,1.0
1.0,0.307,1.0
0.0,0.309,1.0
0.0,0.31,0.0
0.0,0.326,0.0
0.0,0.317,0.0
0.0,0.315,0.0
0.0,0.328,0.0
0.0,0.33,0.0
0.0,0.328,0.0
0.0,0.331,0.0
0.0,0.331,0.0
0.0,0.321,0.0
0.0,0.312,0.0
0.0,0.303,0.0
0.0,0.308,0.0
0.0,0.308,0.0
0.0,0.31,0.0
0.0,0.326,0.0
0.0,0.325,0.0
0.0,0.316,0.0
0.0,0.313,0.0
0.0,0.3,0.0
0.0,0.304,0.0
0.0,0.305,0.0
0.0,0.303,0.0
0.0,0.295,0.0
0.0,0.291,0.0
0.0,0.313,0.0
0.0,0.31,0.0
0.0,0.307,0.0
0.0,0.318,0.0
0.0,0.308,0.0
0.0,0.3,0.0
0.0,0.306,0.0
0.0,0.305,0.0
0.0,0.305,0.0
0.0,0.305,0.0
0.0,0.309,0.0
0.0,0.307,0.0
0.0,0.308,0.0
0.0,0.299,0.0
0.0,0.298,0.0
0.0,0.303,0.0
0.0,0.307,0.0
0.0,0.326,0.0
0.0,0.322,0.0
0.0,0.323,0.0
0.0,0.331,0.0
0.0,0.316,0.0
0.0,0.329,0.0
0.0,0.321,0.0
0.0,0.307,0.0
0.0,0.301,0.0
0.0,0.291,0.0
0.0,0.283,0.0
0.0,0.298,0.0
0.0,0.296,0.0
0.0,0.291,0.0
0.0,0.294,0.0
0.0,0.297,0.0
0.0,0.296,0.0
0.0,0.297,0.0
0.0,0.297,0.0
0.0,0.297,0.0
0.0,0.298,0.0
0.0,0.296,0.0
0.0,0.287,0.0
0.0,0.293,0.0
0.0,0.301,0.0
0.0,0.313,0.0
0.0,0.327,0.0
0.0,0.334,0.0
0.0,0.339,0.0
0.0,0.344,0.0
0.0,0.335,0.0
0.0,0.33,0.0
0.0,0.316,0.0
0.0,0.307,0.0
0.0,0.318,0.0
0.0,0.315,0.0
0.0,0.324,0.0
0.0,0.315,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.297,0.0
0.0,0.294,0.0
0.0,0.294,0.0
0.0,0.301,0.0
0.0,0.301,0.0
0.0,0.301,0.0
0.0,0.296,0.0
0.0,0.302,0.0
0.0,0.308,0.0
0.0,0.308,0.0
0.0,0.301,0.0
0.0,0.31,0.0
0.0,0.309,0.0
0.0,0.303,0.0
0.0,0.322,0.0
0.0,0.321,0.0
0.0,0.313,0.0
0.0,0.313,0.0
0.0,0.296,0.0
0.0,0.301,0.0
0.0,0.305,0.0
0.0,0.293,0.0
0.0,0.296,0.0
0.0,0.3,0.0
0.0,0.293,0.0
0.0,0.297,0.0
0.0,0.308,0.0
0.0,0.32,0.0
0.0,0.32,0.0
0.0,0.33,0.0
0.0,0.323,0.0
0.0,0.32,0.0
0.0,0.309,0.0
0.0,0.302,0.0
0.0,0.307,0.0
0.0,0.296,0.0
0.0,0.307,0.0
0.0,0.303,0.0
0.0,0.31,0.0
0.0,0.305,0.0
0.0,0.307,0.0
0.0,0.303,0.0
0.0,0.298,0.0
0.0,0.296,0.0
0.0,0.304,0.0
0.0,0.327,0.0
0.0,0.317,0.0
0.0,0.319,0.0
0.0,0.32,0.0
0.0,0.324,0.0
0.0,0.318,0.0
0.0,0.322,0.0
0.0,0.307,0.0
0.0,0.303,0.0
0.0,0.307,0.0
0.0,0.305,0.0
0.0,0.308,0.0
0.0,0.312,0.0
0.0,0.31,0.0
0.0,0.312,0.0
0.0,0.309,0.0
0.0,0.302,0.0
0.0,0.309,0.0
0.0,0.311,0.0
1.0,0.302,0.0
1.0,0.312,1.0
1.0,0.323,1.0
1.0,0.304,1.0
0.0,0.307,1.0
0.0,0.296,0.0
0.0,0.298,0.0
0.0,0.308,0.0
0.0,0.314,0.0
0.0,0.316,0.0
0.0,0.308,0.0
0.0,0.307,0.0
0.0,0.303,0.0
0.0,0.307,0.0
0.0,0.307,0.0
0.0,0.309,0.0
0.0,0.299,0.0
0.0,0.305,0.0
0.0,0.311,0.0
0.0,0.313,0.0
0.0,0.31,0.0
0.0,0.32,0.0
0.0,0.322,0.0
0.0,0.325,0.0
0.0,0.333,0.0
0.0,0.324,0.0
0.0,0.317,0.0
0.0,0.306,0.0
0.0,0.304,0.0
0.0,0.318,0.0
1.0,0.31,0.0
0.0,0.307,1.0
0.0,0.299,0.0
0.0,0.3,0.0
0.0,0.294,0.0
0.0,0.294,0.0
0.0,0.289,0.0
0.0,0.289,0.0
0.0,0.288,0.0
0.0,0.29,0.0
0.0,0.294,0.0
0.0,0.294,0.0
0.0,0.299,0.0
0.0,0.291,0.0
0.0,0.286,0.0
0.0,0.293,0.0
1.0,0.298,0.0
0.0,0.294,1.0
0.0,0.305,0.0
0.0,0.311,0.0
0.0,0.299,0.0
0.0,0.302,0.0
0.0,0.308,0.0
0.0,0.303,0.0
0.0,0.3,0.0
0.0,0.298,0.0
0.0,0.298,0.0
0.0,0.297,0.0
0.0,0.289,0.0
0.0,0.285,0.0
0.0,0.286,0.0
0.0,0.305,0.0
0.0,0.301,0.0
0.0,0.3,0.0
0.0,0.296,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.305,0.0
0.0,0.309,0.0
0.0,0.316,0.0
0.0,0.31,0.0
0.0,0.31,0.0
0.0,0.295,0.0
0.0,0.302,0.0
0.0,0.303,0.0
0.0,0.296,0.0
0.0,0.308,0.0
0.0,0.306,0.0
0.0,0.298,0.0
0.0,0.301,0.0
0.0,0.299,0.0
0.0,0.301,0.0
0.0,0.314,0.0
0.0,0.31,0.0
0.0,0.309,0.0
0.0,0.31,0.0
0.0,0.313,0.0
0.0,0.309,0.0
0.0,0.317,0.0
1.0,0.304,0.0
1.0,0.302,1.0
0.0,0.309,1.0
0.0,0.302,0.0
0.0,0.313,0.0
0.0,0.318,0.0
0.0,0.314,0.0
0.0,0.323,0.0
1.0,0.326,0.0
1.0,0.327,1.0
1.0,0.321,1.0
1.0,0.333,1.0
1.0,0.328,1.0
2.0,0.329,1.0
1.0,0.318,2.0
1.0,0.32,1.0
1.0,0.326,1.0
1.0,0.318,1.0
1.0,0.316,1.0
0.0,0.335,1.0
0.0,0.324,0.0
0.0,0.329,0.0
0.0,0.31,0.0
1.0,0.307,0.0
1.0,0.306,1.0
1.0,0.309,1.0
0.0,0.3,1.0
0.0,0.296,0.0
0.0,0.291,0.0
0.0,0.291,0.0
0.0,0.293,0.0
0.0,0.292,0.0
0.0,0.299,0.0
0.0,0.292,0.0
0.0,0.293,0.0
0.0,0.296,0.0
0.0,0.299,0.0
0.0,0.304,0.0
0.0,0.307,0.0
0.0,0.313,0.0
0.0,0.317,0.0
0.0,0.315,0.0
0.0,0.311,0.0
0.0,0.308,0.0
0.0,0.308,0.0
1.0,0.302,0.0
0.0,0.297,1.0
1.0,0.302,0.0
0.0,0.3,1.0
0.0,0.296,0.0
0.0,0.302,0.0
0.0,0.304,0.0
0.0,0.306,0.0
0.0,0.302,0.0
0.0,0.311,0.0
0.0,0.302,0.0
0.0,0.303,0.0
0.0,0.307,0.0
0.0,0.307,0.0
0.0,0.315,0.0
0.0,0.312,0.0
0.0,0.313,0.0
0.0,0.323,0.0
0.0,0.309,0.0
0.0,0.307,0.0
0.0,0.305,0.0
0.0,0.309,0.0
0.0,0.316,0.0
0.0,0.304,0.0
0.0,0.303,0.0
0.0,0.295,0.0
0.0,0.306,0.0
0.0,0.3,0.0
0.0,0.309,0.0
0.0,0.327,0.0
0.0,0.342,0.0
0.0,0.325,0.0
0.0,0.317,0.0
0.0,0.313,0.0
0.0,0.318,0.0
0.0,0.308,0.0
0.0,0.305,0.0
0.0,0.32,0.0
0.0,0.324,0.0
0.0,0.331,0.0
1.0,0.341,0.0
0.0,0.324,1.0
0.0,0.323,0.0
0.0,0.323,0.0
0.0,0.32,0.0
0.0,0.319,0.0
0.0,0.303,0.0
0.0,0.309,0.0
0.0,0.301,0.0
0.0,0.306,0.0
0.0,0.309,0.0
0.0,0.325,0.0
0.0,0.321,0.0
0.0,0.32,0.0
0.0,0.317,0.0
0.0,0.323,0.0
0.0,0.318,0.0
0.0,0.315,0.0
0.0,0.319,0.0
0.0,0.318,0.0
0.0,0.318,0.0
0.0,0.316,0.0
0.0,0.299,0.0
0.0,0.293,0.0
0.0,0.297,0.0
0.0,0.301,0.0
0.0,0.301,0.0
0.0,0.311,0.0
0.0,0.312,0.0
1.0,0.308,0.0
1.0,0.305,1.0
0.0,0.296,1.0
0.0,0.304,0.0
0.0,0.298,0.0
0.0,0.294,0.0
0.0,0.298,0.0
0.0,0.298,0.0
0.0,0.3,0.0
0.0,0.306,0.0
0.0,0.297,0.0
0.0,0.303,0.0
0.0,0.308,0.0
0.0,0.312,0.0
0.0,0.309,0.0
0.0,0.33,0.0
0.0,0.331,0.0
0.0,0.329,0.0
0.0,0.319,0.0
0.0,0.325,0.0
0.0,0.314,0.0
0.0,0.301,0.0
1.0,0.308,0.0
0.0,0.298,1.0
0.0,0.297,0.0
0.0,0.309,0.0
0.0,0.309,0.0
0.0,0.316,0.0
0.0,0.319,0.0
0.0,0.313,0.0
0.0,0.313,0.0
0.0,0.31,0.0
0.0,0.309,0.0
0.0,0.303,0.0
0.0,0.306,0.0
0.0,0.302,0.0
0.0,0.301,0.0
0.0,0.315,0.0
0.0,0.295,0.0
0.0,0.295,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.293,0.0
0.0,0.303,0.0
0.0,0.301,0.0
0.0,0.3,0.0
0.0,0.296,0.0
0.0,0.293,0.0
0.0,0.293,0.0
0.0,0.289,0.0
0.0,0.291,0.0
1.0,0.305,0.0
1.0,0.299,1.0
0.0,0.292,1.0
0.0,0.311,0.0
0.0,0.308,0.0
0.0,0.313,0.0
0.0,0.302,0.0
0.0,0.307,0.0
0.0,0.311,0.0
0.0,0.305,0.0
0.0,0.303,0.0
0.0,0.295,0.0
0.0,0.295,0.0
0.0,0.292,0.0
0.0,0.29,0.0
0.0,0.293,0.0
0.0,0.297,0.0
1.0,0.297,0.0
1.0,0.293,1.0
1.0,0.298,1.0
1.0,0.293,1.0
1.0,0.298,1.0
2.0,0.298,1.0
0.0,0.295,2.0
0.0,0.295,0.0
0.0,0.297,0.0
0.0,0.29,0.0
0.0,0.292,0.0
0.0,0.294,0.0
0.0,0.295,0.0
1.0,0.296,0.0
1.0,0.283,1.0
1.0,0.284,1.0
1.0,0.288,1.0
1.0,0.293,1.0
1.0,0.296,1.0
2.0,0.307,1.0
1.0,0.3,2.0
1.0,0.301,1.0
0.0,0.306,1.0
0.0,0.297,0.0
0.0,0.301,0.0
0.0,0.301,0.0
0.0,0.297,0.0
0.0,0.295,0.0
0.0,0.301,0.0
0.0,0.303,0.0
0.0,0.307,0.0
0.0,0.309,0.0
0.0,0.31,0.0
0.0,0.298,0.0
0.0,0.307,0.0
0.0,0.301,0.0
0.0,0.304,0.0
0.0,0.31,0.0
0.0,0.307,0.0
0.0,0.303,0.0
0.0,0.3,0.0
0.0,0.297,0.0
0.0,0.304,0.0
0.0,0.298,0.0
0.0,0.3,0.0
0.0,0.299,0.0
0.0,0.302,0.0
0.0,0.294,0.0
0.0,0.297,0.0
0.0,0.299,0.0
0.0,0.313,0.0
0.0,0.319,0.0
1.0,0.313,0.0
1.0,0.306,1.0
1.0,0.299,1.0
1.0,0.304,1.0
0.0,0.297,1.0
0.0,0.303,0.0
0.0,0.311,0.0
0.0,0.304,0.0
0.0,0.306,0.0
0.0,0.294,0.0
0.0,0.308,0.0
0.0,0.302,0.0
0.0,0.298,0.0
0.0,0.298,0.0
0.0,0.302,0.0
0.0,0.31,0.0
0.0,0.32,0.0
0.0,0.31,0.0
0.0,0.309,0.0
0.0,0.305,0.0
0.0,0.298,0.0
0.0,0.297,0.0
0.0,0.304,0.0
0.0,0.301,0.0
0.0,0.294,0.0
0.0,0.293,0.0
0.0,0.303,0.0
0.0,0.305,0.0
0.0,0.311,0.0
0.0,0.303,0.0
0.0,0.306,0.0
0.0,0.307,0.0
0.0,0.3,0.0
0.0,0.306,0.0
0.0,0.311,0.0
0.0,0.316,0.0
0.0,0.323,0.0
0.0,0.323,0.0
0.0,0.329,0.0
0.0,0.324,0.0
0.0,0.329,0.0
0.0,0.329,0.0
0.0,0.328,0.0
0.0,0.334,0.0
0.0,0.335,0.0
0.0,0.326,0.0
0.0,0.311,0.0
0.0,0.317,0.0
0.0,0.327,0.0
0.0,0.328,0.0
0.0,0.318,0.0
0.0,0.318,0.0
0.0,0.302,0.0
0.0,0.301,0.0
0.0,0.292,0.0
0.0,0.287,0.0
0.0,0.292,0.0
0.0,0.294,0.0
0.0,0.295,0.0
0.0,0.301,0.0
0.0,0.309,0.0
0.0,0.302,0.0
0.0,0.304,0.0
0.0,0.313,0.0
0.0,0.314,0.0
0.0,0.322,0.0
0.0,0.319,0.0
0.0,0.306,0.0
0.0,0.304,0.0
0.0,0.302,0.0
0.0,0.307,0.0
0.0,0.315,0.0
0.0,0.297,0.0
0.0,0.299,0.0
0.0,0.301,0.0
0.0,0.298,0.0
0.0,0.31,0.0
0.0,0.306,0.0
0.0,0.303,0.0
0.0,0.304,0.0
0.0,0.297,0.0
0.0,0.297,0.0
0.0,0.304,0.0
1.0,0.302,0.0
1.0,0.301,1.0
1.0,0.312,1.0
1.0,0.306,1.0
1.0,0.307,1.0
0.0,0.306,1.0
0.0,0.292,0.0
0.0,0.306,0.0
0.0,0.298,0.0
0.0,0.3,0.0
0.0,0.295,0.0
0.0,0.291,0.0
0.0,0.29,0.0
0.0,0.296,0.0
0.0,0.302,0.0
0.0,0.309,0.0
0.0,0.303,0.0
0.0,0.309,0.0
0.0,0.316,0.0
0.0,0.31,0.0
0.0,0.307,0.0
1.0,0.31,0.0
0.0,0.319,1.0
0.0,0.32,0.0
0.0,0.323,0.0
1.0,0.321,0.0
1.0,0.318,1.0
1.0,0.315,1.0
0.0,0.312,1.0
0.0,0.298,0.0
0.0,0.296,0.0
0.0,0.298,0.0
0.0,0.298,0.0
0.0,0.294,0.0
1.0,0.31,0.0
0.0,0.319,1.0
0.0,0.311,0.0
0.0,0.314,0.0
0.0,0.302,0.0
1.0,0.306,0.0
1.0,0.298,1.0
0.0,0.3,1.0
0.0,0.296,0.0
0.0,0.295,0.0
0.0,0.298,0.0
0.0,0.304,0.0
0.0,0.315,0.0
0.0,0.31,0.0
0.0,0.311,0.0
0.0,0.306,0.0
0.0,0.302,0.0
0.0,0.325,0.0
0.0,0.326,0.0
0.0,0.321,0.0
0.0,0.324,0.0
0.0,0.315,0.0
0.0,0.301,0.0
0.0,0.299,0.0
0.0,0.305,0.0
0.0,0.303,0.0
0.0,0.306,0.0
0.0,0.305,0.0
0.0,0.298,0.0
0.0,0.293,0.0
0.0,0.297,0.0
0.0,0.3,0.0
0.0,0.303,0.0
0.0,0.306,0.0
0.0,0.31,0.0
0.0,0.308,0.0
0.0,0.304,0.0
0.0,0.3,0.0
0.0,0.305,0.0
0.0,0.302,0.0
0.0,0.302,0.0
0.0,0.295,0.0
0.0,0.298,0.0
0.0,0.295,0.0
0.0,0.3,0.0
0.0,0.305,0.0
0.0,0.314,0.0
0.0,0.308,0.0
0.0,0.309,0.0
0.0,0.307,0.0
0.0,0.304,0.0
0.0,0.309,0.0
0.0,0.316,0.0
0.0,0.305,0.0
0.0,0.304,0.0
0.0,0.322,0.0
0.0,0.325,0.0
0.0,0.317,0.0
0.0,0.31,0.0
0.0,0.302,0.0
0.0,0.305,0.0
0.0,0.299,0.0
0.0,0.304,0.0
0.0,0.299,0.0
0.0,0.302,0.0
0.0,0.295,0.0
0.0,0.297,0.0
0.0,0.297,0.0
0.0,0.29,0.0
0.0,0.31,0.0
0.0,0.295,0.0
0.0,0.288,0.0
0.0,0.29,0.0
0.0,0.284,0.0
0.0,0.289,0.0
0.0,0.291,0.0
0.0,0.327,0.0
0.0,0.328,0.0
0.0,0.331,0.0
0.0,0.333,0.0
0.0,0.323,0.0
0.0,0.33,0.0
0.0,0.327,0.0
0.0,0.328,0.0
0.0,0.332,0.0
0.0,0.34,0.0
0.0,0.337,0.0
0.0,0.339,0.0
0.0,0.338,0.0
0.0,0.324,0.0
0.0,0.303,0.0
0.0,0.302,0.0
0.0,0.31,0.0
0.0,0.31,0.0
0.0,0.32,0.0
0.0,0.321,0.0
0.0,0.331,0.0
0.0,0.326,0.0
1.0,0.334,0.0
0.0,0.333,1.0
1.0,0.338,0.0
1.0,0.345,1.0
1.0,0.346,1.0
2.0,0.354,1.0
1.0,0.315,2.0
2.0,0.312,1.0
2.0,0.324,2.0
2.0,0.316,2.0
1.0,0.331,2.0
1.0,0.341,1.0
1.0,0.326,1.0
1.0,0.313,1.0
1.0,0.316,1.0
1.0,0.315,1.0
1.0,0.317,1.0
0.0,0.309,1.0
0.0,0.312,0.0
0.0,0.324,0.0
0.0,0.324,0.0
0.0,0.326,0.0
1.0,0.334,0.0
1.0,0.33,1.0
2.0,0.335,1.0
2.0,0.335,2.0
2.0,0.328,2.0
1.0,0.328,2.0
0.0,0.337,1.0
0.0,0.33,0.0
1.0,0.325,0.0
1.0,0.319,1.0
1.0,0.324,1.0
1.0,0.322,1.0
1.0,0.311,1.0
0.0,0.317,1.0
0.0,0.318,0.0
0.0,0.323,0.0
