3cc39f92-e725-4db2-ad28-da3438ddc495_(t),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t-1),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t-1)
0.266,0.452,0.0,0.27,0.456
0.276,0.477,0.0,0.266,0.452
0.277,0.491,0.0,0.276,0.477
0.266,0.477,0.0,0.277,0.491
0.261,0.481,0.0,0.266,0.477
0.265,0.47,0.0,0.261,0.481
0.27,0.47,0.0,0.265,0.47
0.289,0.47,0.0,0.27,0.47
0.285,0.465,0.0,0.289,0.47
0.289,0.465,0.0,0.285,0.465
0.288,0.461,0.0,0.289,0.465
0.282,0.441,0.0,0.288,0.461
0.278,0.444,0.0,0.282,0.441
0.28,0.433,0.0,0.278,0.444
0.287,0.436,0.0,0.28,0.433
0.269,0.433,0.0,0.287,0.436
0.276,0.429,0.0,0.269,0.433
0.276,0.427,0.0,0.276,0.429
0.278,0.43,0.0,0.276,0.427
0.282,0.439,0.0,0.278,0.43
0.277,0.431,0.0,0.282,0.439
0.283,0.43,0.0,0.277,0.431
0.28,0.423,0.0,0.283,0.43
0.292,0.426,0.0,0.28,0.423
0.294,0.419,0.0,0.292,0.426
0.288,0.429,0.0,0.294,0.419
0.28,0.435,0.0,0.288,0.429
0.277,0.446,0.0,0.28,0.435
0.281,0.439,0.0,0.277,0.446
0.288,0.43,0.0,0.281,0.439
0.286,0.437,0.0,0.288,0.43
0.278,0.447,0.0,0.286,0.437
0.299,0.439,0.0,0.278,0.447
0.289,0.455,0.0,0.299,0.439
0.297,0.464,0.0,0.289,0.455
0.309,0.459,0.0,0.297,0.464
0.304,0.458,0.0,0.309,0.459
0.313,0.473,0.0,0.304,0.458
0.32,0.471,1.0,0.313,0.473
0.316,0.469,1.0,0.32,0.471
0.301,0.469,1.0,0.316,0.469
0.31,0.468,1.0,0.301,0.469
0.303,0.493,0.0,0.31,0.468
0.3,0.485,1.0,0.303,0.493
0.297,0.473,1.0,0.3,0.485
0.29,0.497,1.0,0.297,0.473
0.286,0.477,0.0,0.29,0.497
0.283,0.464,0.0,0.286,0.477
0.285,0.471,0.0,0.283,0.464
0.284,0.471,0.0,0.285,0.471
0.28,0.468,1.0,0.284,0.471
0.279,0.453,1.0,0.28,0.468
0.284,0.433,2.0,0.279,0.453
0.289,0.43,1.0,0.284,0.433
0.287,0.423,1.0,0.289,0.43
0.287,0.412,1.0,0.287,0.423
0.303,0.405,1.0,0.287,0.412
0.296,0.412,1.0,0.303,0.405
0.285,0.394,0.0,0.296,0.412
0.284,0.397,0.0,0.285,0.394
0.286,0.4,0.0,0.284,0.397
0.287,0.409,0.0,0.286,0.4
0.287,0.412,0.0,0.287,0.409
0.281,0.423,0.0,0.287,0.412
0.294,0.426,0.0,0.281,0.423
0.292,0.431,0.0,0.294,0.426
0.285,0.428,0.0,0.292,0.431
0.284,0.432,0.0,0.285,0.428
0.29,0.444,0.0,0.284,0.432
0.275,0.436,0.0,0.29,0.444
0.298,0.422,0.0,0.275,0.436
0.293,0.434,0.0,0.298,0.422
0.293,0.431,0.0,0.293,0.434
0.287,0.429,0.0,0.293,0.431
0.288,0.429,0.0,0.287,0.429
0.288,0.426,0.0,0.288,0.429
0.282,0.433,0.0,0.288,0.426
0.276,0.439,0.0,0.282,0.433
0.287,0.426,0.0,0.276,0.439
0.285,0.426,0.0,0.287,0.426
0.278,0.446,0.0,0.285,0.426
0.284,0.458,0.0,0.278,0.446
0.292,0.453,0.0,0.284,0.458
0.283,0.465,0.0,0.292,0.453
0.276,0.468,1.0,0.283,0.465
0.282,0.472,0.0,0.276,0.468
0.279,0.476,0.0,0.282,0.472
0.272,0.484,0.0,0.279,0.476
0.278,0.494,0.0,0.272,0.484
0.278,0.491,0.0,0.278,0.494
0.273,0.499,0.0,0.278,0.491
0.278,0.495,0.0,0.273,0.499
0.269,0.482,0.0,0.278,0.495
0.263,0.471,0.0,0.269,0.482
0.265,0.481,0.0,0.263,0.471
0.28,0.485,0.0,0.265,0.481
0.285,0.496,0.0,0.28,0.485
0.289,0.493,0.0,0.285,0.496
0.291,0.483,0.0,0.289,0.493
0.302,0.487,0.0,0.291,0.483
0.301,0.481,0.0,0.302,0.487
0.279,0.472,0.0,0.301,0.481
0.289,0.467,0.0,0.279,0.472
0.288,0.476,0.0,0.289,0.467
0.281,0.455,0.0,0.288,0.476
0.266,0.441,0.0,0.281,0.455
0.277,0.427,0.0,0.266,0.441
0.28,0.417,0.0,0.277,0.427
0.282,0.412,0.0,0.28,0.417
0.289,0.401,0.0,0.282,0.412
0.284,0.401,0.0,0.289,0.401
0.282,0.4,0.0,0.284,0.401
0.278,0.407,0.0,0.282,0.4
0.275,0.417,0.0,0.278,0.407
0.276,0.41,0.0,0.275,0.417
0.277,0.415,0.0,0.276,0.41
0.272,0.417,0.0,0.277,0.415
0.286,0.424,0.0,0.272,0.417
0.288,0.423,1.0,0.286,0.424
0.28,0.419,1.0,0.288,0.423
0.273,0.444,0.0,0.28,0.419
0.275,0.431,0.0,0.273,0.444
0.271,0.459,0.0,0.275,0.431
0.282,0.476,0.0,0.271,0.459
0.285,0.475,0.0,0.282,0.476
0.28,0.463,0.0,0.285,0.475
0.283,0.47,0.0,0.28,0.463
0.284,0.449,0.0,0.283,0.47
0.287,0.446,0.0,0.284,0.449
0.274,0.453,0.0,0.287,0.446
0.274,0.451,0.0,0.274,0.453
0.27,0.448,0.0,0.274,0.451
0.27,0.44,0.0,0.27,0.448
0.282,0.394,0.0,0.27,0.44
0.287,0.411,0.0,0.282,0.394
0.281,0.417,0.0,0.287,0.411
0.271,0.404,0.0,0.281,0.417
0.272,0.413,0.0,0.271,0.404
0.277,0.414,0.0,0.272,0.413
0.279,0.429,0.0,0.277,0.414
0.275,0.436,0.0,0.279,0.429
0.289,0.43,0.0,0.275,0.436
0.282,0.428,0.0,0.289,0.43
0.276,0.443,0.0,0.282,0.428
0.279,0.432,0.0,0.276,0.443
0.282,0.439,0.0,0.279,0.432
0.276,0.449,0.0,0.282,0.439
0.269,0.452,0.0,0.276,0.449
0.263,0.45,0.0,0.269,0.452
0.277,0.44,0.0,0.263,0.45
0.271,0.442,0.0,0.277,0.44
0.271,0.44,0.0,0.271,0.442
0.265,0.468,0.0,0.271,0.44
0.269,0.46,0.0,0.265,0.468
0.265,0.457,0.0,0.269,0.46
0.261,0.457,0.0,0.265,0.457
0.274,0.448,0.0,0.261,0.457
0.288,0.46,0.0,0.274,0.448
0.284,0.451,0.0,0.288,0.46
0.287,0.455,0.0,0.284,0.451
0.27,0.47,0.0,0.287,0.455
0.287,0.47,0.0,0.27,0.47
0.301,0.448,0.0,0.287,0.47
0.292,0.461,0.0,0.301,0.448
0.287,0.449,0.0,0.292,0.461
0.285,0.45,0.0,0.287,0.449
0.292,0.444,0.0,0.285,0.45
0.297,0.432,0.0,0.292,0.444
0.314,0.433,0.0,0.297,0.432
0.306,0.423,0.0,0.314,0.433
0.301,0.413,0.0,0.306,0.423
0.287,0.409,0.0,0.301,0.413
0.276,0.421,0.0,0.287,0.409
0.274,0.398,0.0,0.276,0.421
0.275,0.399,0.0,0.274,0.398
0.264,0.409,0.0,0.275,0.399
0.258,0.397,0.0,0.264,0.409
0.259,0.397,0.0,0.258,0.397
0.258,0.407,0.0,0.259,0.397
0.26,0.412,0.0,0.258,0.407
0.26,0.416,0.0,0.26,0.412
0.26,0.412,0.0,0.26,0.416
0.27,0.389,0.0,0.26,0.412
0.264,0.399,0.0,0.27,0.389
0.26,0.42,0.0,0.264,0.399
0.26,0.423,0.0,0.26,0.42
0.258,0.428,0.0,0.26,0.423
0.276,0.437,0.0,0.258,0.428
0.285,0.442,0.0,0.276,0.437
0.284,0.435,0.0,0.285,0.442
0.292,0.437,0.0,0.284,0.435
0.29,0.436,0.0,0.292,0.437
0.276,0.46,0.0,0.29,0.436
0.28,0.459,0.0,0.276,0.46
0.295,0.456,0.0,0.28,0.459
0.289,0.448,0.0,0.295,0.456
0.29,0.446,0.0,0.289,0.448
0.28,0.439,0.0,0.29,0.446
0.288,0.429,0.0,0.28,0.439
0.282,0.428,0.0,0.288,0.429
0.288,0.431,0.0,0.282,0.428
0.282,0.43,0.0,0.288,0.431
0.272,0.419,0.0,0.282,0.43
0.273,0.422,0.0,0.272,0.419
0.281,0.418,0.0,0.273,0.422
0.279,0.427,0.0,0.281,0.418
0.279,0.422,0.0,0.279,0.427
0.28,0.427,0.0,0.279,0.422
0.282,0.431,0.0,0.28,0.427
0.279,0.44,0.0,0.282,0.431
0.275,0.435,0.0,0.279,0.44
0.269,0.444,0.0,0.275,0.435
0.268,0.457,0.0,0.269,0.444
0.268,0.469,0.0,0.268,0.457
0.27,0.458,0.0,0.268,0.469
0.262,0.456,0.0,0.27,0.458
0.266,0.448,0.0,0.262,0.456
0.271,0.46,0.0,0.266,0.448
0.272,0.465,0.0,0.271,0.46
0.271,0.459,0.0,0.272,0.465
0.274,0.464,0.0,0.271,0.459
0.294,0.451,0.0,0.274,0.464
0.292,0.428,0.0,0.294,0.451
0.286,0.427,0.0,0.292,0.428
0.282,0.429,0.0,0.286,0.427
0.281,0.435,0.0,0.282,0.429
0.274,0.453,0.0,0.281,0.435
0.287,0.451,0.0,0.274,0.453
0.285,0.449,0.0,0.287,0.451
0.286,0.445,0.0,0.285,0.449
0.28,0.434,0.0,0.286,0.445
0.291,0.429,0.0,0.28,0.434
0.288,0.445,0.0,0.291,0.429
0.285,0.438,0.0,0.288,0.445
0.291,0.444,0.0,0.285,0.438
0.283,0.433,0.0,0.291,0.444
0.288,0.412,0.0,0.283,0.433
0.28,0.422,0.0,0.288,0.412
0.278,0.417,0.0,0.28,0.422
0.27,0.417,0.0,0.278,0.417
0.263,0.427,0.0,0.27,0.417
0.26,0.438,0.0,0.263,0.427
0.277,0.44,0.0,0.26,0.438
0.271,0.457,0.0,0.277,0.44
0.272,0.439,0.0,0.271,0.457
0.277,0.459,0.0,0.272,0.439
0.271,0.479,0.0,0.277,0.459
0.271,0.466,0.0,0.271,0.479
0.272,0.472,0.0,0.271,0.466
0.268,0.476,0.0,0.272,0.472
0.275,0.489,0.0,0.268,0.476
0.273,0.487,0.0,0.275,0.489
0.273,0.498,0.0,0.273,0.487
0.278,0.504,0.0,0.273,0.498
0.279,0.507,0.0,0.278,0.504
0.273,0.489,0.0,0.279,0.507
0.277,0.495,0.0,0.273,0.489
0.282,0.486,0.0,0.277,0.495
0.269,0.493,0.0,0.282,0.486
0.271,0.465,0.0,0.269,0.493
0.277,0.453,0.0,0.271,0.465
0.271,0.452,0.0,0.277,0.453
0.274,0.457,0.0,0.271,0.452
0.279,0.438,0.0,0.274,0.457
0.275,0.436,0.0,0.279,0.438
0.285,0.443,0.0,0.275,0.436
0.284,0.433,0.0,0.285,0.443
0.274,0.431,0.0,0.284,0.433
0.286,0.434,0.0,0.274,0.431
0.278,0.443,0.0,0.286,0.434
0.28,0.441,0.0,0.278,0.443
0.265,0.426,0.0,0.28,0.441
0.263,0.413,0.0,0.265,0.426
0.27,0.435,0.0,0.263,0.413
0.276,0.442,0.0,0.27,0.435
0.277,0.431,0.0,0.276,0.442
0.281,0.431,0.0,0.277,0.431
0.27,0.443,0.0,0.281,0.431
0.281,0.447,0.0,0.27,0.443
0.286,0.442,0.0,0.281,0.447
0.287,0.45,0.0,0.286,0.442
0.286,0.46,0.0,0.287,0.45
0.283,0.479,0.0,0.286,0.46
0.283,0.475,0.0,0.283,0.479
0.278,0.474,0.0,0.283,0.475
0.285,0.478,0.0,0.278,0.474
0.288,0.489,0.0,0.285,0.478
0.291,0.489,0.0,0.288,0.489
0.287,0.473,0.0,0.291,0.489
0.286,0.483,0.0,0.287,0.473
0.283,0.482,0.0,0.286,0.483
0.283,0.463,0.0,0.283,0.482
0.283,0.453,0.0,0.283,0.463
0.283,0.446,0.0,0.283,0.453
0.29,0.438,0.0,0.283,0.446
0.28,0.437,0.0,0.29,0.438
0.277,0.425,0.0,0.28,0.437
0.282,0.406,0.0,0.277,0.425
0.275,0.417,0.0,0.282,0.406
0.27,0.415,0.0,0.275,0.417
0.267,0.424,1.0,0.27,0.415
0.266,0.412,1.0,0.267,0.424
0.272,0.43,1.0,0.266,0.412
0.279,0.424,0.0,0.272,0.43
0.277,0.428,1.0,0.279,0.424
0.273,0.432,0.0,0.277,0.428
0.276,0.434,0.0,0.273,0.432
0.28,0.441,1.0,0.276,0.434
0.277,0.443,1.0,0.28,0.441
0.273,0.436,1.0,0.277,0.443
0.276,0.422,1.0,0.273,0.436
0.276,0.426,1.0,0.276,0.422
0.269,0.414,1.0,0.276,0.426
0.272,0.409,1.0,0.269,0.414
0.272,0.394,0.0,0.272,0.409
0.271,0.404,0.0,0.272,0.394
0.281,0.395,0.0,0.271,0.404
0.279,0.404,0.0,0.281,0.395
0.276,0.385,0.0,0.279,0.404
0.276,0.396,0.0,0.276,0.385
0.271,0.424,0.0,0.276,0.396
0.278,0.429,0.0,0.271,0.424
0.275,0.435,0.0,0.278,0.429
0.274,0.43,0.0,0.275,0.435
0.284,0.442,0.0,0.274,0.43
0.279,0.444,0.0,0.284,0.442
0.281,0.448,0.0,0.279,0.444
0.289,0.443,0.0,0.281,0.448
0.28,0.441,0.0,0.289,0.443
0.271,0.452,0.0,0.28,0.441
0.277,0.429,0.0,0.271,0.452
0.274,0.435,0.0,0.277,0.429
0.282,0.437,0.0,0.274,0.435
0.266,0.448,0.0,0.282,0.437
0.267,0.445,0.0,0.266,0.448
0.269,0.433,0.0,0.267,0.445
0.27,0.432,0.0,0.269,0.433
0.266,0.419,0.0,0.27,0.432
0.278,0.426,0.0,0.266,0.419
0.273,0.438,0.0,0.278,0.426
0.278,0.429,0.0,0.273,0.438
0.281,0.416,0.0,0.278,0.429
0.277,0.405,1.0,0.281,0.416
0.273,0.421,0.0,0.277,0.405
0.265,0.424,0.0,0.273,0.421
0.268,0.426,0.0,0.265,0.424
0.271,0.424,0.0,0.268,0.426
0.275,0.427,0.0,0.271,0.424
0.275,0.447,0.0,0.275,0.427
0.276,0.434,0.0,0.275,0.447
0.283,0.44,0.0,0.276,0.434
0.284,0.451,0.0,0.283,0.44
0.271,0.469,0.0,0.284,0.451
0.27,0.452,0.0,0.271,0.469
0.273,0.456,0.0,0.27,0.452
0.269,0.457,0.0,0.273,0.456
0.27,0.468,0.0,0.269,0.457
0.269,0.464,0.0,0.27,0.468
0.264,0.463,0.0,0.269,0.464
0.272,0.452,0.0,0.264,0.463
0.267,0.439,0.0,0.272,0.452
0.263,0.442,0.0,0.267,0.439
0.266,0.433,0.0,0.263,0.442
0.266,0.429,0.0,0.266,0.433
0.272,0.423,0.0,0.266,0.429
0.283,0.423,0.0,0.272,0.423
0.281,0.416,0.0,0.283,0.423
0.274,0.404,0.0,0.281,0.416
0.276,0.438,0.0,0.274,0.404
0.276,0.448,0.0,0.276,0.438
0.268,0.452,0.0,0.276,0.448
0.27,0.457,0.0,0.268,0.452
0.283,0.466,0.0,0.27,0.457
0.292,0.462,0.0,0.283,0.466
0.287,0.464,0.0,0.292,0.462
0.272,0.457,0.0,0.287,0.464
0.27,0.463,0.0,0.272,0.457
0.275,0.471,0.0,0.27,0.463
0.272,0.444,0.0,0.275,0.471
0.274,0.432,0.0,0.272,0.444
0.285,0.432,0.0,0.274,0.432
0.285,0.437,0.0,0.285,0.432
0.273,0.43,0.0,0.285,0.437
0.268,0.458,0.0,0.273,0.43
0.275,0.468,0.0,0.268,0.458
0.276,0.464,0.0,0.275,0.468
0.277,0.462,0.0,0.276,0.464
0.275,0.468,0.0,0.277,0.462
0.28,0.462,0.0,0.275,0.468
0.275,0.458,0.0,0.28,0.462
0.275,0.462,0.0,0.275,0.458
0.276,0.465,0.0,0.275,0.462
0.274,0.457,0.0,0.276,0.465
0.278,0.433,0.0,0.274,0.457
0.282,0.426,0.0,0.278,0.433
0.276,0.427,0.0,0.282,0.426
0.283,0.426,0.0,0.276,0.427
0.281,0.435,0.0,0.283,0.426
0.29,0.435,0.0,0.281,0.435
0.288,0.438,0.0,0.29,0.435
0.289,0.436,0.0,0.288,0.438
0.291,0.436,0.0,0.289,0.436
0.283,0.445,0.0,0.291,0.436
0.285,0.431,0.0,0.283,0.445
0.283,0.431,0.0,0.285,0.431
0.294,0.439,0.0,0.283,0.431
0.283,0.441,0.0,0.294,0.439
0.286,0.434,0.0,0.283,0.441
0.287,0.414,0.0,0.286,0.434
0.295,0.424,0.0,0.287,0.414
0.284,0.413,0.0,0.295,0.424
0.28,0.414,0.0,0.284,0.413
0.288,0.399,0.0,0.28,0.414
0.279,0.399,0.0,0.288,0.399
0.28,0.399,0.0,0.279,0.399
0.281,0.407,0.0,0.28,0.399
0.28,0.402,0.0,0.281,0.407
0.282,0.408,0.0,0.28,0.402
0.281,0.419,0.0,0.282,0.408
0.281,0.418,1.0,0.281,0.419
0.275,0.421,0.0,0.281,0.418
0.289,0.423,0.0,0.275,0.421
0.282,0.444,0.0,0.289,0.423
0.305,0.452,1.0,0.282,0.444
0.3,0.46,0.0,0.305,0.452
0.3,0.459,0.0,0.3,0.46
0.304,0.444,1.0,0.3,0.459
0.305,0.446,0.0,0.304,0.444
0.311,0.45,1.0,0.305,0.446
0.296,0.435,1.0,0.311,0.45
0.293,0.434,1.0,0.296,0.435
0.296,0.428,0.0,0.293,0.434
0.3,0.423,1.0,0.296,0.428
0.282,0.401,0.0,0.3,0.423
0.288,0.385,0.0,0.282,0.401
0.295,0.395,0.0,0.288,0.385
0.286,0.389,0.0,0.295,0.395
0.281,0.388,0.0,0.286,0.389
0.282,0.383,0.0,0.281,0.388
0.285,0.386,0.0,0.282,0.383
0.278,0.383,0.0,0.285,0.386
0.29,0.385,1.0,0.278,0.383
0.286,0.396,0.0,0.29,0.385
0.283,0.407,0.0,0.286,0.396
0.284,0.411,0.0,0.283,0.407
0.292,0.408,0.0,0.284,0.411
0.287,0.416,0.0,0.292,0.408
0.286,0.413,0.0,0.287,0.416
0.282,0.419,0.0,0.286,0.413
0.278,0.432,0.0,0.282,0.419
0.285,0.451,0.0,0.278,0.432
0.288,0.451,0.0,0.285,0.451
