90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.384,0.517,0.0,0.385,0.51
0.387,0.516,0.0,0.384,0.517
0.391,0.494,0.0,0.387,0.516
0.388,0.493,0.0,0.391,0.494
0.376,0.498,0.0,0.388,0.493
0.371,0.51,0.0,0.376,0.498
0.373,0.508,0.0,0.371,0.51
0.362,0.506,0.0,0.373,0.508
0.365,0.509,0.0,0.362,0.506
0.371,0.514,0.0,0.365,0.509
0.358,0.512,0.0,0.371,0.514
0.37,0.493,0.0,0.358,0.512
0.376,0.508,0.0,0.37,0.493
0.373,0.501,0.0,0.376,0.508
0.383,0.505,0.0,0.373,0.501
0.376,0.508,0.0,0.383,0.505
0.369,0.498,0.0,0.376,0.508
0.369,0.496,0.0,0.369,0.498
0.385,0.497,0.0,0.369,0.496
0.401,0.511,0.0,0.385,0.497
0.397,0.508,0.0,0.401,0.511
0.378,0.513,0.0,0.397,0.508
0.373,0.517,0.0,0.378,0.513
0.375,0.517,0.0,0.373,0.517
0.382,0.512,0.0,0.375,0.517
0.379,0.512,0.0,0.382,0.512
0.381,0.531,0.0,0.379,0.512
0.377,0.513,0.0,0.381,0.531
0.382,0.501,0.0,0.377,0.513
0.39,0.51,0.0,0.382,0.501
0.387,0.519,0.0,0.39,0.51
0.386,0.517,0.0,0.387,0.519
0.402,0.52,0.0,0.386,0.517
0.391,0.517,0.0,0.402,0.52
0.384,0.504,0.0,0.391,0.517
0.38,0.521,0.0,0.384,0.504
0.376,0.507,0.0,0.38,0.521
0.391,0.508,0.0,0.376,0.507
0.393,0.513,0.0,0.391,0.508
0.401,0.514,0.0,0.393,0.513
0.414,0.511,0.0,0.401,0.514
0.413,0.507,0.0,0.414,0.511
0.416,0.511,0.0,0.413,0.507
0.394,0.506,0.0,0.416,0.511
0.39,0.498,0.0,0.394,0.506
0.392,0.501,0.0,0.39,0.498
0.398,0.496,0.0,0.392,0.501
0.382,0.493,0.0,0.398,0.496
0.372,0.517,0.0,0.382,0.493
0.373,0.509,0.0,0.372,0.517
0.389,0.515,0.0,0.373,0.509
0.387,0.538,0.0,0.389,0.515
0.385,0.525,0.0,0.387,0.538
0.375,0.516,0.0,0.385,0.525
0.374,0.519,0.0,0.375,0.516
0.37,0.502,0.0,0.374,0.519
0.382,0.504,0.0,0.37,0.502
0.387,0.515,0.0,0.382,0.504
0.414,0.506,0.0,0.387,0.515
0.398,0.5,0.0,0.414,0.506
0.394,0.514,0.0,0.398,0.5
0.401,0.512,0.0,0.394,0.514
0.389,0.513,0.0,0.401,0.512
0.397,0.506,0.0,0.389,0.513
0.404,0.507,0.0,0.397,0.506
0.402,0.514,0.0,0.404,0.507
0.384,0.512,0.0,0.402,0.514
0.394,0.51,0.0,0.384,0.512
0.391,0.514,0.0,0.394,0.51
0.388,0.517,0.0,0.391,0.514
0.395,0.527,0.0,0.388,0.517
0.395,0.526,0.0,0.395,0.527
0.405,0.529,0.0,0.395,0.526
0.4,0.519,0.0,0.405,0.529
0.394,0.527,0.0,0.4,0.519
0.393,0.503,0.0,0.394,0.527
0.404,0.513,0.0,0.393,0.503
0.409,0.531,0.0,0.404,0.513
0.399,0.536,0.0,0.409,0.531
0.399,0.532,0.0,0.399,0.536
0.406,0.545,0.0,0.399,0.532
0.406,0.529,0.0,0.406,0.545
0.396,0.53,0.0,0.406,0.529
0.407,0.537,0.0,0.396,0.53
0.41,0.537,0.0,0.407,0.537
0.426,0.535,0.0,0.41,0.537
0.422,0.542,0.0,0.426,0.535
0.406,0.53,0.0,0.422,0.542
0.421,0.555,0.0,0.406,0.53
0.436,0.544,1.0,0.421,0.555
0.439,0.546,0.0,0.436,0.544
0.452,0.54,1.0,0.439,0.546
0.45,0.553,0.0,0.452,0.54
0.446,0.553,1.0,0.45,0.553
0.449,0.551,1.0,0.446,0.553
0.45,0.548,1.0,0.449,0.551
0.461,0.553,1.0,0.45,0.548
0.476,0.554,1.0,0.461,0.553
0.464,0.549,1.0,0.476,0.554
0.478,0.549,1.0,0.464,0.549
0.426,0.557,0.0,0.478,0.549
0.416,0.554,0.0,0.426,0.557
0.419,0.547,0.0,0.416,0.554
0.424,0.534,0.0,0.419,0.547
0.419,0.568,0.0,0.424,0.534
0.417,0.565,0.0,0.419,0.568
0.413,0.571,1.0,0.417,0.565
0.417,0.587,0.0,0.413,0.571
0.417,0.586,0.0,0.417,0.587
0.413,0.576,0.0,0.417,0.586
0.412,0.589,0.0,0.413,0.576
0.424,0.592,0.0,0.412,0.589
0.418,0.581,1.0,0.424,0.592
0.422,0.573,1.0,0.418,0.581
0.427,0.565,1.0,0.422,0.573
0.414,0.549,1.0,0.427,0.565
0.413,0.553,1.0,0.414,0.549
0.41,0.562,1.0,0.413,0.553
0.425,0.565,1.0,0.41,0.562
0.422,0.549,0.0,0.425,0.565
0.421,0.547,1.0,0.422,0.549
0.423,0.554,0.0,0.421,0.547
0.429,0.557,0.0,0.423,0.554
0.427,0.556,0.0,0.429,0.557
0.428,0.561,1.0,0.427,0.556
0.461,0.551,0.0,0.428,0.561
0.46,0.552,1.0,0.461,0.551
0.463,0.558,1.0,0.46,0.552
0.46,0.549,1.0,0.463,0.558
0.446,0.534,0.0,0.46,0.549
0.414,0.542,1.0,0.446,0.534
0.429,0.533,1.0,0.414,0.542
0.442,0.559,1.0,0.429,0.533
0.448,0.551,0.0,0.442,0.559
0.444,0.544,1.0,0.448,0.551
0.446,0.554,1.0,0.444,0.544
0.436,0.559,1.0,0.446,0.554
0.431,0.554,0.0,0.436,0.559
0.431,0.545,0.0,0.431,0.554
0.433,0.561,0.0,0.431,0.545
0.429,0.552,1.0,0.433,0.561
0.429,0.56,0.0,0.429,0.552
0.42,0.539,0.0,0.429,0.56
0.413,0.553,0.0,0.42,0.539
0.417,0.536,1.0,0.413,0.553
0.423,0.546,0.0,0.417,0.536
0.423,0.555,0.0,0.423,0.546
0.404,0.563,0.0,0.423,0.555
0.414,0.564,0.0,0.404,0.563
0.422,0.569,0.0,0.414,0.564
0.422,0.573,0.0,0.422,0.569
0.413,0.554,0.0,0.422,0.573
0.409,0.564,0.0,0.413,0.554
0.412,0.553,0.0,0.409,0.564
0.416,0.559,0.0,0.412,0.553
0.433,0.55,0.0,0.416,0.559
0.43,0.557,0.0,0.433,0.55
0.445,0.555,0.0,0.43,0.557
0.451,0.552,0.0,0.445,0.555
0.46,0.541,0.0,0.451,0.552
0.453,0.541,0.0,0.46,0.541
0.435,0.545,0.0,0.453,0.541
0.435,0.544,0.0,0.435,0.545
0.428,0.549,0.0,0.435,0.544
0.429,0.547,0.0,0.428,0.549
0.424,0.547,0.0,0.429,0.547
0.413,0.557,0.0,0.424,0.547
0.41,0.542,0.0,0.413,0.557
0.416,0.557,0.0,0.41,0.542
0.427,0.568,0.0,0.416,0.557
0.428,0.565,0.0,0.427,0.568
0.428,0.548,0.0,0.428,0.565
0.435,0.548,0.0,0.428,0.548
0.435,0.537,0.0,0.435,0.548
0.436,0.533,0.0,0.435,0.537
0.444,0.55,0.0,0.436,0.533
0.431,0.554,0.0,0.444,0.55
0.435,0.537,0.0,0.431,0.554
0.453,0.541,0.0,0.435,0.537
0.453,0.547,0.0,0.453,0.541
0.441,0.535,0.0,0.453,0.547
0.45,0.55,0.0,0.441,0.535
0.443,0.542,0.0,0.45,0.55
0.432,0.54,0.0,0.443,0.542
0.424,0.544,1.0,0.432,0.54
0.417,0.552,1.0,0.424,0.544
0.411,0.551,0.0,0.417,0.552
0.416,0.55,0.0,0.411,0.551
0.422,0.542,0.0,0.416,0.55
0.413,0.565,0.0,0.422,0.542
0.422,0.568,0.0,0.413,0.565
0.417,0.556,0.0,0.422,0.568
0.422,0.566,0.0,0.417,0.556
0.421,0.567,0.0,0.422,0.566
0.427,0.582,0.0,0.421,0.567
0.434,0.56,0.0,0.427,0.582
0.434,0.56,0.0,0.434,0.56
0.432,0.55,1.0,0.434,0.56
0.416,0.557,0.0,0.432,0.55
0.418,0.545,1.0,0.416,0.557
0.424,0.552,1.0,0.418,0.545
0.427,0.543,1.0,0.424,0.552
0.412,0.553,1.0,0.427,0.543
0.41,0.559,0.0,0.412,0.553
0.412,0.528,0.0,0.41,0.559
0.409,0.541,0.0,0.412,0.528
0.409,0.536,0.0,0.409,0.541
0.403,0.528,0.0,0.409,0.536
0.409,0.551,0.0,0.403,0.528
0.417,0.591,0.0,0.409,0.551
0.415,0.597,0.0,0.417,0.591
0.424,0.595,0.0,0.415,0.597
0.417,0.577,0.0,0.424,0.595
0.415,0.595,0.0,0.417,0.577
0.431,0.578,0.0,0.415,0.595
0.422,0.556,0.0,0.431,0.578
0.428,0.579,0.0,0.422,0.556
0.419,0.568,0.0,0.428,0.579
0.419,0.558,0.0,0.419,0.568
0.425,0.557,0.0,0.419,0.558
0.4,0.552,0.0,0.425,0.557
0.396,0.552,1.0,0.4,0.552
0.397,0.556,0.0,0.396,0.552
0.407,0.552,1.0,0.397,0.556
0.413,0.555,1.0,0.407,0.552
0.411,0.556,1.0,0.413,0.555
0.423,0.562,1.0,0.411,0.556
0.416,0.568,0.0,0.423,0.562
0.417,0.579,0.0,0.416,0.568
0.425,0.584,0.0,0.417,0.579
0.42,0.587,0.0,0.425,0.584
0.419,0.567,0.0,0.42,0.587
0.427,0.572,0.0,0.419,0.567
0.427,0.569,1.0,0.427,0.572
0.431,0.567,1.0,0.427,0.569
0.431,0.562,0.0,0.431,0.567
0.432,0.555,0.0,0.431,0.562
0.437,0.544,0.0,0.432,0.555
0.439,0.549,0.0,0.437,0.544
0.431,0.551,0.0,0.439,0.549
0.421,0.543,1.0,0.431,0.551
0.427,0.539,1.0,0.421,0.543
0.418,0.543,1.0,0.427,0.539
0.421,0.538,1.0,0.418,0.543
0.422,0.532,1.0,0.421,0.538
0.414,0.537,1.0,0.422,0.532
0.412,0.545,0.0,0.414,0.537
0.416,0.551,1.0,0.412,0.545
0.422,0.549,0.0,0.416,0.551
0.421,0.565,0.0,0.422,0.549
0.428,0.577,0.0,0.421,0.565
0.421,0.572,0.0,0.428,0.577
0.431,0.579,0.0,0.421,0.572
0.42,0.578,1.0,0.431,0.579
0.417,0.559,1.0,0.42,0.578
0.408,0.556,1.0,0.417,0.559
0.406,0.555,1.0,0.408,0.556
0.401,0.57,2.0,0.406,0.555
0.398,0.555,1.0,0.401,0.57
0.401,0.549,1.0,0.398,0.555
0.403,0.552,1.0,0.401,0.549
0.415,0.584,0.0,0.403,0.552
0.421,0.555,0.0,0.415,0.584
0.428,0.562,0.0,0.421,0.555
0.427,0.58,0.0,0.428,0.562
0.407,0.577,0.0,0.427,0.58
0.403,0.571,1.0,0.407,0.577
0.411,0.574,1.0,0.403,0.571
0.413,0.576,1.0,0.411,0.574
0.421,0.56,0.0,0.413,0.576
0.419,0.573,0.0,0.421,0.56
0.418,0.564,0.0,0.419,0.573
0.412,0.538,0.0,0.418,0.564
0.412,0.547,0.0,0.412,0.538
0.411,0.564,0.0,0.412,0.547
0.408,0.554,0.0,0.411,0.564
0.412,0.554,0.0,0.408,0.554
0.414,0.542,0.0,0.412,0.554
0.42,0.545,0.0,0.414,0.542
0.424,0.56,0.0,0.42,0.545
0.418,0.561,0.0,0.424,0.56
0.418,0.565,0.0,0.418,0.561
0.418,0.559,0.0,0.418,0.565
0.423,0.563,0.0,0.418,0.559
0.44,0.555,1.0,0.423,0.563
0.447,0.562,1.0,0.44,0.555
0.442,0.556,1.0,0.447,0.562
0.434,0.561,0.0,0.442,0.556
0.415,0.56,0.0,0.434,0.561
0.413,0.557,0.0,0.415,0.56
0.414,0.567,0.0,0.413,0.557
0.423,0.574,0.0,0.414,0.567
0.436,0.572,0.0,0.423,0.574
0.436,0.572,0.0,0.436,0.572
0.432,0.566,0.0,0.436,0.572
0.437,0.547,0.0,0.432,0.566
0.438,0.546,0.0,0.437,0.547
0.431,0.547,0.0,0.438,0.546
0.424,0.544,0.0,0.431,0.547
0.432,0.543,0.0,0.424,0.544
0.431,0.542,0.0,0.432,0.543
0.431,0.53,0.0,0.431,0.542
0.426,0.547,0.0,0.431,0.53
0.413,0.539,0.0,0.426,0.547
0.422,0.543,0.0,0.413,0.539
0.412,0.555,0.0,0.422,0.543
0.407,0.581,0.0,0.412,0.555
0.411,0.555,0.0,0.407,0.581
0.41,0.554,0.0,0.411,0.555
0.406,0.551,0.0,0.41,0.554
0.4,0.554,0.0,0.406,0.551
0.401,0.553,0.0,0.4,0.554
0.412,0.566,0.0,0.401,0.553
0.421,0.556,0.0,0.412,0.566
0.43,0.558,0.0,0.421,0.556
0.424,0.553,0.0,0.43,0.558
