90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.548,0.698,2.0,0.575,0.715
0.54,0.672,2.0,0.548,0.698
0.552,0.685,2.0,0.54,0.672
0.522,0.664,2.0,0.552,0.685
0.509,0.654,2.0,0.522,0.664
0.474,0.634,2.0,0.509,0.654
0.478,0.624,2.0,0.474,0.634
0.469,0.617,1.0,0.478,0.624
0.452,0.607,2.0,0.469,0.617
0.449,0.603,2.0,0.452,0.607
0.45,0.603,1.0,0.449,0.603
0.454,0.623,1.0,0.45,0.603
0.468,0.625,1.0,0.454,0.623
0.487,0.633,1.0,0.468,0.625
0.487,0.634,1.0,0.487,0.633
0.461,0.618,2.0,0.487,0.634
0.466,0.628,1.0,0.461,0.618
0.465,0.597,1.0,0.466,0.628
0.462,0.58,1.0,0.465,0.597
0.48,0.598,1.0,0.462,0.58
0.478,0.593,1.0,0.48,0.598
0.469,0.583,1.0,0.478,0.593
0.459,0.583,1.0,0.469,0.583
0.475,0.588,1.0,0.459,0.583
0.486,0.575,1.0,0.475,0.588
0.476,0.573,1.0,0.486,0.575
0.471,0.568,1.0,0.476,0.573
0.483,0.588,1.0,0.471,0.568
0.446,0.588,1.0,0.483,0.588
0.449,0.58,1.0,0.446,0.588
0.452,0.572,1.0,0.449,0.58
0.46,0.57,0.0,0.452,0.572
0.445,0.575,1.0,0.46,0.57
0.434,0.579,1.0,0.445,0.575
0.441,0.595,1.0,0.434,0.579
0.447,0.6,1.0,0.441,0.595
0.447,0.599,0.0,0.447,0.6
0.437,0.58,0.0,0.447,0.599
0.441,0.574,1.0,0.437,0.58
0.465,0.575,0.0,0.441,0.574
0.458,0.574,1.0,0.465,0.575
0.444,0.592,1.0,0.458,0.574
0.431,0.595,1.0,0.444,0.592
0.438,0.581,1.0,0.431,0.595
0.451,0.576,1.0,0.438,0.581
0.445,0.57,0.0,0.451,0.576
0.439,0.58,1.0,0.445,0.57
0.432,0.582,0.0,0.439,0.58
0.438,0.586,0.0,0.432,0.582
0.436,0.584,1.0,0.438,0.586
0.438,0.589,1.0,0.436,0.584
0.433,0.596,0.0,0.438,0.589
0.434,0.587,0.0,0.433,0.596
0.43,0.599,0.0,0.434,0.587
0.421,0.601,1.0,0.43,0.599
0.417,0.608,1.0,0.421,0.601
0.42,0.599,1.0,0.417,0.608
0.423,0.604,1.0,0.42,0.599
0.449,0.585,1.0,0.423,0.604
0.444,0.601,1.0,0.449,0.585
0.433,0.585,1.0,0.444,0.601
0.432,0.58,1.0,0.433,0.585
0.431,0.594,1.0,0.432,0.58
0.432,0.588,1.0,0.431,0.594
0.431,0.588,1.0,0.432,0.588
0.427,0.592,1.0,0.431,0.588
0.434,0.608,1.0,0.427,0.592
0.423,0.601,2.0,0.434,0.608
0.434,0.594,1.0,0.423,0.601
0.434,0.579,1.0,0.434,0.594
0.417,0.57,1.0,0.434,0.579
0.419,0.561,1.0,0.417,0.57
0.418,0.564,1.0,0.419,0.561
0.425,0.585,0.0,0.418,0.564
0.397,0.572,0.0,0.425,0.585
0.406,0.554,0.0,0.397,0.572
0.402,0.545,0.0,0.406,0.554
0.411,0.554,0.0,0.402,0.545
0.404,0.549,0.0,0.411,0.554
0.405,0.546,0.0,0.404,0.549
0.401,0.536,0.0,0.405,0.546
0.4,0.541,0.0,0.401,0.536
0.395,0.533,0.0,0.4,0.541
0.402,0.547,0.0,0.395,0.533
0.414,0.533,0.0,0.402,0.547
0.413,0.537,0.0,0.414,0.533
0.408,0.563,0.0,0.413,0.537
0.418,0.54,0.0,0.408,0.563
0.406,0.566,0.0,0.418,0.54
0.422,0.558,1.0,0.406,0.566
0.422,0.542,0.0,0.422,0.558
0.414,0.537,0.0,0.422,0.542
0.406,0.53,0.0,0.414,0.537
0.399,0.519,1.0,0.406,0.53
0.398,0.518,1.0,0.399,0.519
0.383,0.514,1.0,0.398,0.518
0.373,0.51,0.0,0.383,0.514
0.374,0.515,0.0,0.373,0.51
0.366,0.534,0.0,0.374,0.515
0.368,0.519,0.0,0.366,0.534
0.381,0.52,0.0,0.368,0.519
0.391,0.509,0.0,0.381,0.52
0.388,0.518,1.0,0.391,0.509
0.394,0.533,1.0,0.388,0.518
0.397,0.535,1.0,0.394,0.533
0.402,0.547,0.0,0.397,0.535
0.409,0.555,0.0,0.402,0.547
0.416,0.553,0.0,0.409,0.555
0.424,0.58,0.0,0.416,0.553
0.419,0.551,0.0,0.424,0.58
0.429,0.552,1.0,0.419,0.551
0.446,0.554,1.0,0.429,0.552
0.438,0.566,1.0,0.446,0.554
0.436,0.569,1.0,0.438,0.566
0.453,0.567,1.0,0.436,0.569
0.457,0.575,1.0,0.453,0.567
0.465,0.575,1.0,0.457,0.575
0.468,0.586,1.0,0.465,0.575
0.471,0.582,1.0,0.468,0.586
0.486,0.582,1.0,0.471,0.582
0.481,0.577,1.0,0.486,0.582
0.456,0.555,0.0,0.481,0.577
0.454,0.543,0.0,0.456,0.555
0.431,0.534,0.0,0.454,0.543
0.413,0.513,0.0,0.431,0.534
0.397,0.51,0.0,0.413,0.513
0.393,0.497,0.0,0.397,0.51
0.392,0.491,0.0,0.393,0.497
0.383,0.489,0.0,0.392,0.491
0.393,0.493,0.0,0.383,0.489
0.394,0.488,0.0,0.393,0.493
0.398,0.492,0.0,0.394,0.488
0.382,0.498,0.0,0.398,0.492
0.375,0.493,0.0,0.382,0.498
0.369,0.497,0.0,0.375,0.493
0.367,0.504,0.0,0.369,0.497
0.379,0.504,0.0,0.367,0.504
0.397,0.486,0.0,0.379,0.504
0.388,0.482,0.0,0.397,0.486
0.368,0.481,0.0,0.388,0.482
0.362,0.512,0.0,0.368,0.481
0.37,0.502,0.0,0.362,0.512
0.374,0.525,0.0,0.37,0.502
0.38,0.531,0.0,0.374,0.525
0.394,0.534,0.0,0.38,0.531
0.434,0.554,0.0,0.394,0.534
0.449,0.56,0.0,0.434,0.554
0.454,0.589,1.0,0.449,0.56
0.455,0.587,1.0,0.454,0.589
0.448,0.574,1.0,0.455,0.587
0.445,0.573,1.0,0.448,0.574
0.44,0.57,1.0,0.445,0.573
0.438,0.578,1.0,0.44,0.57
0.433,0.571,1.0,0.438,0.578
0.42,0.562,0.0,0.433,0.571
0.393,0.536,0.0,0.42,0.562
0.389,0.527,0.0,0.393,0.536
0.384,0.513,0.0,0.389,0.527
0.368,0.516,0.0,0.384,0.513
0.376,0.504,0.0,0.368,0.516
0.377,0.502,0.0,0.376,0.504
0.375,0.493,0.0,0.377,0.502
0.378,0.498,0.0,0.375,0.493
0.364,0.507,0.0,0.378,0.498
0.37,0.497,0.0,0.364,0.507
0.369,0.506,0.0,0.37,0.497
0.372,0.5,0.0,0.369,0.506
0.379,0.498,0.0,0.372,0.5
0.389,0.513,0.0,0.379,0.498
0.384,0.509,0.0,0.389,0.513
0.387,0.518,0.0,0.384,0.509
0.379,0.507,0.0,0.387,0.518
0.379,0.505,0.0,0.379,0.507
0.372,0.521,0.0,0.379,0.505
0.369,0.512,0.0,0.372,0.521
0.371,0.508,0.0,0.369,0.512
0.383,0.509,0.0,0.371,0.508
0.375,0.518,0.0,0.383,0.509
0.37,0.505,0.0,0.375,0.518
0.363,0.507,0.0,0.37,0.505
0.366,0.5,0.0,0.363,0.507
0.368,0.501,0.0,0.366,0.5
0.378,0.495,0.0,0.368,0.501
0.368,0.483,0.0,0.378,0.495
0.365,0.49,0.0,0.368,0.483
0.371,0.483,0.0,0.365,0.49
0.372,0.486,0.0,0.371,0.483
0.371,0.488,0.0,0.372,0.486
0.37,0.487,0.0,0.371,0.488
0.377,0.499,0.0,0.37,0.487
0.376,0.488,0.0,0.377,0.499
0.384,0.506,0.0,0.376,0.488
0.396,0.496,0.0,0.384,0.506
0.396,0.509,0.0,0.396,0.496
0.394,0.517,0.0,0.396,0.509
0.401,0.531,0.0,0.394,0.517
0.398,0.537,0.0,0.401,0.531
0.4,0.552,0.0,0.398,0.537
0.404,0.564,0.0,0.4,0.552
0.41,0.567,0.0,0.404,0.564
0.406,0.557,0.0,0.41,0.567
0.402,0.556,0.0,0.406,0.557
0.386,0.538,0.0,0.402,0.556
0.382,0.52,0.0,0.386,0.538
0.379,0.51,0.0,0.382,0.52
0.364,0.503,0.0,0.379,0.51
0.364,0.525,0.0,0.364,0.503
0.362,0.499,0.0,0.364,0.525
0.362,0.494,0.0,0.362,0.499
0.349,0.499,0.0,0.362,0.494
0.35,0.503,0.0,0.349,0.499
0.355,0.504,0.0,0.35,0.503
0.356,0.503,0.0,0.355,0.504
0.359,0.515,0.0,0.356,0.503
0.359,0.524,0.0,0.359,0.515
0.369,0.514,0.0,0.359,0.524
0.363,0.517,0.0,0.369,0.514
0.376,0.516,0.0,0.363,0.517
0.387,0.515,0.0,0.376,0.516
0.377,0.511,0.0,0.387,0.515
0.381,0.498,0.0,0.377,0.511
0.374,0.506,0.0,0.381,0.498
0.376,0.496,0.0,0.374,0.506
0.382,0.5,0.0,0.376,0.496
0.385,0.508,0.0,0.382,0.5
0.4,0.5,0.0,0.385,0.508
0.393,0.517,0.0,0.4,0.5
0.393,0.529,0.0,0.393,0.517
0.395,0.546,0.0,0.393,0.529
0.389,0.546,0.0,0.395,0.546
0.388,0.538,0.0,0.389,0.546
0.392,0.543,0.0,0.388,0.538
0.396,0.548,0.0,0.392,0.543
0.402,0.538,0.0,0.396,0.548
0.418,0.541,0.0,0.402,0.538
0.426,0.525,0.0,0.418,0.541
0.43,0.517,0.0,0.426,0.525
0.42,0.518,0.0,0.43,0.517
0.423,0.529,1.0,0.42,0.518
0.422,0.526,0.0,0.423,0.529
0.414,0.519,0.0,0.422,0.526
0.42,0.505,0.0,0.414,0.519
0.412,0.507,0.0,0.42,0.505
0.411,0.507,0.0,0.412,0.507
0.401,0.528,0.0,0.411,0.507
0.398,0.507,0.0,0.401,0.528
0.401,0.514,0.0,0.398,0.507
0.392,0.514,0.0,0.401,0.514
0.386,0.51,0.0,0.392,0.514
0.371,0.542,0.0,0.386,0.51
0.381,0.521,0.0,0.371,0.542
0.382,0.512,0.0,0.381,0.521
0.382,0.513,0.0,0.382,0.512
0.39,0.51,0.0,0.382,0.513
0.371,0.499,0.0,0.39,0.51
0.378,0.504,0.0,0.371,0.499
0.381,0.51,0.0,0.378,0.504
0.378,0.514,0.0,0.381,0.51
0.365,0.518,0.0,0.378,0.514
0.376,0.536,0.0,0.365,0.518
0.399,0.533,0.0,0.376,0.536
0.399,0.535,0.0,0.399,0.533
0.392,0.523,0.0,0.399,0.535
0.394,0.526,0.0,0.392,0.523
0.408,0.52,0.0,0.394,0.526
0.406,0.52,1.0,0.408,0.52
0.403,0.525,1.0,0.406,0.52
0.412,0.517,1.0,0.403,0.525
0.396,0.535,1.0,0.412,0.517
0.382,0.515,1.0,0.396,0.535
0.378,0.503,1.0,0.382,0.515
0.375,0.484,0.0,0.378,0.503
0.368,0.49,0.0,0.375,0.484
0.368,0.479,0.0,0.368,0.49
0.367,0.488,0.0,0.368,0.479
0.369,0.486,0.0,0.367,0.488
0.371,0.48,0.0,0.369,0.486
0.366,0.482,0.0,0.371,0.48
0.364,0.499,0.0,0.366,0.482
0.362,0.494,0.0,0.364,0.499
0.372,0.511,0.0,0.362,0.494
0.377,0.534,0.0,0.372,0.511
0.374,0.513,0.0,0.377,0.534
0.369,0.521,0.0,0.374,0.513
0.38,0.521,0.0,0.369,0.521
0.392,0.51,0.0,0.38,0.521
0.388,0.499,0.0,0.392,0.51
0.392,0.512,0.0,0.388,0.499
0.387,0.514,0.0,0.392,0.512
0.385,0.507,0.0,0.387,0.514
0.399,0.499,0.0,0.385,0.507
0.398,0.508,0.0,0.399,0.499
0.404,0.512,0.0,0.398,0.508
0.404,0.507,0.0,0.404,0.512
0.394,0.502,0.0,0.404,0.507
0.396,0.502,0.0,0.394,0.502
0.41,0.492,0.0,0.396,0.502
0.404,0.489,0.0,0.41,0.492
0.403,0.49,0.0,0.404,0.489
0.392,0.501,0.0,0.403,0.49
0.385,0.503,0.0,0.392,0.501
0.393,0.504,0.0,0.385,0.503
0.387,0.497,0.0,0.393,0.504
0.373,0.507,0.0,0.387,0.497
0.366,0.519,0.0,0.373,0.507
0.366,0.506,0.0,0.366,0.519
0.365,0.508,0.0,0.366,0.506
0.368,0.504,0.0,0.365,0.508
0.371,0.505,0.0,0.368,0.504
0.383,0.513,0.0,0.371,0.505
0.374,0.488,0.0,0.383,0.513
0.37,0.504,0.0,0.374,0.488
0.372,0.498,0.0,0.37,0.504
0.375,0.496,0.0,0.372,0.498
0.372,0.485,0.0,0.375,0.496
0.38,0.496,0.0,0.372,0.485
0.38,0.496,0.0,0.38,0.496
0.385,0.487,0.0,0.38,0.496
0.382,0.492,0.0,0.385,0.487
0.373,0.493,0.0,0.382,0.492
0.368,0.488,0.0,0.373,0.493
0.368,0.494,0.0,0.368,0.488
0.37,0.497,0.0,0.368,0.494
0.381,0.505,0.0,0.37,0.497
0.383,0.495,0.0,0.381,0.505
0.382,0.486,0.0,0.383,0.495
0.373,0.487,0.0,0.382,0.486
0.375,0.491,0.0,0.373,0.487
0.367,0.501,0.0,0.375,0.491
0.367,0.496,0.0,0.367,0.501
0.384,0.487,0.0,0.367,0.496
0.383,0.484,0.0,0.384,0.487
0.387,0.497,0.0,0.383,0.484
0.386,0.498,0.0,0.387,0.497
0.384,0.498,0.0,0.386,0.498
0.402,0.5,0.0,0.384,0.498
0.385,0.508,0.0,0.402,0.5
0.383,0.511,0.0,0.385,0.508
0.398,0.498,0.0,0.383,0.511
0.376,0.514,0.0,0.398,0.498
0.367,0.506,0.0,0.376,0.514
0.366,0.499,0.0,0.367,0.506
0.349,0.499,0.0,0.366,0.499
0.349,0.502,0.0,0.349,0.499
0.353,0.494,0.0,0.349,0.502
0.365,0.503,0.0,0.353,0.494
0.365,0.499,0.0,0.365,0.503
0.361,0.498,0.0,0.365,0.499
0.367,0.497,0.0,0.361,0.498
0.359,0.507,0.0,0.367,0.497
0.366,0.505,0.0,0.359,0.507
0.369,0.508,0.0,0.366,0.505
0.373,0.508,0.0,0.369,0.508
0.381,0.499,0.0,0.373,0.508
0.388,0.512,0.0,0.381,0.499
0.384,0.498,0.0,0.388,0.512
0.383,0.507,0.0,0.384,0.498
0.374,0.501,0.0,0.383,0.507
0.371,0.513,0.0,0.374,0.501
0.371,0.517,0.0,0.371,0.513
0.369,0.507,0.0,0.371,0.517
0.378,0.502,0.0,0.369,0.507
0.37,0.505,0.0,0.378,0.502
0.372,0.488,0.0,0.37,0.505
0.368,0.484,0.0,0.372,0.488
0.359,0.501,0.0,0.368,0.484
0.364,0.512,0.0,0.359,0.501
0.351,0.515,0.0,0.364,0.512
0.356,0.499,0.0,0.351,0.515
0.358,0.506,0.0,0.356,0.499
0.358,0.503,0.0,0.358,0.506
0.358,0.512,0.0,0.358,0.503
0.361,0.512,0.0,0.358,0.512
0.378,0.495,0.0,0.361,0.512
0.377,0.499,0.0,0.378,0.495
0.373,0.501,0.0,0.377,0.499
0.373,0.497,0.0,0.373,0.501
0.382,0.5,0.0,0.373,0.497
0.382,0.509,0.0,0.382,0.5
0.388,0.494,0.0,0.382,0.509
0.368,0.507,0.0,0.388,0.494
0.384,0.523,0.0,0.368,0.507
0.374,0.539,0.0,0.384,0.523
0.38,0.53,0.0,0.374,0.539
0.378,0.513,0.0,0.38,0.53
0.374,0.536,0.0,0.378,0.513
0.391,0.537,0.0,0.374,0.536
0.393,0.543,0.0,0.391,0.537
0.4,0.526,0.0,0.393,0.543
0.397,0.529,0.0,0.4,0.526
0.386,0.52,0.0,0.397,0.529
0.404,0.506,0.0,0.386,0.52
0.384,0.493,0.0,0.404,0.506
0.383,0.503,0.0,0.384,0.493
0.376,0.512,0.0,0.383,0.503
0.382,0.507,0.0,0.376,0.512
0.391,0.511,0.0,0.382,0.507
0.383,0.529,0.0,0.391,0.511
0.374,0.518,0.0,0.383,0.529
0.382,0.509,0.0,0.374,0.518
0.384,0.515,0.0,0.382,0.509
0.372,0.524,0.0,0.384,0.515
0.373,0.534,0.0,0.372,0.524
0.369,0.561,0.0,0.373,0.534
0.372,0.542,0.0,0.369,0.561
0.366,0.541,0.0,0.372,0.542
0.361,0.528,0.0,0.366,0.541
0.369,0.502,0.0,0.361,0.528
0.364,0.5,0.0,0.369,0.502
0.374,0.508,0.0,0.364,0.5
0.362,0.498,0.0,0.374,0.508
0.361,0.501,0.0,0.362,0.498
0.365,0.513,0.0,0.361,0.501
0.386,0.518,0.0,0.365,0.513
0.38,0.509,1.0,0.386,0.518
0.386,0.49,0.0,0.38,0.509
0.384,0.492,0.0,0.386,0.49
0.38,0.502,0.0,0.384,0.492
0.375,0.502,0.0,0.38,0.502
0.375,0.506,0.0,0.375,0.502
0.375,0.518,0.0,0.375,0.506
0.381,0.513,0.0,0.375,0.518
0.389,0.5,0.0,0.381,0.513
0.389,0.511,0.0,0.389,0.5
0.396,0.516,0.0,0.389,0.511
0.394,0.519,0.0,0.396,0.516
0.409,0.56,0.0,0.394,0.519
0.409,0.56,0.0,0.409,0.56
0.406,0.545,0.0,0.409,0.56
0.408,0.528,0.0,0.406,0.545
0.41,0.534,0.0,0.408,0.528
0.418,0.534,0.0,0.41,0.534
0.428,0.519,0.0,0.418,0.534
0.422,0.526,0.0,0.428,0.519
0.419,0.512,0.0,0.422,0.526
0.412,0.518,0.0,0.419,0.512
0.368,0.487,0.0,0.412,0.518
0.372,0.496,0.0,0.368,0.487
0.374,0.494,0.0,0.372,0.496
0.367,0.509,0.0,0.374,0.494
0.38,0.505,0.0,0.367,0.509
0.373,0.502,0.0,0.38,0.505
0.376,0.515,0.0,0.373,0.502
0.382,0.493,0.0,0.376,0.515
0.375,0.489,0.0,0.382,0.493
0.383,0.492,0.0,0.375,0.489
0.38,0.502,0.0,0.383,0.492
0.388,0.494,0.0,0.38,0.502
0.388,0.5,0.0,0.388,0.494
0.383,0.5,0.0,0.388,0.5
0.381,0.5,0.0,0.383,0.5
0.376,0.497,0.0,0.381,0.5
0.384,0.5,0.0,0.376,0.497
0.383,0.492,0.0,0.384,0.5
0.385,0.504,0.0,0.383,0.492
0.38,0.493,0.0,0.385,0.504
0.367,0.495,0.0,0.38,0.493
0.367,0.5,0.0,0.367,0.495
0.364,0.502,0.0,0.367,0.5
0.372,0.506,0.0,0.364,0.502
0.369,0.495,0.0,0.372,0.506
0.381,0.487,0.0,0.369,0.495
0.387,0.495,0.0,0.381,0.487
0.389,0.506,0.0,0.387,0.495
0.389,0.492,0.0,0.389,0.506
0.408,0.491,0.0,0.389,0.492
0.391,0.5,0.0,0.408,0.491
0.374,0.498,0.0,0.391,0.5
0.377,0.49,0.0,0.374,0.498
0.375,0.488,0.0,0.377,0.49
0.378,0.484,0.0,0.375,0.488
0.367,0.483,0.0,0.378,0.484
0.371,0.501,0.0,0.367,0.483
0.363,0.489,0.0,0.371,0.501
0.364,0.501,0.0,0.363,0.489
0.36,0.492,0.0,0.364,0.501
0.366,0.498,0.0,0.36,0.492
0.363,0.506,0.0,0.366,0.498
0.358,0.495,0.0,0.363,0.506
0.362,0.492,0.0,0.358,0.495
0.363,0.494,0.0,0.362,0.492
0.363,0.485,0.0,0.363,0.494
0.357,0.495,0.0,0.363,0.485
0.373,0.491,0.0,0.357,0.495
0.36,0.502,0.0,0.373,0.491
0.357,0.494,0.0,0.36,0.502
0.358,0.502,0.0,0.357,0.494
0.358,0.496,0.0,0.358,0.502
0.358,0.498,0.0,0.358,0.496
0.388,0.512,0.0,0.358,0.498
0.385,0.534,0.0,0.388,0.512
0.376,0.52,0.0,0.385,0.534
0.371,0.511,0.0,0.376,0.52
0.374,0.508,0.0,0.371,0.511
0.369,0.519,0.0,0.374,0.508
0.388,0.512,0.0,0.369,0.519
0.392,0.504,0.0,0.388,0.512
0.39,0.503,0.0,0.392,0.504
0.397,0.526,0.0,0.39,0.503
0.415,0.537,0.0,0.397,0.526
0.418,0.534,0.0,0.415,0.537
0.417,0.539,0.0,0.418,0.534
0.422,0.524,0.0,0.417,0.539
0.406,0.516,0.0,0.422,0.524
0.398,0.499,0.0,0.406,0.516
0.393,0.517,0.0,0.398,0.499
0.395,0.497,0.0,0.393,0.517
0.392,0.505,0.0,0.395,0.497
0.396,0.506,0.0,0.392,0.505
0.398,0.512,0.0,0.396,0.506
0.394,0.507,0.0,0.398,0.512
0.394,0.511,0.0,0.394,0.507
0.391,0.507,0.0,0.394,0.511
0.387,0.494,0.0,0.391,0.507
0.366,0.491,0.0,0.387,0.494
0.363,0.508,0.0,0.366,0.491
0.36,0.493,0.0,0.363,0.508
0.371,0.486,0.0,0.36,0.493
0.376,0.492,0.0,0.371,0.486
0.381,0.494,0.0,0.376,0.492
0.385,0.492,0.0,0.381,0.494
0.395,0.489,0.0,0.385,0.492
0.4,0.491,0.0,0.395,0.489
0.396,0.501,0.0,0.4,0.491
0.396,0.517,0.0,0.396,0.501
0.389,0.493,0.0,0.396,0.517
0.388,0.496,0.0,0.389,0.493
0.379,0.491,0.0,0.388,0.496
0.399,0.492,0.0,0.379,0.491
0.415,0.496,0.0,0.399,0.492
0.404,0.495,0.0,0.415,0.496
0.384,0.493,0.0,0.404,0.495
0.381,0.486,0.0,0.384,0.493
0.383,0.486,0.0,0.381,0.486
0.364,0.483,0.0,0.383,0.486
0.367,0.485,0.0,0.364,0.483
0.375,0.485,0.0,0.367,0.485
0.369,0.505,0.0,0.375,0.485
0.374,0.505,0.0,0.369,0.505
0.378,0.517,0.0,0.374,0.505
0.37,0.499,0.0,0.378,0.517
0.381,0.494,0.0,0.37,0.499
0.378,0.497,0.0,0.381,0.494
0.376,0.498,0.0,0.378,0.497
0.372,0.5,0.0,0.376,0.498
0.367,0.52,0.0,0.372,0.5
0.372,0.493,0.0,0.367,0.52
0.365,0.503,0.0,0.372,0.493
0.373,0.504,0.0,0.365,0.503
0.387,0.513,0.0,0.373,0.504
0.382,0.502,0.0,0.387,0.513
0.374,0.512,0.0,0.382,0.502
0.372,0.504,0.0,0.374,0.512
0.377,0.52,0.0,0.372,0.504
0.384,0.526,0.0,0.377,0.52
0.378,0.525,0.0,0.384,0.526
0.385,0.508,0.0,0.378,0.525
0.391,0.52,0.0,0.385,0.508
0.391,0.513,0.0,0.391,0.52
0.388,0.522,0.0,0.391,0.513
0.395,0.518,0.0,0.388,0.522
0.395,0.514,0.0,0.395,0.518
0.388,0.511,0.0,0.395,0.514
0.397,0.498,1.0,0.388,0.511
0.387,0.497,1.0,0.397,0.498
0.386,0.504,1.0,0.387,0.497
0.387,0.507,1.0,0.386,0.504
0.386,0.504,1.0,0.387,0.507
0.386,0.506,0.0,0.386,0.504
0.385,0.508,0.0,0.386,0.506
0.402,0.516,0.0,0.385,0.508
0.403,0.503,1.0,0.402,0.516
0.402,0.51,0.0,0.403,0.503
0.398,0.509,0.0,0.402,0.51
0.391,0.514,0.0,0.398,0.509
0.392,0.516,0.0,0.391,0.514
0.389,0.507,0.0,0.392,0.516
0.385,0.516,0.0,0.389,0.507
0.377,0.506,0.0,0.385,0.516
0.391,0.521,0.0,0.377,0.506
0.385,0.51,0.0,0.391,0.521
