3cc39f92-e725-4db2-ad28-da3438ddc495_(t),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t-1),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t-1)
0.377,0.533,2.0,0.356,0.506
0.371,0.513,2.0,0.377,0.533
0.369,0.51,2.0,0.371,0.513
0.368,0.508,2.0,0.369,0.51
0.37,0.509,2.0,0.368,0.508
0.382,0.51,2.0,0.37,0.509
0.363,0.496,1.0,0.382,0.51
0.336,0.482,1.0,0.363,0.496
0.333,0.484,1.0,0.336,0.482
0.34,0.477,1.0,0.333,0.484
0.336,0.457,1.0,0.34,0.477
0.342,0.456,1.0,0.336,0.457
0.341,0.458,1.0,0.342,0.456
0.344,0.468,1.0,0.341,0.458
0.336,0.459,1.0,0.344,0.468
0.338,0.449,1.0,0.336,0.459
0.334,0.45,1.0,0.338,0.449
0.336,0.442,1.0,0.334,0.45
0.345,0.452,1.0,0.336,0.442
0.335,0.449,1.0,0.345,0.452
0.34,0.462,1.0,0.335,0.449
0.328,0.47,1.0,0.34,0.462
0.331,0.459,1.0,0.328,0.47
0.337,0.456,1.0,0.331,0.459
0.353,0.474,1.0,0.337,0.456
0.356,0.467,1.0,0.353,0.474
0.36,0.476,1.0,0.356,0.467
0.378,0.483,1.0,0.36,0.476
0.372,0.473,1.0,0.378,0.483
0.356,0.477,1.0,0.372,0.473
0.344,0.48,0.0,0.356,0.477
0.341,0.471,1.0,0.344,0.48
0.345,0.472,1.0,0.341,0.471
0.34,0.471,1.0,0.345,0.472
0.329,0.472,1.0,0.34,0.471
0.323,0.468,1.0,0.329,0.472
0.336,0.471,1.0,0.323,0.468
0.333,0.477,1.0,0.336,0.471
0.328,0.492,1.0,0.333,0.477
0.328,0.487,1.0,0.328,0.492
0.321,0.483,1.0,0.328,0.487
0.331,0.47,1.0,0.321,0.483
0.323,0.467,1.0,0.331,0.47
0.325,0.491,1.0,0.323,0.467
0.321,0.485,1.0,0.325,0.491
0.326,0.492,1.0,0.321,0.485
0.332,0.491,1.0,0.326,0.492
0.322,0.5,1.0,0.332,0.491
0.336,0.495,1.0,0.322,0.5
0.357,0.485,2.0,0.336,0.495
0.36,0.499,2.0,0.357,0.485
0.358,0.508,2.0,0.36,0.499
0.348,0.505,2.0,0.358,0.508
0.351,0.49,2.0,0.348,0.505
0.352,0.483,2.0,0.351,0.49
0.341,0.455,1.0,0.352,0.483
0.35,0.452,1.0,0.341,0.455
0.356,0.452,1.0,0.35,0.452
0.359,0.463,1.0,0.356,0.452
0.341,0.476,1.0,0.359,0.463
0.332,0.459,1.0,0.341,0.476
0.326,0.474,1.0,0.332,0.459
0.322,0.469,1.0,0.326,0.474
0.323,0.471,1.0,0.322,0.469
0.324,0.462,1.0,0.323,0.471
0.34,0.465,1.0,0.324,0.462
0.332,0.484,1.0,0.34,0.465
0.33,0.491,1.0,0.332,0.484
0.335,0.485,1.0,0.33,0.491
0.337,0.472,0.0,0.335,0.485
0.343,0.482,1.0,0.337,0.472
0.344,0.469,0.0,0.343,0.482
0.353,0.473,0.0,0.344,0.469
0.354,0.467,0.0,0.353,0.473
0.353,0.472,1.0,0.354,0.467
0.333,0.483,0.0,0.353,0.472
0.328,0.479,0.0,0.333,0.483
0.328,0.465,1.0,0.328,0.479
0.33,0.466,1.0,0.328,0.465
0.334,0.467,0.0,0.33,0.466
0.334,0.469,0.0,0.334,0.467
0.347,0.469,0.0,0.334,0.469
0.353,0.468,0.0,0.347,0.469
0.331,0.47,0.0,0.353,0.468
0.327,0.489,0.0,0.331,0.47
0.321,0.478,0.0,0.327,0.489
0.325,0.464,0.0,0.321,0.478
0.323,0.454,0.0,0.325,0.464
0.324,0.46,0.0,0.323,0.454
0.318,0.461,0.0,0.324,0.46
0.335,0.456,1.0,0.318,0.461
0.338,0.462,0.0,0.335,0.456
0.327,0.459,0.0,0.338,0.462
0.334,0.455,0.0,0.327,0.459
0.334,0.454,0.0,0.334,0.455
0.321,0.464,0.0,0.334,0.454
0.321,0.463,1.0,0.321,0.464
0.324,0.469,1.0,0.321,0.463
0.317,0.465,0.0,0.324,0.469
0.317,0.455,0.0,0.317,0.465
0.317,0.471,0.0,0.317,0.455
0.317,0.476,0.0,0.317,0.471
0.324,0.478,1.0,0.317,0.476
0.331,0.484,0.0,0.324,0.478
0.314,0.487,0.0,0.331,0.484
0.321,0.477,0.0,0.314,0.487
0.336,0.475,0.0,0.321,0.477
0.332,0.473,0.0,0.336,0.475
0.325,0.456,1.0,0.332,0.473
0.33,0.464,0.0,0.325,0.456
0.335,0.484,0.0,0.33,0.464
0.342,0.466,0.0,0.335,0.484
0.326,0.463,1.0,0.342,0.466
0.322,0.459,0.0,0.326,0.463
0.325,0.455,0.0,0.322,0.459
0.326,0.455,0.0,0.325,0.455
0.335,0.454,1.0,0.326,0.455
0.343,0.467,1.0,0.335,0.454
0.349,0.479,2.0,0.343,0.467
0.358,0.481,2.0,0.349,0.479
0.361,0.449,2.0,0.358,0.481
0.36,0.447,1.0,0.361,0.449
0.357,0.46,1.0,0.36,0.447
0.358,0.456,1.0,0.357,0.46
0.348,0.456,1.0,0.358,0.456
0.344,0.458,1.0,0.348,0.456
0.329,0.441,1.0,0.344,0.458
0.328,0.427,1.0,0.329,0.441
0.316,0.432,1.0,0.328,0.427
0.323,0.433,1.0,0.316,0.432
0.33,0.458,2.0,0.323,0.433
0.323,0.46,2.0,0.33,0.458
0.327,0.452,2.0,0.323,0.46
0.317,0.447,2.0,0.327,0.452
0.322,0.458,1.0,0.317,0.447
0.324,0.464,2.0,0.322,0.458
0.328,0.469,2.0,0.324,0.464
0.339,0.494,1.0,0.328,0.469
0.343,0.494,1.0,0.339,0.494
0.337,0.502,2.0,0.343,0.494
0.331,0.484,2.0,0.337,0.502
0.33,0.478,1.0,0.331,0.484
0.341,0.47,1.0,0.33,0.478
0.338,0.495,1.0,0.341,0.47
0.336,0.503,1.0,0.338,0.495
0.319,0.49,1.0,0.336,0.503
0.324,0.478,1.0,0.319,0.49
0.327,0.474,1.0,0.324,0.478
0.329,0.474,0.0,0.327,0.474
0.323,0.464,0.0,0.329,0.474
0.321,0.454,1.0,0.323,0.464
0.325,0.458,0.0,0.321,0.454
0.336,0.449,1.0,0.325,0.458
0.335,0.435,1.0,0.336,0.449
0.325,0.438,1.0,0.335,0.435
0.334,0.424,1.0,0.325,0.438
0.319,0.435,1.0,0.334,0.424
0.317,0.434,0.0,0.319,0.435
0.317,0.434,0.0,0.317,0.434
0.332,0.443,0.0,0.317,0.434
0.338,0.436,1.0,0.332,0.443
0.339,0.434,1.0,0.338,0.436
0.351,0.443,1.0,0.339,0.434
0.343,0.447,1.0,0.351,0.443
0.335,0.449,2.0,0.343,0.447
0.335,0.454,1.0,0.335,0.449
0.334,0.45,1.0,0.335,0.454
0.347,0.456,1.0,0.334,0.45
0.34,0.453,1.0,0.347,0.456
0.357,0.432,1.0,0.34,0.453
0.347,0.437,1.0,0.357,0.432
0.351,0.431,1.0,0.347,0.437
0.343,0.436,1.0,0.351,0.431
0.348,0.457,1.0,0.343,0.436
0.342,0.459,1.0,0.348,0.457
0.351,0.454,1.0,0.342,0.459
0.377,0.457,2.0,0.351,0.454
0.377,0.46,1.0,0.377,0.457
0.406,0.439,2.0,0.377,0.46
0.391,0.446,2.0,0.406,0.439
0.396,0.456,1.0,0.391,0.446
0.391,0.472,1.0,0.396,0.456
0.39,0.458,1.0,0.391,0.472
0.389,0.455,1.0,0.39,0.458
0.392,0.43,1.0,0.389,0.455
0.384,0.434,1.0,0.392,0.43
0.324,0.447,1.0,0.384,0.434
0.321,0.449,1.0,0.324,0.447
0.32,0.448,1.0,0.321,0.449
0.327,0.448,1.0,0.32,0.448
0.326,0.455,2.0,0.327,0.448
0.327,0.46,1.0,0.326,0.455
0.334,0.457,1.0,0.327,0.46
0.327,0.451,2.0,0.334,0.457
0.332,0.46,1.0,0.327,0.451
0.325,0.475,1.0,0.332,0.46
0.335,0.465,0.0,0.325,0.475
0.329,0.46,1.0,0.335,0.465
0.333,0.472,0.0,0.329,0.46
0.317,0.473,0.0,0.333,0.472
0.325,0.484,0.0,0.317,0.473
0.325,0.492,0.0,0.325,0.484
0.344,0.493,0.0,0.325,0.492
0.341,0.493,0.0,0.344,0.493
0.337,0.495,0.0,0.341,0.493
0.34,0.497,0.0,0.337,0.495
0.337,0.498,1.0,0.34,0.497
0.327,0.494,0.0,0.337,0.498
0.32,0.489,0.0,0.327,0.494
0.325,0.482,0.0,0.32,0.489
0.331,0.481,0.0,0.325,0.482
0.336,0.464,1.0,0.331,0.481
0.33,0.474,1.0,0.336,0.464
0.334,0.465,1.0,0.33,0.474
0.333,0.464,1.0,0.334,0.465
0.331,0.458,1.0,0.333,0.464
0.331,0.448,1.0,0.331,0.458
0.329,0.457,1.0,0.331,0.448
0.332,0.458,1.0,0.329,0.457
0.343,0.491,1.0,0.332,0.458
0.353,0.491,1.0,0.343,0.491
0.337,0.503,1.0,0.353,0.491
0.332,0.489,1.0,0.337,0.503
0.334,0.498,1.0,0.332,0.489
0.347,0.508,1.0,0.334,0.498
0.349,0.512,1.0,0.347,0.508
0.363,0.505,2.0,0.349,0.512
0.379,0.499,2.0,0.363,0.505
0.362,0.495,2.0,0.379,0.499
0.367,0.487,2.0,0.362,0.495
0.364,0.472,2.0,0.367,0.487
0.366,0.452,2.0,0.364,0.472
0.376,0.447,2.0,0.366,0.452
0.353,0.427,2.0,0.376,0.447
0.356,0.403,2.0,0.353,0.427
0.338,0.393,1.0,0.356,0.403
0.316,0.393,0.0,0.338,0.393
0.308,0.395,0.0,0.316,0.393
0.298,0.399,0.0,0.308,0.395
0.312,0.405,0.0,0.298,0.399
0.303,0.395,0.0,0.312,0.405
0.302,0.39,0.0,0.303,0.395
0.288,0.392,0.0,0.302,0.39
0.286,0.407,0.0,0.288,0.392
0.295,0.41,0.0,0.286,0.407
0.301,0.405,0.0,0.295,0.41
0.311,0.403,0.0,0.301,0.405
0.31,0.424,0.0,0.311,0.403
0.309,0.416,0.0,0.31,0.424
0.311,0.405,0.0,0.309,0.416
0.319,0.414,0.0,0.311,0.405
0.315,0.416,0.0,0.319,0.414
0.329,0.419,0.0,0.315,0.416
0.325,0.408,0.0,0.329,0.419
0.324,0.42,0.0,0.325,0.408
0.337,0.42,0.0,0.324,0.42
0.335,0.428,0.0,0.337,0.42
0.328,0.408,0.0,0.335,0.428
0.303,0.409,0.0,0.328,0.408
0.31,0.414,0.0,0.303,0.409
0.297,0.413,0.0,0.31,0.414
0.292,0.405,0.0,0.297,0.413
0.297,0.399,0.0,0.292,0.405
0.293,0.407,0.0,0.297,0.399
0.292,0.399,0.0,0.293,0.407
0.289,0.412,0.0,0.292,0.399
0.31,0.434,0.0,0.289,0.412
0.302,0.431,0.0,0.31,0.434
0.3,0.45,0.0,0.302,0.431
0.309,0.465,0.0,0.3,0.45
0.32,0.466,0.0,0.309,0.465
0.332,0.471,0.0,0.32,0.466
0.327,0.475,0.0,0.332,0.471
0.326,0.474,0.0,0.327,0.475
0.327,0.491,0.0,0.326,0.474
0.317,0.479,1.0,0.327,0.491
0.324,0.5,1.0,0.317,0.479
0.303,0.469,0.0,0.324,0.5
0.292,0.452,0.0,0.303,0.469
0.303,0.443,0.0,0.292,0.452
0.298,0.44,0.0,0.303,0.443
0.288,0.441,0.0,0.298,0.44
0.288,0.451,0.0,0.288,0.441
0.282,0.445,0.0,0.288,0.451
0.28,0.43,0.0,0.282,0.445
0.279,0.425,0.0,0.28,0.43
0.309,0.436,0.0,0.279,0.425
0.303,0.424,0.0,0.309,0.436
0.31,0.426,0.0,0.303,0.424
0.316,0.422,0.0,0.31,0.426
0.315,0.425,0.0,0.316,0.422
0.309,0.413,0.0,0.315,0.425
0.308,0.411,0.0,0.309,0.413
0.301,0.408,0.0,0.308,0.411
0.311,0.429,0.0,0.301,0.408
0.31,0.431,0.0,0.311,0.429
0.3,0.442,0.0,0.31,0.431
0.304,0.422,0.0,0.3,0.442
0.312,0.42,0.0,0.304,0.422
0.326,0.437,0.0,0.312,0.42
0.339,0.435,0.0,0.326,0.437
0.341,0.435,0.0,0.339,0.435
0.331,0.463,1.0,0.341,0.435
0.335,0.468,1.0,0.331,0.463
0.329,0.45,2.0,0.335,0.468
0.328,0.439,2.0,0.329,0.45
0.342,0.435,2.0,0.328,0.439
0.341,0.431,2.0,0.342,0.435
0.332,0.436,2.0,0.341,0.431
0.345,0.423,2.0,0.332,0.436
0.338,0.421,2.0,0.345,0.423
0.335,0.438,1.0,0.338,0.421
0.365,0.431,1.0,0.335,0.438
0.367,0.41,0.0,0.365,0.431
0.337,0.402,0.0,0.367,0.41
0.332,0.417,0.0,0.337,0.402
0.334,0.41,0.0,0.332,0.417
0.35,0.418,0.0,0.334,0.41
0.347,0.412,0.0,0.35,0.418
0.338,0.42,0.0,0.347,0.412
0.328,0.422,0.0,0.338,0.42
0.32,0.417,1.0,0.328,0.422
0.318,0.411,1.0,0.32,0.417
0.317,0.416,1.0,0.318,0.411
