90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.405,0.541,0.0,0.402,0.577
0.411,0.543,1.0,0.405,0.541
0.41,0.551,1.0,0.411,0.543
0.408,0.556,1.0,0.41,0.551
0.411,0.554,1.0,0.408,0.556
0.429,0.545,1.0,0.411,0.554
0.429,0.545,1.0,0.429,0.545
0.433,0.53,0.0,0.429,0.545
0.438,0.539,1.0,0.433,0.53
0.434,0.546,0.0,0.438,0.539
0.44,0.579,0.0,0.434,0.546
0.443,0.558,0.0,0.44,0.579
0.453,0.538,0.0,0.443,0.558
0.445,0.537,0.0,0.453,0.538
0.446,0.54,0.0,0.445,0.537
0.431,0.536,0.0,0.446,0.54
0.439,0.549,0.0,0.431,0.536
0.446,0.559,0.0,0.439,0.549
0.452,0.554,0.0,0.446,0.559
0.464,0.563,1.0,0.452,0.554
0.482,0.57,1.0,0.464,0.563
0.48,0.587,1.0,0.482,0.57
0.471,0.583,1.0,0.48,0.587
0.457,0.583,1.0,0.471,0.583
0.459,0.58,1.0,0.457,0.583
0.463,0.608,1.0,0.459,0.58
0.475,0.653,2.0,0.463,0.608
0.493,0.69,2.0,0.475,0.653
0.502,0.747,2.0,0.493,0.69
0.494,0.797,2.0,0.502,0.747
0.495,0.79,2.0,0.494,0.797
0.497,0.784,2.0,0.495,0.79
0.483,0.771,2.0,0.497,0.784
0.505,0.778,2.0,0.483,0.771
0.5,0.736,2.0,0.505,0.778
0.502,0.728,2.0,0.5,0.736
0.49,0.647,2.0,0.502,0.728
0.457,0.609,2.0,0.49,0.647
0.46,0.58,1.0,0.457,0.609
0.439,0.569,0.0,0.46,0.58
0.453,0.566,1.0,0.439,0.569
0.458,0.563,0.0,0.453,0.566
0.46,0.57,0.0,0.458,0.563
0.447,0.575,1.0,0.46,0.57
0.444,0.581,1.0,0.447,0.575
0.448,0.587,0.0,0.444,0.581
0.449,0.591,1.0,0.448,0.587
0.457,0.583,0.0,0.449,0.591
0.455,0.586,0.0,0.457,0.583
0.472,0.576,1.0,0.455,0.586
0.477,0.579,1.0,0.472,0.576
0.46,0.584,1.0,0.477,0.579
0.457,0.577,0.0,0.46,0.584
0.47,0.573,0.0,0.457,0.577
0.458,0.582,0.0,0.47,0.573
0.459,0.576,1.0,0.458,0.582
0.465,0.574,1.0,0.459,0.576
0.474,0.566,1.0,0.465,0.574
0.484,0.566,1.0,0.474,0.566
0.473,0.561,0.0,0.484,0.566
0.465,0.561,0.0,0.473,0.561
0.454,0.552,1.0,0.465,0.561
0.441,0.556,0.0,0.454,0.552
0.444,0.566,1.0,0.441,0.556
0.436,0.557,1.0,0.444,0.566
0.429,0.54,1.0,0.436,0.557
0.441,0.549,0.0,0.429,0.54
0.437,0.567,1.0,0.441,0.549
0.438,0.551,1.0,0.437,0.567
0.439,0.562,0.0,0.438,0.551
0.429,0.549,0.0,0.439,0.562
0.431,0.539,0.0,0.429,0.549
0.435,0.549,0.0,0.431,0.539
0.437,0.582,0.0,0.435,0.549
0.439,0.572,0.0,0.437,0.582
0.438,0.581,0.0,0.439,0.572
0.443,0.585,0.0,0.438,0.581
0.447,0.57,0.0,0.443,0.585
0.45,0.58,0.0,0.447,0.57
0.451,0.579,0.0,0.45,0.58
0.459,0.577,0.0,0.451,0.579
0.461,0.563,1.0,0.459,0.577
0.464,0.558,0.0,0.461,0.563
0.464,0.564,0.0,0.464,0.558
0.471,0.573,1.0,0.464,0.564
0.473,0.564,1.0,0.471,0.573
0.484,0.552,1.0,0.473,0.564
0.483,0.559,1.0,0.484,0.552
0.47,0.551,1.0,0.483,0.559
0.461,0.557,1.0,0.47,0.551
0.47,0.557,1.0,0.461,0.557
0.457,0.561,1.0,0.47,0.557
0.455,0.55,2.0,0.457,0.561
0.446,0.553,1.0,0.455,0.55
0.453,0.551,1.0,0.446,0.553
0.455,0.55,1.0,0.453,0.551
0.457,0.548,2.0,0.455,0.55
0.462,0.544,1.0,0.457,0.548
0.485,0.553,1.0,0.462,0.544
0.481,0.551,1.0,0.485,0.553
0.471,0.557,1.0,0.481,0.551
0.475,0.554,1.0,0.471,0.557
0.484,0.571,1.0,0.475,0.554
0.478,0.559,1.0,0.484,0.571
0.454,0.561,0.0,0.478,0.559
0.459,0.576,0.0,0.454,0.561
0.465,0.574,0.0,0.459,0.576
0.464,0.577,0.0,0.465,0.574
0.468,0.593,1.0,0.464,0.577
0.46,0.587,1.0,0.468,0.593
0.455,0.588,1.0,0.46,0.587
0.455,0.587,1.0,0.455,0.588
0.454,0.602,1.0,0.455,0.587
0.474,0.606,1.0,0.454,0.602
0.487,0.617,1.0,0.474,0.606
0.475,0.61,1.0,0.487,0.617
0.463,0.617,1.0,0.475,0.61
0.462,0.601,1.0,0.463,0.617
0.463,0.585,1.0,0.462,0.601
0.461,0.603,1.0,0.463,0.585
0.484,0.591,1.0,0.461,0.603
0.489,0.574,1.0,0.484,0.591
0.486,0.578,1.0,0.489,0.574
0.484,0.582,1.0,0.486,0.578
0.467,0.565,1.0,0.484,0.582
0.479,0.568,1.0,0.467,0.565
0.473,0.565,2.0,0.479,0.568
0.469,0.571,1.0,0.473,0.565
0.472,0.606,1.0,0.469,0.571
0.467,0.578,0.0,0.472,0.606
0.453,0.561,0.0,0.467,0.578
0.459,0.558,0.0,0.453,0.561
0.457,0.561,0.0,0.459,0.558
0.446,0.566,0.0,0.457,0.561
0.447,0.575,0.0,0.446,0.566
0.443,0.565,1.0,0.447,0.575
0.44,0.576,0.0,0.443,0.565
0.449,0.588,0.0,0.44,0.576
0.453,0.59,1.0,0.449,0.588
0.447,0.586,0.0,0.453,0.59
0.459,0.585,0.0,0.447,0.586
0.454,0.585,1.0,0.459,0.585
0.453,0.571,1.0,0.454,0.585
0.455,0.557,1.0,0.453,0.571
0.453,0.564,0.0,0.455,0.557
0.466,0.561,0.0,0.453,0.564
0.466,0.566,1.0,0.466,0.561
0.45,0.566,0.0,0.466,0.566
0.454,0.55,0.0,0.45,0.566
0.456,0.557,0.0,0.454,0.55
0.456,0.564,0.0,0.456,0.557
0.453,0.556,0.0,0.456,0.564
0.437,0.57,0.0,0.453,0.556
0.442,0.589,0.0,0.437,0.57
0.443,0.584,0.0,0.442,0.589
0.451,0.585,0.0,0.443,0.584
0.449,0.588,0.0,0.451,0.585
0.457,0.605,0.0,0.449,0.588
0.451,0.574,0.0,0.457,0.605
0.462,0.565,0.0,0.451,0.574
0.457,0.555,0.0,0.462,0.565
0.456,0.551,0.0,0.457,0.555
0.466,0.553,0.0,0.456,0.551
0.462,0.611,1.0,0.466,0.553
0.453,0.615,2.0,0.462,0.611
0.464,0.629,2.0,0.453,0.615
0.467,0.63,2.0,0.464,0.629
0.458,0.628,2.0,0.467,0.63
0.458,0.633,2.0,0.458,0.628
0.452,0.618,2.0,0.458,0.633
0.473,0.609,1.0,0.452,0.618
0.482,0.615,2.0,0.473,0.609
0.485,0.621,1.0,0.482,0.615
0.489,0.602,1.0,0.485,0.621
0.48,0.586,1.0,0.489,0.602
0.48,0.582,1.0,0.48,0.586
0.473,0.571,1.0,0.48,0.582
0.465,0.58,1.0,0.473,0.571
0.493,0.569,2.0,0.465,0.58
0.493,0.572,1.0,0.493,0.569
0.463,0.573,0.0,0.493,0.572
0.453,0.561,0.0,0.463,0.573
0.467,0.548,0.0,0.453,0.561
0.464,0.539,0.0,0.467,0.548
0.455,0.553,0.0,0.464,0.539
0.438,0.548,2.0,0.455,0.553
0.439,0.563,1.0,0.438,0.548
0.445,0.571,1.0,0.439,0.563
0.44,0.563,1.0,0.445,0.571
0.44,0.572,1.0,0.44,0.563
0.434,0.571,1.0,0.44,0.572
0.437,0.57,0.0,0.434,0.571
0.454,0.569,0.0,0.437,0.57
0.457,0.574,1.0,0.454,0.569
0.458,0.569,1.0,0.457,0.574
0.465,0.56,1.0,0.458,0.569
0.462,0.561,0.0,0.465,0.56
0.442,0.569,0.0,0.462,0.561
0.439,0.554,0.0,0.442,0.569
0.45,0.552,1.0,0.439,0.554
0.457,0.544,1.0,0.45,0.552
0.448,0.557,1.0,0.457,0.544
0.481,0.569,1.0,0.448,0.557
0.462,0.59,1.0,0.481,0.569
0.467,0.558,1.0,0.462,0.59
0.467,0.569,1.0,0.467,0.558
0.456,0.57,1.0,0.467,0.569
0.449,0.594,1.0,0.456,0.57
0.451,0.568,1.0,0.449,0.594
0.451,0.577,1.0,0.451,0.568
0.451,0.573,1.0,0.451,0.577
0.457,0.587,1.0,0.451,0.573
0.461,0.562,1.0,0.457,0.587
0.456,0.57,1.0,0.461,0.562
0.47,0.556,0.0,0.456,0.57
0.463,0.559,1.0,0.47,0.556
0.443,0.559,0.0,0.463,0.559
0.441,0.558,0.0,0.443,0.559
0.457,0.56,0.0,0.441,0.558
0.475,0.54,0.0,0.457,0.56
0.467,0.536,0.0,0.475,0.54
0.465,0.543,0.0,0.467,0.536
0.461,0.551,1.0,0.465,0.543
0.463,0.564,1.0,0.461,0.551
0.456,0.558,1.0,0.463,0.564
0.46,0.572,2.0,0.456,0.558
0.455,0.555,2.0,0.46,0.572
0.449,0.564,2.0,0.455,0.555
0.459,0.562,2.0,0.449,0.564
0.456,0.557,2.0,0.459,0.562
0.466,0.563,2.0,0.456,0.557
0.468,0.562,1.0,0.466,0.563
0.466,0.551,0.0,0.468,0.562
0.449,0.555,1.0,0.466,0.551
0.455,0.565,0.0,0.449,0.555
0.457,0.561,0.0,0.455,0.565
0.449,0.56,0.0,0.457,0.561
0.458,0.56,0.0,0.449,0.56
0.46,0.557,1.0,0.458,0.56
0.467,0.571,0.0,0.46,0.557
0.46,0.566,0.0,0.467,0.571
0.456,0.559,1.0,0.46,0.566
0.463,0.558,1.0,0.456,0.559
0.455,0.562,0.0,0.463,0.558
0.444,0.56,1.0,0.455,0.562
0.449,0.563,1.0,0.444,0.56
0.454,0.564,1.0,0.449,0.563
0.46,0.562,1.0,0.454,0.564
0.455,0.562,1.0,0.46,0.562
0.448,0.562,1.0,0.455,0.562
0.449,0.547,1.0,0.448,0.562
0.465,0.565,0.0,0.449,0.547
0.461,0.556,0.0,0.465,0.565
0.471,0.562,0.0,0.461,0.556
0.491,0.56,0.0,0.471,0.562
0.492,0.555,0.0,0.491,0.56
0.481,0.565,1.0,0.492,0.555
0.474,0.549,0.0,0.481,0.565
0.472,0.562,0.0,0.474,0.549
0.474,0.569,0.0,0.472,0.562
0.48,0.553,0.0,0.474,0.569
0.457,0.573,2.0,0.48,0.553
0.466,0.574,1.0,0.457,0.573
0.461,0.581,1.0,0.466,0.574
0.453,0.587,1.0,0.461,0.581
0.458,0.591,2.0,0.453,0.587
0.451,0.588,2.0,0.458,0.591
0.456,0.575,1.0,0.451,0.588
0.456,0.58,0.0,0.456,0.575
0.458,0.581,1.0,0.456,0.58
0.457,0.575,1.0,0.458,0.581
0.454,0.582,1.0,0.457,0.575
0.451,0.59,0.0,0.454,0.582
0.449,0.598,0.0,0.451,0.59
0.451,0.605,0.0,0.449,0.598
0.456,0.608,1.0,0.451,0.605
0.488,0.603,1.0,0.456,0.608
0.495,0.599,1.0,0.488,0.603
0.488,0.59,1.0,0.495,0.599
0.488,0.601,2.0,0.488,0.59
0.484,0.607,2.0,0.488,0.601
0.474,0.604,2.0,0.484,0.607
0.483,0.604,2.0,0.474,0.604
0.482,0.618,1.0,0.483,0.604
0.486,0.596,1.0,0.482,0.618
0.483,0.581,1.0,0.486,0.596
0.446,0.574,1.0,0.483,0.581
0.447,0.571,0.0,0.446,0.574
0.448,0.581,1.0,0.447,0.571
0.444,0.565,2.0,0.448,0.581
0.452,0.541,2.0,0.444,0.565
0.433,0.543,2.0,0.452,0.541
0.444,0.554,2.0,0.433,0.543
0.444,0.556,2.0,0.444,0.554
0.447,0.556,2.0,0.444,0.556
0.438,0.555,2.0,0.447,0.556
0.439,0.557,2.0,0.438,0.555
0.445,0.557,1.0,0.439,0.557
0.451,0.561,1.0,0.445,0.557
0.447,0.565,1.0,0.451,0.561
0.449,0.577,1.0,0.447,0.565
0.453,0.567,0.0,0.449,0.577
0.459,0.569,0.0,0.453,0.567
0.457,0.565,1.0,0.459,0.569
0.453,0.574,1.0,0.457,0.565
0.454,0.578,0.0,0.453,0.574
0.455,0.568,0.0,0.454,0.578
0.457,0.58,0.0,0.455,0.568
0.466,0.579,0.0,0.457,0.58
0.458,0.571,0.0,0.466,0.579
0.462,0.585,0.0,0.458,0.571
0.453,0.577,0.0,0.462,0.585
0.458,0.57,0.0,0.453,0.577
0.456,0.564,1.0,0.458,0.57
0.45,0.578,0.0,0.456,0.564
0.444,0.566,0.0,0.45,0.578
