90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.414,0.509,0.0,0.426,0.512
0.411,0.499,0.0,0.414,0.509
0.42,0.497,0.0,0.411,0.499
0.409,0.502,0.0,0.42,0.497
0.416,0.504,0.0,0.409,0.502
0.414,0.521,0.0,0.416,0.504
0.44,0.516,0.0,0.414,0.521
0.417,0.53,0.0,0.44,0.516
0.421,0.537,0.0,0.417,0.53
0.428,0.535,0.0,0.421,0.537
0.429,0.523,0.0,0.428,0.535
0.426,0.532,0.0,0.429,0.523
0.419,0.547,0.0,0.426,0.532
0.427,0.529,0.0,0.419,0.547
0.427,0.529,0.0,0.427,0.529
0.42,0.525,0.0,0.427,0.529
0.41,0.511,0.0,0.42,0.525
0.406,0.498,0.0,0.41,0.511
0.406,0.519,0.0,0.406,0.498
0.425,0.529,0.0,0.406,0.519
0.414,0.508,0.0,0.425,0.529
0.412,0.517,0.0,0.414,0.508
0.422,0.53,0.0,0.412,0.517
0.42,0.518,0.0,0.422,0.53
0.423,0.516,0.0,0.42,0.518
0.416,0.52,0.0,0.423,0.516
0.415,0.521,0.0,0.416,0.52
0.408,0.517,0.0,0.415,0.521
0.409,0.501,0.0,0.408,0.517
0.431,0.5,0.0,0.409,0.501
0.433,0.521,0.0,0.431,0.5
0.446,0.507,0.0,0.433,0.521
0.456,0.511,0.0,0.446,0.507
0.446,0.509,0.0,0.456,0.511
0.438,0.494,0.0,0.446,0.509
0.422,0.496,0.0,0.438,0.494
0.422,0.499,0.0,0.422,0.496
0.425,0.503,0.0,0.422,0.499
0.414,0.516,0.0,0.425,0.503
0.41,0.522,0.0,0.414,0.516
0.402,0.5,0.0,0.41,0.522
0.406,0.501,0.0,0.402,0.5
0.413,0.509,1.0,0.406,0.501
0.414,0.522,0.0,0.413,0.509
0.423,0.501,0.0,0.414,0.522
0.419,0.509,0.0,0.423,0.501
0.418,0.503,0.0,0.419,0.509
0.423,0.506,0.0,0.418,0.503
0.415,0.519,0.0,0.423,0.506
0.414,0.503,0.0,0.415,0.519
0.4,0.507,0.0,0.414,0.503
0.399,0.504,0.0,0.4,0.507
0.395,0.506,0.0,0.399,0.504
0.401,0.501,0.0,0.395,0.506
0.409,0.517,0.0,0.401,0.501
0.405,0.506,0.0,0.409,0.517
0.418,0.511,0.0,0.405,0.506
0.427,0.508,0.0,0.418,0.511
0.417,0.51,0.0,0.427,0.508
0.417,0.51,0.0,0.417,0.51
0.418,0.506,0.0,0.417,0.51
0.418,0.507,0.0,0.418,0.506
0.423,0.51,0.0,0.418,0.507
0.416,0.499,0.0,0.423,0.51
0.426,0.504,0.0,0.416,0.499
0.405,0.498,0.0,0.426,0.504
0.401,0.511,0.0,0.405,0.498
0.408,0.505,0.0,0.401,0.511
0.416,0.497,0.0,0.408,0.505
0.405,0.504,0.0,0.416,0.497
0.404,0.516,0.0,0.405,0.504
0.402,0.543,0.0,0.404,0.516
0.401,0.523,0.0,0.402,0.543
0.407,0.508,0.0,0.401,0.523
0.405,0.503,0.0,0.407,0.508
0.408,0.521,0.0,0.405,0.503
0.41,0.515,0.0,0.408,0.521
0.405,0.497,0.0,0.41,0.515
0.413,0.515,0.0,0.405,0.497
0.397,0.503,0.0,0.413,0.515
0.394,0.504,0.0,0.397,0.503
0.395,0.503,0.0,0.394,0.504
0.403,0.518,0.0,0.395,0.503
0.406,0.523,0.0,0.403,0.518
0.393,0.537,0.0,0.406,0.523
0.397,0.528,0.0,0.393,0.537
0.402,0.528,0.0,0.397,0.528
0.402,0.519,0.0,0.402,0.528
0.395,0.507,0.0,0.402,0.519
0.414,0.509,0.0,0.395,0.507
0.424,0.508,0.0,0.414,0.509
0.429,0.523,0.0,0.424,0.508
0.421,0.517,0.0,0.429,0.523
0.42,0.514,0.0,0.421,0.517
0.416,0.511,0.0,0.42,0.514
0.411,0.494,0.0,0.416,0.511
0.416,0.503,0.0,0.411,0.494
0.4,0.499,0.0,0.416,0.503
0.407,0.5,0.0,0.4,0.499
0.411,0.497,0.0,0.407,0.5
0.407,0.507,0.0,0.411,0.497
0.405,0.51,0.0,0.407,0.507
0.408,0.515,0.0,0.405,0.51
0.408,0.535,0.0,0.408,0.515
0.401,0.521,0.0,0.408,0.535
0.397,0.53,0.0,0.401,0.521
0.394,0.509,0.0,0.397,0.53
0.392,0.5,0.0,0.394,0.509
0.402,0.491,0.0,0.392,0.5
0.412,0.497,0.0,0.402,0.491
0.419,0.492,0.0,0.412,0.497
0.411,0.493,0.0,0.419,0.492
0.402,0.493,0.0,0.411,0.493
0.409,0.496,0.0,0.402,0.493
0.403,0.502,0.0,0.409,0.496
0.399,0.502,0.0,0.403,0.502
0.396,0.507,0.0,0.399,0.502
0.403,0.491,0.0,0.396,0.507
0.402,0.506,0.0,0.403,0.491
0.407,0.521,0.0,0.402,0.506
0.415,0.528,0.0,0.407,0.521
0.421,0.529,0.0,0.415,0.528
0.419,0.522,0.0,0.421,0.529
0.432,0.525,0.0,0.419,0.522
0.429,0.537,0.0,0.432,0.525
0.432,0.541,0.0,0.429,0.537
0.451,0.553,0.0,0.432,0.541
0.452,0.534,1.0,0.451,0.553
0.458,0.516,0.0,0.452,0.534
0.455,0.508,0.0,0.458,0.516
0.445,0.508,0.0,0.455,0.508
0.435,0.512,0.0,0.445,0.508
0.433,0.509,0.0,0.435,0.512
0.429,0.508,0.0,0.433,0.509
0.424,0.496,0.0,0.429,0.508
0.412,0.495,0.0,0.424,0.496
0.404,0.484,1.0,0.412,0.495
0.404,0.493,1.0,0.404,0.484
0.392,0.504,0.0,0.404,0.493
0.401,0.496,0.0,0.392,0.504
0.423,0.498,0.0,0.401,0.496
0.405,0.496,0.0,0.423,0.498
0.401,0.504,0.0,0.405,0.496
0.401,0.502,0.0,0.401,0.504
0.399,0.502,0.0,0.401,0.502
0.41,0.495,0.0,0.399,0.502
0.409,0.495,0.0,0.41,0.495
0.418,0.491,0.0,0.409,0.495
0.421,0.512,0.0,0.418,0.491
0.413,0.509,0.0,0.421,0.512
0.416,0.517,0.0,0.413,0.509
0.422,0.51,0.0,0.416,0.517
0.419,0.498,0.0,0.422,0.51
0.43,0.507,0.0,0.419,0.498
0.433,0.515,0.0,0.43,0.507
0.426,0.532,0.0,0.433,0.515
0.418,0.536,0.0,0.426,0.532
0.429,0.539,0.0,0.418,0.536
0.43,0.531,0.0,0.429,0.539
0.407,0.524,0.0,0.43,0.531
0.421,0.53,0.0,0.407,0.524
0.427,0.513,0.0,0.421,0.53
0.421,0.506,0.0,0.427,0.513
0.416,0.517,0.0,0.421,0.506
0.418,0.517,0.0,0.416,0.517
0.424,0.526,0.0,0.418,0.517
0.419,0.528,0.0,0.424,0.526
0.406,0.52,0.0,0.419,0.528
0.411,0.519,0.0,0.406,0.52
0.43,0.513,1.0,0.411,0.519
0.426,0.512,1.0,0.43,0.513
0.427,0.524,0.0,0.426,0.512
0.426,0.511,0.0,0.427,0.524
0.429,0.519,0.0,0.426,0.511
0.427,0.53,0.0,0.429,0.519
0.415,0.509,0.0,0.427,0.53
0.407,0.521,0.0,0.415,0.509
0.414,0.528,0.0,0.407,0.521
0.41,0.524,0.0,0.414,0.528
0.418,0.519,0.0,0.41,0.524
0.422,0.521,0.0,0.418,0.519
0.429,0.504,0.0,0.422,0.521
0.429,0.509,0.0,0.429,0.504
0.434,0.519,0.0,0.429,0.509
0.463,0.517,0.0,0.434,0.519
0.464,0.513,0.0,0.463,0.517
0.479,0.527,0.0,0.464,0.513
0.448,0.515,0.0,0.479,0.527
0.445,0.522,0.0,0.448,0.515
0.451,0.509,0.0,0.445,0.522
0.439,0.507,0.0,0.451,0.509
0.427,0.509,0.0,0.439,0.507
0.427,0.512,0.0,0.427,0.509
0.421,0.513,0.0,0.427,0.512
0.427,0.511,0.0,0.421,0.513
0.411,0.507,0.0,0.427,0.511
0.404,0.518,0.0,0.411,0.507
0.407,0.517,0.0,0.404,0.518
0.403,0.509,0.0,0.407,0.517
0.41,0.504,0.0,0.403,0.509
0.405,0.518,0.0,0.41,0.504
0.413,0.509,0.0,0.405,0.518
0.415,0.494,0.0,0.413,0.509
0.423,0.51,0.0,0.415,0.494
0.425,0.52,0.0,0.423,0.51
0.429,0.545,0.0,0.425,0.52
0.421,0.528,0.0,0.429,0.545
0.42,0.551,0.0,0.421,0.528
0.416,0.527,0.0,0.42,0.551
0.428,0.545,0.0,0.416,0.527
0.429,0.544,0.0,0.428,0.545
0.424,0.548,0.0,0.429,0.544
0.435,0.553,0.0,0.424,0.548
0.443,0.545,0.0,0.435,0.553
0.443,0.551,1.0,0.443,0.545
0.445,0.568,1.0,0.443,0.551
0.453,0.569,1.0,0.445,0.568
0.444,0.566,1.0,0.453,0.569
0.452,0.566,0.0,0.444,0.566
0.446,0.565,1.0,0.452,0.566
0.441,0.565,1.0,0.446,0.565
0.432,0.549,1.0,0.441,0.565
0.444,0.548,0.0,0.432,0.549
0.428,0.547,0.0,0.444,0.548
0.436,0.537,0.0,0.428,0.547
0.422,0.533,0.0,0.436,0.537
0.432,0.548,1.0,0.422,0.533
0.433,0.537,1.0,0.432,0.548
0.412,0.524,2.0,0.433,0.537
0.421,0.527,1.0,0.412,0.524
0.426,0.53,1.0,0.421,0.527
0.426,0.54,1.0,0.426,0.53
0.427,0.533,1.0,0.426,0.54
0.416,0.528,1.0,0.427,0.533
0.419,0.522,0.0,0.416,0.528
0.422,0.522,0.0,0.419,0.522
0.425,0.517,0.0,0.422,0.522
0.426,0.521,0.0,0.425,0.517
0.422,0.502,0.0,0.426,0.521
0.428,0.498,0.0,0.422,0.502
0.428,0.502,0.0,0.428,0.498
0.418,0.521,0.0,0.428,0.502
0.437,0.506,0.0,0.418,0.521
0.448,0.525,0.0,0.437,0.506
0.446,0.527,0.0,0.448,0.525
0.427,0.533,0.0,0.446,0.527
0.418,0.518,0.0,0.427,0.533
0.433,0.541,0.0,0.418,0.518
0.441,0.526,0.0,0.433,0.541
0.447,0.526,0.0,0.441,0.526
0.442,0.544,0.0,0.447,0.526
0.419,0.531,0.0,0.442,0.544
0.404,0.529,0.0,0.419,0.531
0.411,0.521,0.0,0.404,0.529
0.43,0.517,0.0,0.411,0.521
0.44,0.505,0.0,0.43,0.517
0.45,0.506,0.0,0.44,0.505
0.43,0.51,0.0,0.45,0.506
0.424,0.513,0.0,0.43,0.51
0.426,0.506,0.0,0.424,0.513
0.412,0.508,1.0,0.426,0.506
0.419,0.514,0.0,0.412,0.508
0.419,0.512,0.0,0.419,0.514
0.414,0.509,0.0,0.419,0.512
0.42,0.515,0.0,0.414,0.509
0.417,0.523,0.0,0.42,0.515
0.416,0.51,0.0,0.417,0.523
0.412,0.51,0.0,0.416,0.51
0.404,0.516,0.0,0.412,0.51
0.403,0.515,0.0,0.404,0.516
0.401,0.515,0.0,0.403,0.515
0.405,0.527,0.0,0.401,0.515
0.421,0.525,0.0,0.405,0.527
0.413,0.537,0.0,0.421,0.525
0.406,0.515,0.0,0.413,0.537
0.408,0.518,0.0,0.406,0.515
0.401,0.503,0.0,0.408,0.518
0.401,0.509,0.0,0.401,0.503
0.408,0.508,0.0,0.401,0.509
0.407,0.512,0.0,0.408,0.508
0.401,0.505,0.0,0.407,0.512
0.414,0.515,0.0,0.401,0.505
0.397,0.514,0.0,0.414,0.515
0.393,0.514,0.0,0.397,0.514
0.398,0.51,0.0,0.393,0.514
0.402,0.514,0.0,0.398,0.51
0.419,0.512,0.0,0.402,0.514
0.413,0.51,0.0,0.419,0.512
0.421,0.506,0.0,0.413,0.51
0.41,0.507,0.0,0.421,0.506
0.41,0.514,0.0,0.41,0.507
0.407,0.515,0.0,0.41,0.514
0.407,0.509,0.0,0.407,0.515
0.413,0.505,0.0,0.407,0.509
0.418,0.503,1.0,0.413,0.505
0.403,0.513,1.0,0.418,0.503
0.412,0.51,0.0,0.403,0.513
0.396,0.516,0.0,0.412,0.51
0.398,0.514,0.0,0.396,0.516
0.399,0.509,0.0,0.398,0.514
0.409,0.507,0.0,0.399,0.509
0.413,0.509,0.0,0.409,0.507
0.404,0.503,0.0,0.413,0.509
0.401,0.508,0.0,0.404,0.503
0.398,0.509,0.0,0.401,0.508
0.401,0.527,0.0,0.398,0.509
0.395,0.529,0.0,0.401,0.527
0.402,0.54,0.0,0.395,0.529
0.398,0.526,0.0,0.402,0.54
0.402,0.523,0.0,0.398,0.526
0.391,0.521,0.0,0.402,0.523
0.389,0.519,0.0,0.391,0.521
0.393,0.528,0.0,0.389,0.519
0.394,0.548,0.0,0.393,0.528
0.399,0.563,0.0,0.394,0.548
0.406,0.584,0.0,0.399,0.563
0.407,0.577,0.0,0.406,0.584
0.407,0.56,0.0,0.407,0.577
0.413,0.545,0.0,0.407,0.56
0.425,0.539,0.0,0.413,0.545
0.437,0.545,0.0,0.425,0.539
0.434,0.517,0.0,0.437,0.545
0.42,0.518,0.0,0.434,0.517
0.415,0.522,0.0,0.42,0.518
0.415,0.536,0.0,0.415,0.522
0.414,0.549,0.0,0.415,0.536
0.416,0.538,0.0,0.414,0.549
0.404,0.525,0.0,0.416,0.538
0.404,0.528,0.0,0.404,0.525
0.397,0.518,0.0,0.404,0.528
0.395,0.505,0.0,0.397,0.518
0.385,0.502,0.0,0.395,0.505
0.397,0.5,0.0,0.385,0.502
0.402,0.515,0.0,0.397,0.5
0.404,0.514,0.0,0.402,0.515
0.398,0.512,0.0,0.404,0.514
0.399,0.518,0.0,0.398,0.512
0.402,0.506,0.0,0.399,0.518
0.416,0.508,0.0,0.402,0.506
0.401,0.501,0.0,0.416,0.508
0.399,0.501,0.0,0.401,0.501
0.398,0.512,0.0,0.399,0.501
0.398,0.517,0.0,0.398,0.512
0.403,0.51,0.0,0.398,0.517
0.407,0.523,0.0,0.403,0.51
0.406,0.531,0.0,0.407,0.523
0.42,0.542,0.0,0.406,0.531
0.414,0.534,0.0,0.42,0.542
0.412,0.525,0.0,0.414,0.534
0.416,0.509,0.0,0.412,0.525
0.409,0.503,0.0,0.416,0.509
0.416,0.497,0.0,0.409,0.503
0.418,0.503,0.0,0.416,0.497
0.423,0.495,0.0,0.418,0.503
0.437,0.503,0.0,0.423,0.495
0.429,0.502,0.0,0.437,0.503
0.397,0.494,0.0,0.429,0.502
0.389,0.501,0.0,0.397,0.494
0.394,0.493,0.0,0.389,0.501
0.402,0.501,0.0,0.394,0.493
0.407,0.512,0.0,0.402,0.501
0.409,0.512,0.0,0.407,0.512
0.41,0.522,0.0,0.409,0.512
0.406,0.507,0.0,0.41,0.522
0.404,0.504,0.0,0.406,0.507
0.41,0.519,0.0,0.404,0.504
0.405,0.527,0.0,0.41,0.519
0.41,0.538,0.0,0.405,0.527
0.426,0.53,0.0,0.41,0.538
0.423,0.525,0.0,0.426,0.53
0.415,0.513,0.0,0.423,0.525
0.4,0.512,0.0,0.415,0.513
0.393,0.524,0.0,0.4,0.512
0.398,0.519,0.0,0.393,0.524
0.405,0.521,0.0,0.398,0.519
0.398,0.537,0.0,0.405,0.521
0.397,0.51,0.0,0.398,0.537
0.399,0.504,0.0,0.397,0.51
0.413,0.514,0.0,0.399,0.504
0.419,0.519,0.0,0.413,0.514
0.414,0.521,0.0,0.419,0.519
0.409,0.546,0.0,0.414,0.521
0.407,0.552,0.0,0.409,0.546
0.404,0.535,0.0,0.407,0.552
0.411,0.536,0.0,0.404,0.535
0.405,0.536,0.0,0.411,0.536
0.399,0.534,0.0,0.405,0.536
0.418,0.52,0.0,0.399,0.534
0.41,0.521,0.0,0.418,0.52
0.409,0.523,0.0,0.41,0.521
0.406,0.553,0.0,0.409,0.523
0.397,0.536,0.0,0.406,0.553
0.402,0.53,0.0,0.397,0.536
0.402,0.521,0.0,0.402,0.53
0.399,0.514,0.0,0.402,0.521
0.408,0.532,0.0,0.399,0.514
0.407,0.525,0.0,0.408,0.532
0.412,0.523,0.0,0.407,0.525
0.406,0.514,0.0,0.412,0.523
0.411,0.534,0.0,0.406,0.514
0.411,0.512,0.0,0.411,0.534
0.408,0.55,0.0,0.411,0.512
0.405,0.542,0.0,0.408,0.55
0.41,0.541,0.0,0.405,0.542
0.418,0.54,0.0,0.41,0.541
0.415,0.543,0.0,0.418,0.54
0.427,0.541,0.0,0.415,0.543
0.419,0.533,0.0,0.427,0.541
0.41,0.532,0.0,0.419,0.533
0.41,0.519,0.0,0.41,0.532
0.408,0.516,0.0,0.41,0.519
0.403,0.525,0.0,0.408,0.516
0.401,0.51,0.0,0.403,0.525
0.402,0.51,0.0,0.401,0.51
0.413,0.521,0.0,0.402,0.51
0.413,0.514,0.0,0.413,0.521
0.41,0.516,0.0,0.413,0.514
0.426,0.518,0.0,0.41,0.516
0.424,0.511,0.0,0.426,0.518
0.429,0.508,0.0,0.424,0.511
0.43,0.492,0.0,0.429,0.508
0.434,0.51,0.0,0.43,0.492
0.409,0.523,0.0,0.434,0.51
0.416,0.53,0.0,0.409,0.523
0.421,0.529,0.0,0.416,0.53
0.424,0.526,0.0,0.421,0.529
0.424,0.507,0.0,0.424,0.526
0.413,0.521,0.0,0.424,0.507
0.404,0.519,0.0,0.413,0.521
0.398,0.514,0.0,0.404,0.519
0.4,0.516,0.0,0.398,0.514
0.408,0.52,0.0,0.4,0.516
0.402,0.517,0.0,0.408,0.52
0.401,0.519,0.0,0.402,0.517
0.414,0.512,0.0,0.401,0.519
0.416,0.527,0.0,0.414,0.512
0.41,0.525,0.0,0.416,0.527
0.408,0.528,0.0,0.41,0.525
0.407,0.524,0.0,0.408,0.528
0.41,0.521,0.0,0.407,0.524
0.413,0.517,0.0,0.41,0.521
0.414,0.519,0.0,0.413,0.517
0.426,0.514,0.0,0.414,0.519
0.426,0.507,0.0,0.426,0.514
0.429,0.518,0.0,0.426,0.507
0.442,0.509,0.0,0.429,0.518
0.444,0.5,0.0,0.442,0.509
0.415,0.492,0.0,0.444,0.5
0.417,0.495,0.0,0.415,0.492
0.416,0.502,0.0,0.417,0.495
0.413,0.507,0.0,0.416,0.502
0.405,0.511,0.0,0.413,0.507
0.396,0.52,0.0,0.405,0.511
0.393,0.541,0.0,0.396,0.52
0.388,0.554,0.0,0.393,0.541
0.409,0.518,0.0,0.388,0.554
0.411,0.532,0.0,0.409,0.518
0.417,0.524,0.0,0.411,0.532
0.412,0.517,0.0,0.417,0.524
0.407,0.501,0.0,0.412,0.517
0.415,0.511,0.0,0.407,0.501
0.408,0.534,0.0,0.415,0.511
0.426,0.527,0.0,0.408,0.534
0.42,0.525,0.0,0.426,0.527
0.41,0.526,0.0,0.42,0.525
0.412,0.533,0.0,0.41,0.526
0.415,0.535,0.0,0.412,0.533
0.426,0.54,0.0,0.415,0.535
0.424,0.537,0.0,0.426,0.54
0.434,0.53,0.0,0.424,0.537
0.427,0.523,0.0,0.434,0.53
0.427,0.503,0.0,0.427,0.523
0.424,0.506,0.0,0.427,0.503
0.422,0.518,0.0,0.424,0.506
0.426,0.521,0.0,0.422,0.518
0.422,0.526,0.0,0.426,0.521
0.426,0.521,1.0,0.422,0.526
0.43,0.519,1.0,0.426,0.521
0.434,0.519,1.0,0.43,0.519
0.443,0.521,0.0,0.434,0.519
0.445,0.526,1.0,0.443,0.521
0.452,0.519,0.0,0.445,0.526
0.45,0.525,0.0,0.452,0.519
0.447,0.533,1.0,0.45,0.525
0.445,0.527,1.0,0.447,0.533
0.44,0.515,1.0,0.445,0.527
0.417,0.528,1.0,0.44,0.515
0.41,0.546,1.0,0.417,0.528
0.418,0.544,1.0,0.41,0.546
0.406,0.526,1.0,0.418,0.544
0.416,0.535,0.0,0.406,0.526
0.406,0.527,0.0,0.416,0.535
0.4,0.529,0.0,0.406,0.527
0.404,0.533,0.0,0.4,0.529
0.402,0.524,0.0,0.404,0.533
0.41,0.522,0.0,0.402,0.524
0.413,0.524,0.0,0.41,0.522
0.407,0.506,0.0,0.413,0.524
0.407,0.5,0.0,0.407,0.506
0.402,0.514,0.0,0.407,0.5
0.402,0.508,0.0,0.402,0.514
0.409,0.515,0.0,0.402,0.508
0.416,0.503,0.0,0.409,0.515
0.422,0.511,0.0,0.416,0.503
0.436,0.51,0.0,0.422,0.511
0.431,0.505,0.0,0.436,0.51
0.433,0.518,0.0,0.431,0.505
0.436,0.528,0.0,0.433,0.518
0.452,0.52,0.0,0.436,0.528
0.463,0.503,0.0,0.452,0.52
0.47,0.513,0.0,0.463,0.503
0.456,0.51,0.0,0.47,0.513
0.47,0.517,0.0,0.456,0.51
0.453,0.523,0.0,0.47,0.517
0.427,0.515,0.0,0.453,0.523
0.418,0.526,0.0,0.427,0.515
0.425,0.523,0.0,0.418,0.526
0.412,0.524,0.0,0.425,0.523
0.412,0.514,1.0,0.412,0.524
0.417,0.527,0.0,0.412,0.514
0.425,0.532,0.0,0.417,0.527
0.407,0.526,0.0,0.425,0.532
0.419,0.516,0.0,0.407,0.526
0.429,0.507,0.0,0.419,0.516
0.422,0.517,0.0,0.429,0.507
0.411,0.517,0.0,0.422,0.517
0.403,0.522,0.0,0.411,0.517
0.397,0.515,0.0,0.403,0.522
0.404,0.507,0.0,0.397,0.515
0.414,0.518,0.0,0.404,0.507
0.427,0.519,0.0,0.414,0.518
0.43,0.513,0.0,0.427,0.519
0.419,0.518,0.0,0.43,0.513
0.426,0.507,0.0,0.419,0.518
0.43,0.508,0.0,0.426,0.507
0.431,0.502,0.0,0.43,0.508
0.428,0.512,0.0,0.431,0.502
0.426,0.524,0.0,0.428,0.512
0.442,0.512,0.0,0.426,0.524
0.449,0.505,0.0,0.442,0.512
0.436,0.508,0.0,0.449,0.505
0.436,0.523,0.0,0.436,0.508
0.44,0.525,0.0,0.436,0.523
0.444,0.519,0.0,0.44,0.525
0.449,0.514,0.0,0.444,0.519
0.42,0.521,0.0,0.449,0.514
0.437,0.533,0.0,0.42,0.521
0.426,0.544,0.0,0.437,0.533
0.409,0.539,0.0,0.426,0.544
0.406,0.523,0.0,0.409,0.539
0.408,0.526,0.0,0.406,0.523
0.403,0.517,0.0,0.408,0.526
0.399,0.516,0.0,0.403,0.517
0.404,0.528,0.0,0.399,0.516
0.399,0.508,0.0,0.404,0.528
0.396,0.521,0.0,0.399,0.508
0.418,0.522,0.0,0.396,0.521
0.411,0.507,0.0,0.418,0.522
0.418,0.51,0.0,0.411,0.507
0.421,0.52,0.0,0.418,0.51
0.425,0.517,0.0,0.421,0.52
0.426,0.519,0.0,0.425,0.517
0.421,0.512,0.0,0.426,0.519
0.425,0.505,0.0,0.421,0.512
0.429,0.515,0.0,0.425,0.505
0.428,0.538,0.0,0.429,0.515
0.398,0.533,0.0,0.428,0.538
0.402,0.539,0.0,0.398,0.533
0.4,0.545,0.0,0.402,0.539
0.414,0.527,0.0,0.4,0.545
0.415,0.514,0.0,0.414,0.527
0.431,0.512,0.0,0.415,0.514
0.435,0.51,0.0,0.431,0.512
0.431,0.521,0.0,0.435,0.51
0.429,0.529,0.0,0.431,0.521
0.408,0.522,0.0,0.429,0.529
0.417,0.546,0.0,0.408,0.522
0.41,0.539,0.0,0.417,0.546
0.414,0.526,0.0,0.41,0.539
0.411,0.535,0.0,0.414,0.526
0.419,0.531,0.0,0.411,0.535
0.421,0.527,0.0,0.419,0.531
0.423,0.524,0.0,0.421,0.527
0.421,0.532,0.0,0.423,0.524
0.436,0.517,0.0,0.421,0.532
0.42,0.521,0.0,0.436,0.517
0.417,0.514,0.0,0.42,0.521
0.422,0.532,0.0,0.417,0.514
0.427,0.54,0.0,0.422,0.532
0.417,0.534,0.0,0.427,0.54
0.417,0.517,0.0,0.417,0.534
0.423,0.502,0.0,0.417,0.517
0.436,0.513,0.0,0.423,0.502
0.428,0.519,0.0,0.436,0.513
0.415,0.516,0.0,0.428,0.519
0.407,0.528,1.0,0.415,0.516
0.418,0.533,0.0,0.407,0.528
0.405,0.532,0.0,0.418,0.533
0.403,0.532,0.0,0.405,0.532
0.415,0.568,1.0,0.403,0.532
0.42,0.571,0.0,0.415,0.568
0.416,0.583,0.0,0.42,0.571
0.421,0.586,1.0,0.416,0.583
0.43,0.582,0.0,0.421,0.586
0.443,0.585,1.0,0.43,0.582
0.442,0.59,1.0,0.443,0.585
0.442,0.588,1.0,0.442,0.59
0.43,0.578,0.0,0.442,0.588
0.438,0.582,1.0,0.43,0.578
0.428,0.55,0.0,0.438,0.582
0.424,0.541,0.0,0.428,0.55
0.422,0.545,0.0,0.424,0.541
0.421,0.543,0.0,0.422,0.545
0.424,0.532,0.0,0.421,0.543
0.431,0.569,0.0,0.424,0.532
0.423,0.575,0.0,0.431,0.569
0.412,0.577,0.0,0.423,0.575
0.417,0.551,1.0,0.412,0.577
0.407,0.574,0.0,0.417,0.551
0.409,0.586,0.0,0.407,0.574
0.408,0.576,0.0,0.409,0.586
0.42,0.567,0.0,0.408,0.576
0.421,0.545,0.0,0.42,0.567
0.422,0.544,0.0,0.421,0.545
0.414,0.557,0.0,0.422,0.544
0.411,0.561,0.0,0.414,0.557
0.404,0.57,0.0,0.411,0.561
0.402,0.577,0.0,0.404,0.57
