90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.476,0.554,0.0,0.469,0.557
0.473,0.555,0.0,0.476,0.554
0.47,0.556,0.0,0.473,0.555
0.475,0.559,1.0,0.47,0.556
0.47,0.56,1.0,0.475,0.559
0.465,0.561,0.0,0.47,0.56
0.479,0.567,0.0,0.465,0.561
0.463,0.558,0.0,0.479,0.567
0.451,0.565,1.0,0.463,0.558
0.461,0.577,1.0,0.451,0.565
0.447,0.576,1.0,0.461,0.577
0.455,0.57,1.0,0.447,0.576
0.45,0.573,0.0,0.455,0.57
0.455,0.576,1.0,0.45,0.573
0.46,0.562,0.0,0.455,0.576
0.456,0.565,0.0,0.46,0.562
0.486,0.576,0.0,0.456,0.565
0.477,0.566,0.0,0.486,0.576
0.476,0.559,1.0,0.477,0.566
0.469,0.564,1.0,0.476,0.559
0.461,0.581,1.0,0.469,0.564
0.469,0.581,1.0,0.461,0.581
0.473,0.563,1.0,0.469,0.581
0.487,0.556,1.0,0.473,0.563
0.482,0.552,1.0,0.487,0.556
0.487,0.564,0.0,0.482,0.552
0.48,0.568,0.0,0.487,0.564
0.477,0.573,0.0,0.48,0.568
0.463,0.577,0.0,0.477,0.573
0.46,0.572,0.0,0.463,0.577
0.448,0.578,0.0,0.46,0.572
0.461,0.566,0.0,0.448,0.578
0.466,0.57,0.0,0.461,0.566
0.472,0.574,0.0,0.466,0.57
0.46,0.585,0.0,0.472,0.574
0.45,0.571,0.0,0.46,0.585
0.458,0.557,1.0,0.45,0.571
0.466,0.572,0.0,0.458,0.557
0.469,0.59,2.0,0.466,0.572
0.466,0.572,1.0,0.469,0.59
0.47,0.578,1.0,0.466,0.572
0.466,0.594,0.0,0.47,0.578
0.461,0.588,0.0,0.466,0.594
0.468,0.59,0.0,0.461,0.588
0.487,0.597,0.0,0.468,0.59
0.501,0.591,0.0,0.487,0.597
0.488,0.583,1.0,0.501,0.591
0.487,0.586,1.0,0.488,0.583
0.475,0.57,0.0,0.487,0.586
0.456,0.561,1.0,0.475,0.57
0.444,0.576,1.0,0.456,0.561
0.453,0.579,0.0,0.444,0.576
0.452,0.572,1.0,0.453,0.579
0.443,0.587,0.0,0.452,0.572
0.453,0.571,1.0,0.443,0.587
0.456,0.571,0.0,0.453,0.571
0.45,0.587,0.0,0.456,0.571
0.463,0.579,0.0,0.45,0.587
0.457,0.592,0.0,0.463,0.579
0.448,0.57,0.0,0.457,0.592
0.455,0.583,0.0,0.448,0.57
0.445,0.578,0.0,0.455,0.583
0.446,0.607,0.0,0.445,0.578
0.437,0.596,0.0,0.446,0.607
0.443,0.57,0.0,0.437,0.596
0.425,0.551,0.0,0.443,0.57
0.446,0.556,0.0,0.425,0.551
0.456,0.547,0.0,0.446,0.556
0.456,0.557,0.0,0.456,0.547
0.465,0.559,0.0,0.456,0.557
0.476,0.553,0.0,0.465,0.559
0.481,0.543,0.0,0.476,0.553
0.46,0.551,0.0,0.481,0.543
0.47,0.557,0.0,0.46,0.551
0.464,0.558,0.0,0.47,0.557
0.473,0.569,0.0,0.464,0.558
0.469,0.582,0.0,0.473,0.569
0.467,0.566,0.0,0.469,0.582
0.467,0.56,1.0,0.467,0.566
0.458,0.556,1.0,0.467,0.56
0.453,0.557,1.0,0.458,0.556
0.45,0.58,0.0,0.453,0.557
0.458,0.612,0.0,0.45,0.58
0.456,0.617,1.0,0.458,0.612
0.465,0.612,1.0,0.456,0.617
0.465,0.6,0.0,0.465,0.612
0.452,0.628,0.0,0.465,0.6
0.442,0.616,0.0,0.452,0.628
0.439,0.609,1.0,0.442,0.616
0.446,0.619,0.0,0.439,0.609
0.422,0.595,0.0,0.446,0.619
0.427,0.577,1.0,0.422,0.595
0.447,0.583,0.0,0.427,0.577
0.47,0.574,1.0,0.447,0.583
0.47,0.569,1.0,0.47,0.574
0.478,0.567,2.0,0.47,0.569
0.494,0.569,1.0,0.478,0.567
0.47,0.565,0.0,0.494,0.569
0.491,0.565,1.0,0.47,0.565
0.485,0.569,1.0,0.491,0.565
0.475,0.565,1.0,0.485,0.569
0.483,0.561,1.0,0.475,0.565
0.48,0.566,0.0,0.483,0.561
0.48,0.565,0.0,0.48,0.566
0.46,0.577,0.0,0.48,0.565
0.464,0.594,0.0,0.46,0.577
0.456,0.596,0.0,0.464,0.594
0.459,0.599,0.0,0.456,0.596
0.458,0.611,0.0,0.459,0.599
0.458,0.628,1.0,0.458,0.611
0.469,0.607,1.0,0.458,0.628
0.471,0.592,1.0,0.469,0.607
0.47,0.585,1.0,0.471,0.592
0.48,0.588,1.0,0.47,0.585
0.475,0.586,1.0,0.48,0.588
0.486,0.583,1.0,0.475,0.586
0.479,0.607,1.0,0.486,0.583
0.485,0.614,2.0,0.479,0.607
0.508,0.61,2.0,0.485,0.614
0.488,0.6,1.0,0.508,0.61
0.475,0.606,1.0,0.488,0.6
0.474,0.58,1.0,0.475,0.606
0.461,0.594,2.0,0.474,0.58
0.453,0.567,2.0,0.461,0.594
0.46,0.563,2.0,0.453,0.567
0.453,0.562,1.0,0.46,0.563
0.456,0.564,1.0,0.453,0.562
0.453,0.57,1.0,0.456,0.564
0.448,0.558,1.0,0.453,0.57
0.448,0.557,1.0,0.448,0.558
0.447,0.551,0.0,0.448,0.557
0.455,0.571,0.0,0.447,0.551
0.447,0.579,0.0,0.455,0.571
0.452,0.589,0.0,0.447,0.579
0.474,0.584,0.0,0.452,0.589
0.473,0.565,1.0,0.474,0.584
0.471,0.558,0.0,0.473,0.565
0.478,0.573,1.0,0.471,0.558
0.479,0.574,1.0,0.478,0.573
0.482,0.587,1.0,0.479,0.574
0.481,0.577,1.0,0.482,0.587
0.481,0.579,2.0,0.481,0.577
0.467,0.591,1.0,0.481,0.579
0.475,0.585,0.0,0.467,0.591
0.46,0.575,0.0,0.475,0.585
0.455,0.581,1.0,0.46,0.575
0.454,0.578,1.0,0.455,0.581
0.464,0.571,1.0,0.454,0.578
0.464,0.568,0.0,0.464,0.571
0.479,0.57,0.0,0.464,0.568
0.469,0.57,0.0,0.479,0.57
0.46,0.588,0.0,0.469,0.57
0.467,0.581,0.0,0.46,0.588
0.469,0.589,0.0,0.467,0.581
0.458,0.586,0.0,0.469,0.589
0.466,0.574,0.0,0.458,0.586
0.465,0.564,0.0,0.466,0.574
0.47,0.564,0.0,0.465,0.564
0.478,0.574,0.0,0.47,0.564
0.479,0.572,0.0,0.478,0.574
0.475,0.578,1.0,0.479,0.572
0.475,0.574,1.0,0.475,0.578
0.474,0.579,1.0,0.475,0.574
0.479,0.59,1.0,0.474,0.579
0.48,0.591,1.0,0.479,0.59
0.459,0.586,1.0,0.48,0.591
0.472,0.575,2.0,0.459,0.586
0.495,0.574,1.0,0.472,0.575
0.467,0.586,1.0,0.495,0.574
0.454,0.575,1.0,0.467,0.586
0.471,0.571,1.0,0.454,0.575
0.462,0.579,1.0,0.471,0.571
0.467,0.571,1.0,0.462,0.579
0.481,0.563,1.0,0.467,0.571
0.509,0.561,0.0,0.481,0.563
0.511,0.556,0.0,0.509,0.561
0.507,0.575,0.0,0.511,0.556
0.498,0.557,0.0,0.507,0.575
0.495,0.567,0.0,0.498,0.557
0.502,0.57,0.0,0.495,0.567
0.5,0.558,0.0,0.502,0.57
0.491,0.568,0.0,0.5,0.558
0.45,0.575,0.0,0.491,0.568
0.458,0.581,0.0,0.45,0.575
0.452,0.586,0.0,0.458,0.581
0.454,0.573,1.0,0.452,0.586
0.468,0.566,0.0,0.454,0.573
0.472,0.564,1.0,0.468,0.566
0.451,0.581,0.0,0.472,0.564
0.462,0.575,0.0,0.451,0.581
0.466,0.569,0.0,0.462,0.575
0.478,0.562,0.0,0.466,0.569
0.453,0.564,0.0,0.478,0.562
0.455,0.567,0.0,0.453,0.564
0.458,0.572,0.0,0.455,0.567
0.443,0.558,0.0,0.458,0.572
0.455,0.572,1.0,0.443,0.558
0.449,0.562,1.0,0.455,0.572
0.433,0.58,1.0,0.449,0.562
0.438,0.576,0.0,0.433,0.58
0.438,0.592,0.0,0.438,0.576
0.434,0.582,0.0,0.438,0.592
0.445,0.588,1.0,0.434,0.582
0.45,0.595,0.0,0.445,0.588
0.457,0.57,0.0,0.45,0.595
0.461,0.573,0.0,0.457,0.57
0.443,0.586,0.0,0.461,0.573
0.453,0.586,0.0,0.443,0.586
0.446,0.585,0.0,0.453,0.586
0.443,0.591,0.0,0.446,0.585
0.441,0.581,0.0,0.443,0.591
0.453,0.579,0.0,0.441,0.581
0.447,0.598,0.0,0.453,0.579
0.445,0.584,0.0,0.447,0.598
0.448,0.583,1.0,0.445,0.584
0.459,0.583,1.0,0.448,0.583
0.448,0.555,0.0,0.459,0.583
0.451,0.557,0.0,0.448,0.555
0.464,0.566,0.0,0.451,0.557
0.465,0.577,1.0,0.464,0.566
0.462,0.575,1.0,0.465,0.577
0.469,0.564,0.0,0.462,0.575
0.46,0.563,1.0,0.469,0.564
0.474,0.557,1.0,0.46,0.563
0.465,0.559,0.0,0.474,0.557
0.475,0.569,0.0,0.465,0.559
0.465,0.571,1.0,0.475,0.569
0.46,0.57,1.0,0.465,0.571
0.443,0.57,1.0,0.46,0.57
0.454,0.578,1.0,0.443,0.57
0.457,0.579,0.0,0.454,0.578
0.451,0.572,0.0,0.457,0.579
0.455,0.577,0.0,0.451,0.572
0.463,0.582,0.0,0.455,0.577
0.464,0.595,0.0,0.463,0.582
0.465,0.593,0.0,0.464,0.595
0.457,0.585,0.0,0.465,0.593
0.47,0.589,1.0,0.457,0.585
0.466,0.583,2.0,0.47,0.589
0.466,0.564,2.0,0.466,0.583
0.478,0.559,2.0,0.466,0.564
0.48,0.568,2.0,0.478,0.559
0.475,0.566,2.0,0.48,0.568
0.473,0.556,2.0,0.475,0.566
0.475,0.567,2.0,0.473,0.556
0.479,0.561,0.0,0.475,0.567
0.477,0.58,1.0,0.479,0.561
0.475,0.597,2.0,0.477,0.58
0.47,0.603,1.0,0.475,0.597
0.466,0.63,0.0,0.47,0.603
0.461,0.615,0.0,0.466,0.63
0.465,0.587,0.0,0.461,0.615
0.478,0.572,0.0,0.465,0.587
0.473,0.564,1.0,0.478,0.572
0.465,0.563,1.0,0.473,0.564
0.458,0.556,0.0,0.465,0.563
0.468,0.55,1.0,0.458,0.556
0.48,0.553,1.0,0.468,0.55
0.486,0.556,0.0,0.48,0.553
0.481,0.551,0.0,0.486,0.556
0.462,0.551,0.0,0.481,0.551
0.468,0.547,0.0,0.462,0.551
0.472,0.551,0.0,0.468,0.547
0.458,0.565,0.0,0.472,0.551
0.465,0.569,0.0,0.458,0.565
0.477,0.576,1.0,0.465,0.569
0.478,0.565,1.0,0.477,0.576
0.464,0.57,1.0,0.478,0.565
0.459,0.568,0.0,0.464,0.57
0.46,0.552,0.0,0.459,0.568
0.461,0.564,0.0,0.46,0.552
0.454,0.57,0.0,0.461,0.564
0.46,0.578,1.0,0.454,0.57
0.445,0.576,0.0,0.46,0.578
0.448,0.575,0.0,0.445,0.576
0.448,0.575,0.0,0.448,0.575
0.459,0.564,0.0,0.448,0.575
0.456,0.563,0.0,0.459,0.564
0.473,0.579,0.0,0.456,0.563
0.484,0.584,0.0,0.473,0.579
0.497,0.581,1.0,0.484,0.584
0.497,0.588,1.0,0.497,0.581
0.505,0.582,1.0,0.497,0.588
0.495,0.581,1.0,0.505,0.582
0.495,0.593,0.0,0.495,0.581
0.487,0.598,0.0,0.495,0.593
0.473,0.566,0.0,0.487,0.598
0.47,0.566,0.0,0.473,0.566
0.454,0.572,1.0,0.47,0.566
0.48,0.559,1.0,0.454,0.572
0.468,0.555,1.0,0.48,0.559
0.48,0.553,1.0,0.468,0.555
0.469,0.556,0.0,0.48,0.553
0.465,0.565,1.0,0.469,0.556
0.468,0.574,0.0,0.465,0.565
0.461,0.592,0.0,0.468,0.574
0.462,0.593,0.0,0.461,0.592
0.451,0.591,2.0,0.462,0.593
0.458,0.588,1.0,0.451,0.591
0.464,0.587,1.0,0.458,0.588
0.465,0.577,1.0,0.464,0.587
0.451,0.596,1.0,0.465,0.577
0.449,0.574,1.0,0.451,0.596
0.465,0.566,2.0,0.449,0.574
0.458,0.558,1.0,0.465,0.566
0.45,0.56,2.0,0.458,0.558
0.454,0.564,2.0,0.45,0.56
0.457,0.556,1.0,0.454,0.564
0.467,0.581,0.0,0.457,0.556
0.461,0.579,0.0,0.467,0.581
0.476,0.56,1.0,0.461,0.579
0.462,0.559,0.0,0.476,0.56
0.464,0.572,0.0,0.462,0.559
0.485,0.567,0.0,0.464,0.572
0.461,0.569,0.0,0.485,0.567
0.467,0.568,0.0,0.461,0.569
