90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.428,0.503,0.0,0.435,0.501
0.442,0.508,0.0,0.428,0.503
0.432,0.533,0.0,0.442,0.508
0.435,0.528,0.0,0.432,0.533
0.441,0.537,0.0,0.435,0.528
0.436,0.544,0.0,0.441,0.537
0.453,0.541,0.0,0.436,0.544
0.449,0.539,0.0,0.453,0.541
0.441,0.546,0.0,0.449,0.539
0.444,0.539,0.0,0.441,0.546
0.449,0.554,0.0,0.444,0.539
0.443,0.548,0.0,0.449,0.554
0.43,0.548,0.0,0.443,0.548
0.432,0.558,0.0,0.43,0.548
0.423,0.537,0.0,0.432,0.558
0.42,0.525,0.0,0.423,0.537
0.418,0.534,0.0,0.42,0.525
0.415,0.534,0.0,0.418,0.534
0.41,0.529,0.0,0.415,0.534
0.417,0.548,0.0,0.41,0.529
0.423,0.53,0.0,0.417,0.548
0.424,0.542,0.0,0.423,0.53
0.427,0.551,0.0,0.424,0.542
0.42,0.547,0.0,0.427,0.551
0.418,0.55,0.0,0.42,0.547
0.43,0.563,0.0,0.418,0.55
0.425,0.548,0.0,0.43,0.563
0.433,0.541,0.0,0.425,0.548
0.429,0.526,0.0,0.433,0.541
0.43,0.516,0.0,0.429,0.526
0.425,0.518,0.0,0.43,0.516
0.426,0.527,0.0,0.425,0.518
0.436,0.532,0.0,0.426,0.527
0.435,0.534,0.0,0.436,0.532
0.423,0.522,0.0,0.435,0.534
0.431,0.53,0.0,0.423,0.522
0.434,0.519,0.0,0.431,0.53
0.428,0.543,0.0,0.434,0.519
0.432,0.58,0.0,0.428,0.543
0.435,0.565,0.0,0.432,0.58
0.419,0.552,0.0,0.435,0.565
0.419,0.556,0.0,0.419,0.552
0.433,0.548,0.0,0.419,0.556
0.439,0.536,0.0,0.433,0.548
0.445,0.534,0.0,0.439,0.536
0.445,0.54,1.0,0.445,0.534
0.44,0.53,1.0,0.445,0.54
0.439,0.532,1.0,0.44,0.53
0.438,0.548,1.0,0.439,0.532
0.439,0.55,1.0,0.438,0.548
0.434,0.542,1.0,0.439,0.55
0.437,0.524,2.0,0.434,0.542
0.435,0.526,2.0,0.437,0.524
0.419,0.526,1.0,0.435,0.526
0.43,0.526,0.0,0.419,0.526
0.425,0.534,0.0,0.43,0.526
0.433,0.528,0.0,0.425,0.534
0.429,0.534,0.0,0.433,0.528
0.437,0.538,0.0,0.429,0.534
0.44,0.546,0.0,0.437,0.538
0.44,0.545,0.0,0.44,0.546
0.43,0.559,0.0,0.44,0.545
0.438,0.559,0.0,0.43,0.559
0.434,0.547,0.0,0.438,0.559
0.439,0.548,0.0,0.434,0.547
0.433,0.57,0.0,0.439,0.548
0.431,0.545,0.0,0.433,0.57
0.431,0.544,0.0,0.431,0.545
0.43,0.559,0.0,0.431,0.544
0.428,0.559,0.0,0.43,0.559
0.433,0.562,0.0,0.428,0.559
0.434,0.568,0.0,0.433,0.562
0.446,0.545,0.0,0.434,0.568
0.449,0.546,0.0,0.446,0.545
0.466,0.565,0.0,0.449,0.546
0.443,0.543,0.0,0.466,0.565
0.442,0.557,0.0,0.443,0.543
0.436,0.558,0.0,0.442,0.557
0.43,0.54,0.0,0.436,0.558
0.418,0.547,0.0,0.43,0.54
0.421,0.551,0.0,0.418,0.547
0.426,0.544,0.0,0.421,0.551
0.433,0.539,0.0,0.426,0.544
0.42,0.526,0.0,0.433,0.539
0.423,0.538,0.0,0.42,0.526
0.429,0.531,0.0,0.423,0.538
0.418,0.53,0.0,0.429,0.531
0.418,0.535,0.0,0.418,0.53
0.418,0.534,0.0,0.418,0.535
0.41,0.519,0.0,0.418,0.534
0.416,0.534,0.0,0.41,0.519
0.415,0.535,0.0,0.416,0.534
0.406,0.535,0.0,0.415,0.535
0.406,0.527,0.0,0.406,0.535
0.412,0.532,0.0,0.406,0.527
0.421,0.537,0.0,0.412,0.532
0.417,0.529,0.0,0.421,0.537
0.418,0.544,0.0,0.417,0.529
0.422,0.546,0.0,0.418,0.544
0.424,0.537,0.0,0.422,0.546
0.423,0.524,0.0,0.424,0.537
0.433,0.533,0.0,0.423,0.524
0.426,0.539,0.0,0.433,0.533
0.434,0.547,0.0,0.426,0.539
0.433,0.528,0.0,0.434,0.547
0.429,0.524,0.0,0.433,0.528
0.438,0.534,0.0,0.429,0.524
0.441,0.531,0.0,0.438,0.534
0.448,0.526,0.0,0.441,0.531
0.431,0.541,0.0,0.448,0.526
0.427,0.541,0.0,0.431,0.541
0.418,0.538,0.0,0.427,0.541
0.428,0.54,0.0,0.418,0.538
0.434,0.548,0.0,0.428,0.54
0.441,0.539,0.0,0.434,0.548
0.445,0.547,0.0,0.441,0.539
0.444,0.538,0.0,0.445,0.547
0.426,0.539,0.0,0.444,0.538
0.434,0.538,0.0,0.426,0.539
0.448,0.532,0.0,0.434,0.538
0.441,0.517,0.0,0.448,0.532
0.44,0.526,0.0,0.441,0.517
0.43,0.545,0.0,0.44,0.526
0.437,0.521,0.0,0.43,0.545
0.409,0.51,0.0,0.437,0.521
0.416,0.517,0.0,0.409,0.51
0.408,0.512,0.0,0.416,0.517
0.42,0.516,0.0,0.408,0.512
0.42,0.526,0.0,0.42,0.516
0.412,0.522,0.0,0.42,0.526
0.413,0.507,0.0,0.412,0.522
0.411,0.505,0.0,0.413,0.507
0.425,0.508,0.0,0.411,0.505
0.425,0.516,0.0,0.425,0.508
0.424,0.53,0.0,0.425,0.516
0.424,0.526,0.0,0.424,0.53
0.413,0.546,0.0,0.424,0.526
0.417,0.527,0.0,0.413,0.546
0.413,0.528,0.0,0.417,0.527
0.418,0.519,0.0,0.413,0.528
0.42,0.53,0.0,0.418,0.519
0.421,0.523,0.0,0.42,0.53
0.443,0.524,0.0,0.421,0.523
0.43,0.522,0.0,0.443,0.524
0.427,0.538,0.0,0.43,0.522
0.421,0.535,0.0,0.427,0.538
0.426,0.546,0.0,0.421,0.535
0.426,0.555,0.0,0.426,0.546
0.423,0.532,0.0,0.426,0.555
0.42,0.544,0.0,0.423,0.532
0.425,0.539,0.0,0.42,0.544
0.416,0.545,0.0,0.425,0.539
0.404,0.552,0.0,0.416,0.545
0.401,0.571,0.0,0.404,0.552
0.398,0.562,0.0,0.401,0.571
0.409,0.562,0.0,0.398,0.562
0.418,0.558,0.0,0.409,0.562
0.428,0.561,0.0,0.418,0.558
0.435,0.556,0.0,0.428,0.561
0.431,0.563,0.0,0.435,0.556
0.45,0.557,0.0,0.431,0.563
0.463,0.574,0.0,0.45,0.557
0.474,0.564,0.0,0.463,0.574
0.482,0.564,0.0,0.474,0.564
0.488,0.573,0.0,0.482,0.564
0.466,0.556,0.0,0.488,0.573
0.465,0.563,0.0,0.466,0.556
0.445,0.549,0.0,0.465,0.563
0.439,0.539,0.0,0.445,0.549
0.446,0.534,0.0,0.439,0.539
0.425,0.522,0.0,0.446,0.534
0.433,0.534,0.0,0.425,0.522
0.426,0.53,0.0,0.433,0.534
0.441,0.525,0.0,0.426,0.53
0.434,0.519,0.0,0.441,0.525
0.446,0.515,0.0,0.434,0.519
0.427,0.509,0.0,0.446,0.515
0.424,0.524,0.0,0.427,0.509
0.431,0.515,0.0,0.424,0.524
0.435,0.534,0.0,0.431,0.515
0.436,0.541,0.0,0.435,0.534
0.433,0.545,0.0,0.436,0.541
0.436,0.529,0.0,0.433,0.545
0.437,0.541,0.0,0.436,0.529
0.44,0.56,0.0,0.437,0.541
0.435,0.571,0.0,0.44,0.56
0.457,0.563,0.0,0.435,0.571
0.457,0.554,0.0,0.457,0.563
0.453,0.566,0.0,0.457,0.554
0.442,0.561,0.0,0.453,0.566
0.436,0.574,0.0,0.442,0.561
0.432,0.602,0.0,0.436,0.574
0.452,0.593,0.0,0.432,0.602
0.429,0.589,0.0,0.452,0.593
0.423,0.58,0.0,0.429,0.589
0.415,0.562,0.0,0.423,0.58
0.427,0.561,0.0,0.415,0.562
0.423,0.554,0.0,0.427,0.561
0.416,0.55,1.0,0.423,0.554
0.42,0.556,1.0,0.416,0.55
0.425,0.547,0.0,0.42,0.556
0.436,0.554,0.0,0.425,0.547
0.435,0.54,0.0,0.436,0.554
0.441,0.534,0.0,0.435,0.54
0.444,0.537,0.0,0.441,0.534
0.441,0.54,0.0,0.444,0.537
0.427,0.561,0.0,0.441,0.54
0.427,0.558,0.0,0.427,0.561
0.425,0.565,0.0,0.427,0.558
0.425,0.534,0.0,0.425,0.565
0.434,0.528,0.0,0.425,0.534
0.435,0.531,0.0,0.434,0.528
0.429,0.527,0.0,0.435,0.531
0.424,0.533,0.0,0.429,0.527
0.427,0.527,0.0,0.424,0.533
0.423,0.526,0.0,0.427,0.527
0.421,0.518,0.0,0.423,0.526
0.422,0.51,0.0,0.421,0.518
0.421,0.528,0.0,0.422,0.51
0.441,0.528,0.0,0.421,0.528
0.454,0.518,0.0,0.441,0.528
0.445,0.534,0.0,0.454,0.518
0.436,0.538,0.0,0.445,0.534
0.428,0.554,0.0,0.436,0.538
0.423,0.556,0.0,0.428,0.554
0.417,0.573,0.0,0.423,0.556
0.417,0.59,0.0,0.417,0.573
0.432,0.576,0.0,0.417,0.59
0.436,0.57,0.0,0.432,0.576
0.436,0.559,0.0,0.436,0.57
0.436,0.558,0.0,0.436,0.559
0.41,0.54,0.0,0.436,0.558
0.418,0.525,0.0,0.41,0.54
0.423,0.543,0.0,0.418,0.525
0.447,0.529,0.0,0.423,0.543
0.454,0.517,0.0,0.447,0.529
0.449,0.517,0.0,0.454,0.517
0.445,0.528,0.0,0.449,0.517
0.445,0.533,0.0,0.445,0.528
0.443,0.529,0.0,0.445,0.533
0.438,0.521,0.0,0.443,0.529
0.438,0.532,0.0,0.438,0.521
0.429,0.538,0.0,0.438,0.532
0.426,0.544,0.0,0.429,0.538
0.431,0.542,0.0,0.426,0.544
0.437,0.54,0.0,0.431,0.542
0.43,0.538,0.0,0.437,0.54
0.433,0.532,0.0,0.43,0.538
0.429,0.529,0.0,0.433,0.532
0.425,0.538,0.0,0.429,0.529
0.428,0.544,0.0,0.425,0.538
0.425,0.534,0.0,0.428,0.544
0.431,0.538,0.0,0.425,0.534
0.432,0.538,0.0,0.431,0.538
0.433,0.537,0.0,0.432,0.538
0.446,0.539,0.0,0.433,0.537
0.442,0.539,0.0,0.446,0.539
0.436,0.536,0.0,0.442,0.539
0.436,0.55,0.0,0.436,0.536
0.453,0.548,0.0,0.436,0.55
0.447,0.566,0.0,0.453,0.548
0.448,0.564,0.0,0.447,0.566
0.451,0.554,0.0,0.448,0.564
0.458,0.565,0.0,0.451,0.554
0.454,0.545,0.0,0.458,0.565
0.433,0.533,0.0,0.454,0.545
0.43,0.541,0.0,0.433,0.533
0.421,0.54,0.0,0.43,0.541
0.424,0.534,0.0,0.421,0.54
0.42,0.534,0.0,0.424,0.534
0.428,0.54,0.0,0.42,0.534
0.407,0.523,0.0,0.428,0.54
0.417,0.525,0.0,0.407,0.523
0.407,0.53,0.0,0.417,0.525
0.41,0.538,0.0,0.407,0.53
0.435,0.528,0.0,0.41,0.538
0.436,0.528,0.0,0.435,0.528
0.417,0.535,0.0,0.436,0.528
0.42,0.554,0.0,0.417,0.535
0.422,0.555,0.0,0.42,0.554
0.425,0.535,0.0,0.422,0.555
0.418,0.519,0.0,0.425,0.535
0.425,0.519,0.0,0.418,0.519
0.428,0.52,0.0,0.425,0.519
0.418,0.524,0.0,0.428,0.52
0.419,0.535,0.0,0.418,0.524
0.41,0.536,0.0,0.419,0.535
0.421,0.532,0.0,0.41,0.536
0.409,0.538,0.0,0.421,0.532
0.412,0.569,0.0,0.409,0.538
0.408,0.547,0.0,0.412,0.569
0.411,0.541,0.0,0.408,0.547
0.414,0.537,0.0,0.411,0.541
0.409,0.55,0.0,0.414,0.537
0.419,0.571,0.0,0.409,0.55
0.421,0.579,0.0,0.419,0.571
0.418,0.568,0.0,0.421,0.579
0.429,0.558,0.0,0.418,0.568
0.424,0.576,0.0,0.429,0.558
0.423,0.557,0.0,0.424,0.576
0.436,0.567,0.0,0.423,0.557
0.437,0.548,0.0,0.436,0.567
0.431,0.542,0.0,0.437,0.548
0.424,0.53,0.0,0.431,0.542
0.415,0.528,0.0,0.424,0.53
0.409,0.534,0.0,0.415,0.528
0.408,0.538,0.0,0.409,0.534
0.412,0.543,0.0,0.408,0.538
0.416,0.543,0.0,0.412,0.543
0.424,0.546,0.0,0.416,0.543
0.425,0.552,0.0,0.424,0.546
0.432,0.549,0.0,0.425,0.552
0.429,0.544,0.0,0.432,0.549
0.444,0.557,0.0,0.429,0.544
0.459,0.566,0.0,0.444,0.557
0.466,0.565,0.0,0.459,0.566
0.467,0.564,1.0,0.466,0.565
0.467,0.577,2.0,0.467,0.564
0.45,0.577,2.0,0.467,0.577
0.444,0.566,2.0,0.45,0.577
0.449,0.555,2.0,0.444,0.566
0.448,0.564,2.0,0.449,0.555
0.463,0.581,1.0,0.448,0.564
0.476,0.578,0.0,0.463,0.581
0.487,0.571,0.0,0.476,0.578
0.489,0.586,1.0,0.487,0.571
0.494,0.591,1.0,0.489,0.586
0.478,0.592,0.0,0.494,0.591
0.477,0.586,0.0,0.478,0.592
0.483,0.587,1.0,0.477,0.586
0.473,0.572,0.0,0.483,0.587
0.477,0.586,1.0,0.473,0.572
0.457,0.586,1.0,0.477,0.586
0.463,0.593,1.0,0.457,0.586
0.45,0.576,2.0,0.463,0.593
0.479,0.583,2.0,0.45,0.576
0.476,0.587,1.0,0.479,0.583
0.5,0.592,1.0,0.476,0.587
0.508,0.586,0.0,0.5,0.592
0.512,0.594,1.0,0.508,0.586
0.49,0.587,1.0,0.512,0.594
0.489,0.574,1.0,0.49,0.587
0.497,0.578,0.0,0.489,0.574
0.499,0.576,0.0,0.497,0.578
0.487,0.575,0.0,0.499,0.576
0.48,0.579,0.0,0.487,0.575
0.479,0.571,1.0,0.48,0.579
0.465,0.571,1.0,0.479,0.571
0.469,0.562,2.0,0.465,0.571
0.473,0.578,2.0,0.469,0.562
0.468,0.556,1.0,0.473,0.578
0.476,0.573,1.0,0.468,0.556
0.471,0.579,1.0,0.476,0.573
0.478,0.593,1.0,0.471,0.579
0.491,0.572,1.0,0.478,0.593
0.488,0.567,1.0,0.491,0.572
0.475,0.563,0.0,0.488,0.567
0.463,0.575,1.0,0.475,0.563
0.46,0.568,1.0,0.463,0.575
0.445,0.563,1.0,0.46,0.568
0.43,0.554,1.0,0.445,0.563
0.435,0.569,0.0,0.43,0.554
0.431,0.561,0.0,0.435,0.569
0.434,0.55,0.0,0.431,0.561
0.437,0.55,0.0,0.434,0.55
0.442,0.565,0.0,0.437,0.55
0.459,0.579,0.0,0.442,0.565
0.485,0.572,0.0,0.459,0.579
0.493,0.555,0.0,0.485,0.572
0.495,0.57,2.0,0.493,0.555
0.493,0.579,0.0,0.495,0.57
0.489,0.572,2.0,0.493,0.579
0.474,0.563,2.0,0.489,0.572
0.469,0.559,2.0,0.474,0.563
0.463,0.564,2.0,0.469,0.559
0.461,0.553,2.0,0.463,0.564
0.467,0.554,2.0,0.461,0.553
0.455,0.571,1.0,0.467,0.554
0.46,0.56,0.0,0.455,0.571
0.456,0.56,0.0,0.46,0.56
0.473,0.58,0.0,0.456,0.56
0.465,0.573,0.0,0.473,0.58
0.464,0.571,0.0,0.465,0.573
0.462,0.568,1.0,0.464,0.571
0.459,0.573,0.0,0.462,0.568
0.462,0.573,0.0,0.459,0.573
0.465,0.569,0.0,0.462,0.573
0.457,0.556,0.0,0.465,0.569
0.461,0.556,0.0,0.457,0.556
0.46,0.569,0.0,0.461,0.556
0.448,0.57,0.0,0.46,0.569
0.453,0.567,0.0,0.448,0.57
0.477,0.583,0.0,0.453,0.567
0.475,0.575,0.0,0.477,0.583
0.461,0.571,0.0,0.475,0.575
0.461,0.562,0.0,0.461,0.571
0.469,0.551,0.0,0.461,0.562
0.467,0.549,0.0,0.469,0.551
0.47,0.557,0.0,0.467,0.549
0.466,0.556,0.0,0.47,0.557
0.465,0.579,1.0,0.466,0.556
0.464,0.566,1.0,0.465,0.579
0.468,0.564,1.0,0.464,0.566
0.475,0.556,1.0,0.468,0.564
0.488,0.553,0.0,0.475,0.556
0.483,0.554,0.0,0.488,0.553
0.496,0.55,0.0,0.483,0.554
0.493,0.553,0.0,0.496,0.55
0.51,0.556,1.0,0.493,0.553
0.516,0.559,1.0,0.51,0.556
0.503,0.566,1.0,0.516,0.559
0.497,0.58,1.0,0.503,0.566
0.494,0.577,1.0,0.497,0.58
0.474,0.579,0.0,0.494,0.577
0.467,0.584,1.0,0.474,0.579
0.468,0.571,1.0,0.467,0.584
0.482,0.577,1.0,0.468,0.571
0.483,0.568,2.0,0.482,0.577
0.472,0.56,2.0,0.483,0.568
0.463,0.566,2.0,0.472,0.56
0.463,0.555,2.0,0.463,0.566
0.451,0.567,1.0,0.463,0.555
0.448,0.56,2.0,0.451,0.567
0.452,0.563,1.0,0.448,0.56
0.445,0.556,0.0,0.452,0.563
0.45,0.561,0.0,0.445,0.556
0.45,0.567,0.0,0.45,0.561
0.46,0.562,0.0,0.45,0.567
0.448,0.573,0.0,0.46,0.562
0.454,0.583,0.0,0.448,0.573
0.453,0.581,0.0,0.454,0.583
0.463,0.571,1.0,0.453,0.581
0.473,0.568,1.0,0.463,0.571
0.467,0.582,1.0,0.473,0.568
0.468,0.582,0.0,0.467,0.582
0.463,0.58,0.0,0.468,0.582
0.469,0.557,0.0,0.463,0.58
