90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.435,0.524,0.0,0.428,0.528
0.432,0.541,0.0,0.435,0.524
0.442,0.538,0.0,0.432,0.541
0.425,0.532,0.0,0.442,0.538
0.439,0.53,0.0,0.425,0.532
0.434,0.523,1.0,0.439,0.53
0.431,0.517,0.0,0.434,0.523
0.437,0.537,0.0,0.431,0.517
0.427,0.546,0.0,0.437,0.537
0.437,0.535,0.0,0.427,0.546
0.44,0.539,0.0,0.437,0.535
0.431,0.525,0.0,0.44,0.539
0.434,0.527,0.0,0.431,0.525
0.44,0.53,0.0,0.434,0.527
0.427,0.532,0.0,0.44,0.53
0.421,0.53,0.0,0.427,0.532
0.418,0.538,0.0,0.421,0.53
0.422,0.534,0.0,0.418,0.538
0.424,0.534,0.0,0.422,0.534
0.43,0.539,0.0,0.424,0.534
0.425,0.532,0.0,0.43,0.539
0.412,0.544,0.0,0.425,0.532
0.417,0.553,0.0,0.412,0.544
0.415,0.544,0.0,0.417,0.553
0.413,0.542,0.0,0.415,0.544
0.415,0.557,0.0,0.413,0.542
0.422,0.552,0.0,0.415,0.557
0.406,0.54,0.0,0.422,0.552
0.424,0.534,0.0,0.406,0.54
0.415,0.528,0.0,0.424,0.534
0.416,0.536,0.0,0.415,0.528
0.43,0.543,0.0,0.416,0.536
0.434,0.544,0.0,0.43,0.543
0.434,0.546,1.0,0.434,0.544
0.44,0.549,0.0,0.434,0.546
0.432,0.536,0.0,0.44,0.549
0.437,0.538,0.0,0.432,0.536
0.429,0.54,0.0,0.437,0.538
0.428,0.539,0.0,0.429,0.54
0.418,0.54,0.0,0.428,0.539
0.421,0.533,0.0,0.418,0.54
0.412,0.539,0.0,0.421,0.533
0.415,0.538,0.0,0.412,0.539
0.423,0.515,0.0,0.415,0.538
0.423,0.515,0.0,0.423,0.515
0.423,0.517,0.0,0.423,0.515
0.418,0.515,0.0,0.423,0.517
0.412,0.523,0.0,0.418,0.515
0.402,0.528,0.0,0.412,0.523
0.407,0.528,0.0,0.402,0.528
0.409,0.531,0.0,0.407,0.528
0.426,0.533,0.0,0.409,0.531
0.42,0.541,0.0,0.426,0.533
0.424,0.531,0.0,0.42,0.541
0.415,0.529,0.0,0.424,0.531
0.417,0.533,0.0,0.415,0.529
0.414,0.538,0.0,0.417,0.533
0.42,0.542,0.0,0.414,0.538
0.424,0.524,0.0,0.42,0.542
0.422,0.535,0.0,0.424,0.524
0.427,0.538,0.0,0.422,0.535
0.421,0.536,0.0,0.427,0.538
0.422,0.544,0.0,0.421,0.536
0.424,0.557,0.0,0.422,0.544
0.421,0.536,0.0,0.424,0.557
0.424,0.551,0.0,0.421,0.536
0.428,0.551,0.0,0.424,0.551
0.414,0.542,0.0,0.428,0.551
0.417,0.538,0.0,0.414,0.542
0.412,0.539,0.0,0.417,0.538
0.407,0.522,0.0,0.412,0.539
0.407,0.529,0.0,0.407,0.522
0.405,0.525,0.0,0.407,0.529
0.416,0.51,0.0,0.405,0.525
0.426,0.504,0.0,0.416,0.51
0.417,0.5,0.0,0.426,0.504
0.411,0.518,0.0,0.417,0.5
0.429,0.521,0.0,0.411,0.518
0.425,0.511,0.0,0.429,0.521
0.423,0.507,0.0,0.425,0.511
0.428,0.519,0.0,0.423,0.507
0.426,0.529,0.0,0.428,0.519
0.428,0.524,0.0,0.426,0.529
0.427,0.513,0.0,0.428,0.524
0.421,0.512,0.0,0.427,0.513
0.431,0.5,0.0,0.421,0.512
0.433,0.514,0.0,0.431,0.5
0.428,0.522,0.0,0.433,0.514
0.422,0.518,0.0,0.428,0.522
0.422,0.512,0.0,0.422,0.518
0.407,0.522,0.0,0.422,0.512
0.413,0.531,0.0,0.407,0.522
0.406,0.528,0.0,0.413,0.531
0.409,0.524,0.0,0.406,0.528
0.405,0.521,0.0,0.409,0.524
0.414,0.516,0.0,0.405,0.521
0.415,0.522,0.0,0.414,0.516
0.416,0.519,0.0,0.415,0.522
0.416,0.525,0.0,0.416,0.519
0.414,0.525,0.0,0.416,0.525
0.431,0.529,0.0,0.414,0.525
0.427,0.522,0.0,0.431,0.529
0.423,0.52,0.0,0.427,0.522
0.42,0.522,0.0,0.423,0.52
0.43,0.514,0.0,0.42,0.522
0.417,0.518,0.0,0.43,0.514
0.419,0.53,0.0,0.417,0.518
0.441,0.53,0.0,0.419,0.53
0.45,0.541,0.0,0.441,0.53
0.426,0.541,0.0,0.45,0.541
0.409,0.527,0.0,0.426,0.541
0.402,0.521,0.0,0.409,0.527
0.418,0.52,0.0,0.402,0.521
0.434,0.504,0.0,0.418,0.52
0.428,0.505,0.0,0.434,0.504
0.422,0.501,0.0,0.428,0.505
0.421,0.51,0.0,0.422,0.501
0.414,0.519,0.0,0.421,0.51
0.418,0.516,0.0,0.414,0.519
0.413,0.507,0.0,0.418,0.516
0.403,0.509,0.0,0.413,0.507
0.406,0.526,0.0,0.403,0.509
0.423,0.521,0.0,0.406,0.526
0.416,0.516,0.0,0.423,0.521
0.426,0.517,0.0,0.416,0.516
0.414,0.51,0.0,0.426,0.517
0.403,0.507,0.0,0.414,0.51
0.403,0.506,0.0,0.403,0.507
0.405,0.509,0.0,0.403,0.506
0.41,0.518,0.0,0.405,0.509
0.421,0.519,0.0,0.41,0.518
0.427,0.529,0.0,0.421,0.519
0.421,0.52,0.0,0.427,0.529
0.414,0.515,0.0,0.421,0.52
0.42,0.53,0.0,0.414,0.515
0.418,0.532,0.0,0.42,0.53
0.414,0.526,0.0,0.418,0.532
0.407,0.523,0.0,0.414,0.526
0.411,0.524,0.0,0.407,0.523
0.42,0.518,0.0,0.411,0.524
0.411,0.53,0.0,0.42,0.518
0.433,0.542,0.0,0.411,0.53
0.453,0.525,0.0,0.433,0.542
0.443,0.52,0.0,0.453,0.525
0.442,0.535,0.0,0.443,0.52
0.439,0.52,0.0,0.442,0.535
0.426,0.513,0.0,0.439,0.52
0.418,0.521,0.0,0.426,0.513
0.415,0.517,0.0,0.418,0.521
0.405,0.51,0.0,0.415,0.517
0.429,0.512,0.0,0.405,0.51
0.429,0.516,0.0,0.429,0.512
0.431,0.51,0.0,0.429,0.516
0.421,0.511,0.0,0.431,0.51
0.412,0.516,0.0,0.421,0.511
0.396,0.516,0.0,0.412,0.516
0.398,0.505,0.0,0.396,0.516
0.4,0.513,0.0,0.398,0.505
0.4,0.526,0.0,0.4,0.513
0.394,0.514,0.0,0.4,0.526
0.401,0.519,0.0,0.394,0.514
0.4,0.521,0.0,0.401,0.519
0.406,0.523,0.0,0.4,0.521
0.416,0.532,0.0,0.406,0.523
0.406,0.521,1.0,0.416,0.532
0.42,0.528,1.0,0.406,0.521
0.418,0.529,1.0,0.42,0.528
0.412,0.52,0.0,0.418,0.529
0.415,0.525,0.0,0.412,0.52
0.42,0.529,0.0,0.415,0.525
0.42,0.519,0.0,0.42,0.529
0.425,0.523,0.0,0.42,0.519
0.425,0.525,0.0,0.425,0.523
0.431,0.54,0.0,0.425,0.525
0.448,0.542,0.0,0.431,0.54
0.451,0.542,0.0,0.448,0.542
0.425,0.518,0.0,0.451,0.542
0.428,0.515,0.0,0.425,0.518
0.437,0.509,0.0,0.428,0.515
0.444,0.509,0.0,0.437,0.509
0.441,0.521,0.0,0.444,0.509
0.432,0.525,0.0,0.441,0.521
0.433,0.516,0.0,0.432,0.525
0.418,0.514,0.0,0.433,0.516
0.412,0.524,0.0,0.418,0.514
0.416,0.52,0.0,0.412,0.524
0.414,0.521,0.0,0.416,0.52
0.429,0.529,0.0,0.414,0.521
0.43,0.517,0.0,0.429,0.529
0.414,0.523,0.0,0.43,0.517
0.416,0.521,0.0,0.414,0.523
0.419,0.521,0.0,0.416,0.521
0.41,0.526,0.0,0.419,0.521
0.405,0.521,0.0,0.41,0.526
0.406,0.523,1.0,0.405,0.521
0.413,0.525,1.0,0.406,0.523
0.409,0.536,0.0,0.413,0.525
0.404,0.544,1.0,0.409,0.536
0.411,0.559,1.0,0.404,0.544
0.421,0.571,0.0,0.411,0.559
0.411,0.576,0.0,0.421,0.571
0.418,0.561,0.0,0.411,0.576
0.435,0.536,0.0,0.418,0.561
0.434,0.528,0.0,0.435,0.536
0.439,0.527,0.0,0.434,0.528
0.45,0.533,0.0,0.439,0.527
0.431,0.532,0.0,0.45,0.533
0.43,0.542,0.0,0.431,0.532
0.429,0.537,0.0,0.43,0.542
0.441,0.53,0.0,0.429,0.537
0.445,0.522,0.0,0.441,0.53
0.464,0.524,0.0,0.445,0.522
0.45,0.532,0.0,0.464,0.524
0.452,0.54,0.0,0.45,0.532
0.437,0.531,0.0,0.452,0.54
0.417,0.546,0.0,0.437,0.531
0.415,0.529,0.0,0.417,0.546
0.408,0.52,0.0,0.415,0.529
0.409,0.525,0.0,0.408,0.52
0.411,0.523,0.0,0.409,0.525
0.414,0.525,0.0,0.411,0.523
0.421,0.516,0.0,0.414,0.525
0.421,0.527,0.0,0.421,0.516
0.415,0.529,0.0,0.421,0.527
0.41,0.533,0.0,0.415,0.529
0.416,0.542,0.0,0.41,0.533
0.419,0.535,0.0,0.416,0.542
0.424,0.521,0.0,0.419,0.535
0.412,0.527,0.0,0.424,0.521
0.412,0.538,0.0,0.412,0.527
0.406,0.537,0.0,0.412,0.538
0.398,0.554,0.0,0.406,0.537
0.406,0.553,0.0,0.398,0.554
0.415,0.551,0.0,0.406,0.553
0.42,0.542,0.0,0.415,0.551
0.414,0.513,0.0,0.42,0.542
0.411,0.519,0.0,0.414,0.513
0.447,0.537,0.0,0.411,0.519
0.44,0.556,0.0,0.447,0.537
0.432,0.543,0.0,0.44,0.556
0.426,0.528,0.0,0.432,0.543
0.426,0.536,0.0,0.426,0.528
0.432,0.535,0.0,0.426,0.536
0.425,0.519,0.0,0.432,0.535
0.415,0.527,0.0,0.425,0.519
0.408,0.53,0.0,0.415,0.527
0.401,0.519,0.0,0.408,0.53
0.406,0.511,0.0,0.401,0.519
0.41,0.515,0.0,0.406,0.511
0.407,0.503,0.0,0.41,0.515
0.412,0.506,0.0,0.407,0.503
0.406,0.506,0.0,0.412,0.506
0.406,0.509,0.0,0.406,0.506
0.407,0.509,0.0,0.406,0.509
0.407,0.516,0.0,0.407,0.509
0.412,0.51,0.0,0.407,0.516
0.413,0.511,0.0,0.412,0.51
0.409,0.535,0.0,0.413,0.511
0.416,0.527,0.0,0.409,0.535
0.422,0.528,1.0,0.416,0.527
0.414,0.524,1.0,0.422,0.528
0.422,0.533,1.0,0.414,0.524
0.415,0.546,0.0,0.422,0.533
0.421,0.562,0.0,0.415,0.546
0.417,0.551,0.0,0.421,0.562
0.42,0.54,0.0,0.417,0.551
0.432,0.532,0.0,0.42,0.54
0.428,0.517,0.0,0.432,0.532
0.423,0.526,0.0,0.428,0.517
0.416,0.528,0.0,0.423,0.526
0.414,0.527,0.0,0.416,0.528
0.417,0.539,0.0,0.414,0.527
0.422,0.551,0.0,0.417,0.539
0.421,0.564,0.0,0.422,0.551
0.428,0.566,0.0,0.421,0.564
0.43,0.582,0.0,0.428,0.566
0.44,0.582,0.0,0.43,0.582
0.435,0.582,0.0,0.44,0.582
0.442,0.587,1.0,0.435,0.582
0.463,0.597,1.0,0.442,0.587
0.46,0.568,0.0,0.463,0.597
0.471,0.553,0.0,0.46,0.568
0.473,0.558,0.0,0.471,0.553
0.463,0.553,0.0,0.473,0.558
0.464,0.569,0.0,0.463,0.553
0.462,0.565,0.0,0.464,0.569
0.454,0.567,0.0,0.462,0.565
0.467,0.544,0.0,0.454,0.567
0.446,0.539,0.0,0.467,0.544
0.437,0.541,0.0,0.446,0.539
0.426,0.534,0.0,0.437,0.541
0.425,0.535,0.0,0.426,0.534
0.428,0.547,0.0,0.425,0.535
0.423,0.545,1.0,0.428,0.547
0.419,0.552,0.0,0.423,0.545
0.408,0.552,0.0,0.419,0.552
0.413,0.546,0.0,0.408,0.552
0.414,0.524,0.0,0.413,0.546
0.412,0.529,0.0,0.414,0.524
0.415,0.528,0.0,0.412,0.529
0.417,0.532,0.0,0.415,0.528
0.417,0.529,0.0,0.417,0.532
0.432,0.524,0.0,0.417,0.529
0.427,0.525,0.0,0.432,0.524
0.413,0.533,0.0,0.427,0.525
0.415,0.531,0.0,0.413,0.533
0.414,0.536,0.0,0.415,0.531
0.417,0.52,0.0,0.414,0.536
0.422,0.522,0.0,0.417,0.52
0.431,0.565,0.0,0.422,0.522
0.433,0.556,0.0,0.431,0.565
0.439,0.55,0.0,0.433,0.556
0.427,0.545,0.0,0.439,0.55
0.438,0.545,0.0,0.427,0.545
0.428,0.537,0.0,0.438,0.545
0.442,0.541,0.0,0.428,0.537
0.445,0.524,0.0,0.442,0.541
0.447,0.528,0.0,0.445,0.524
0.458,0.532,0.0,0.447,0.528
0.444,0.539,0.0,0.458,0.532
0.451,0.531,0.0,0.444,0.539
0.441,0.525,0.0,0.451,0.531
0.436,0.526,0.0,0.441,0.525
0.433,0.521,0.0,0.436,0.526
0.422,0.523,0.0,0.433,0.521
0.426,0.529,0.0,0.422,0.523
0.421,0.529,0.0,0.426,0.529
0.417,0.539,0.0,0.421,0.529
0.429,0.535,0.0,0.417,0.539
0.434,0.531,0.0,0.429,0.535
0.435,0.524,0.0,0.434,0.531
0.438,0.523,0.0,0.435,0.524
0.436,0.535,0.0,0.438,0.523
0.438,0.54,0.0,0.436,0.535
0.447,0.545,0.0,0.438,0.54
0.439,0.551,1.0,0.447,0.545
0.431,0.555,0.0,0.439,0.551
0.435,0.559,0.0,0.431,0.555
0.431,0.552,0.0,0.435,0.559
0.422,0.541,0.0,0.431,0.552
0.426,0.545,0.0,0.422,0.541
0.424,0.54,0.0,0.426,0.545
0.424,0.531,0.0,0.424,0.54
0.425,0.527,0.0,0.424,0.531
0.417,0.533,0.0,0.425,0.527
0.42,0.53,0.0,0.417,0.533
