NZ	LH	CMIh	MS	FP	RAVK
0	0.543560471534729	8.29688757896423	16.2826497840881	16.1883211374283	16.1417700195313
1	1.09384400129318	5.30454972028732	22.0766524076462	22.0913894295692	22.0710521316528
2	6.51763377189636	4.36784211397171	24.2616772031784	24.2762276601791	24.2766933202744
3	58.5815128540993	4.16166991472244	26.0683311939239	25.9127417850494	25.8921616840363
4	691.680231792927	4.39450248718262	27.7294192528725	27.4137968015671	27.4389305853844
