NZ	LH	CMIh	MS	FP	RAVK
0	0.074709191949435	0.136881717043917	0.396551895066922	0.39736027766566	0.10716243448713
1	0.0196526081279294	0.0455591468911276	0.0746704138304681	0.266951563131023	0.0696014601375544
2	0.119207422670215	0.0438356603291811	0.0975990432613596	0.209699895922886	0.0797115065112197
3	13.7398000522923	0.0424823807031614	0.0646946865811516	0.0803422828832816	0.089117648638784
4	123.898118554852	0.07611442993195	0.0626139742028614	0.0670810146570384	0.142152320900579
