NZ	LH	CMIh	MS	FP	RAVK
0	0.000237372747010296	0.000175075538993888	0.0259019483050411	0.0213386893308961	0.0281540707711393
1	0.000219654027747451	0.00025851684813144	1.11285656082391	0.400605632000404	1.11801219373961
2	0.000192758884910747	0.000600885091547371	1.11285656082391	3.72020366195655	1.1180041170043
3	0.00939302578995534	0.00110323546634257	1.11285656082391	11.2470172337508	1.11801162025122
4	0.0482313332613254	0.0014329235972609	1.11285656082391	22.0014805115519	1.11801185290366
