NZ	LH	CMIh	MS	FP	RAVK
0	1.04155125453198	1.04969474147601	0.895296727231726	0.909933199723496	0.888381904496588
1	1.04236920915799	1.04789388427186	0	1.68755855048191	-0.00244078899831079
2	1.04326909630618	1.04223242874785	0	2.98354616983571	-0.00243696966868391
3	0.967275182675698	1.03825651897119	0	4.40843290963454	-0.00244051778222294
4	0.844985215461959	1.07950681072273	0	5.74526903415961	-0.0024406277843468
