NZ	LH	CMIh	MS	FP	RAVK
0	2.79806193113327	54.892110555172	112.064347777367	111.020284891129	107.420675127506
1	6.11589267253876	33.537108836174	139.985508830547	143.730286836624	144.648334050179
2	37.5715223503113	26.8014720702171	161.9066395998	164.22935801506	162.135038819313
3	300.954265954494	21.9176113581657	142.36704928875	139.330955457687	143.176761600971
4	1567.71315019369	9.68331610918045	63.115439479351	64.490659365654	63.743659029007
